started,done,repl,algorithm,task_id
2024-04-10T05:08:44.375300Z,2024-04-10T05:09:02.262300Z,34,cv_glmnet,aztrees3
2024-04-10T05:08:27.635100Z,2024-04-10T05:08:43.706700Z,35,cv_glmnet,aztrees3
2024-04-10T05:08:23.024100Z,2024-04-10T05:08:30.618200Z,36,cv_glmnet,aztrees3
2024-04-10T05:08:26.809400Z,2024-04-10T05:08:39.225300Z,37,cv_glmnet,aztrees3
2024-04-10T05:08:23.132400Z,2024-04-10T05:08:36.610Z,38,cv_glmnet,aztrees3
2024-04-10T05:08:27.354Z,2024-04-10T05:08:37.616400Z,39,cv_glmnet,aztrees3
2024-04-10T05:08:23.061Z,2024-04-10T05:08:34.875600Z,40,cv_glmnet,aztrees3
2024-04-10T05:08:27.032200Z,2024-04-10T05:08:40.033200Z,41,cv_glmnet,aztrees3
2024-04-10T05:08:23.198700Z,2024-04-10T05:08:31.175100Z,42,cv_glmnet,aztrees3
2024-04-10T05:08:31.331600Z,2024-04-10T05:08:44.773600Z,43,cv_glmnet,aztrees3
2024-04-10T05:08:31.331600Z,2024-04-10T05:08:51.983600Z,44,cv_glmnet,aztrees3
2024-04-10T05:08:32.424200Z,2024-04-10T05:08:43.944500Z,45,cv_glmnet,aztrees3
2024-04-10T05:08:32.403100Z,2024-04-10T05:08:45.976700Z,46,cv_glmnet,aztrees3
2024-04-10T05:08:23.086600Z,2024-04-10T05:08:34.512300Z,47,cv_glmnet,aztrees3
2024-04-10T05:08:27.756500Z,2024-04-10T05:08:38.893300Z,48,cv_glmnet,aztrees3
2024-04-10T05:09:24.192500Z,2024-04-10T05:09:38.425500Z,49,cv_glmnet,aztrees3
2024-04-10T05:09:23.972900Z,2024-04-10T05:09:41.943300Z,50,cv_glmnet,aztrees3
2024-04-10T05:09:23.938600Z,2024-04-10T05:09:33.222600Z,51,cv_glmnet,aztrees3
2024-04-10T05:09:54.744100Z,2024-04-10T05:10:14.742200Z,52,cv_glmnet,aztrees3
2024-04-10T05:09:24.097400Z,2024-04-10T05:09:42.848500Z,53,cv_glmnet,aztrees3
2024-04-10T05:09:24.276300Z,2024-04-10T05:09:33.710400Z,54,cv_glmnet,aztrees3
2024-04-10T05:09:49.543900Z,2024-04-10T05:10:05.615800Z,55,cv_glmnet,aztrees3
2024-04-10T05:09:24.271800Z,2024-04-10T05:09:39.011800Z,56,cv_glmnet,aztrees3
2024-04-10T05:09:53.016500Z,2024-04-10T05:10:03.752800Z,57,cv_glmnet,aztrees3
2024-04-10T05:09:50.019600Z,2024-04-10T05:10:07.403300Z,58,cv_glmnet,aztrees3
2024-04-10T05:09:51.978500Z,2024-04-10T05:10:13.773200Z,59,cv_glmnet,aztrees3
2024-04-10T05:09:27.792800Z,2024-04-10T05:09:36.343100Z,60,cv_glmnet,aztrees3
2024-04-10T05:09:23.376200Z,2024-04-10T05:09:27.774200Z,61,cv_glmnet,aztrees3
2024-04-10T05:09:27.066400Z,2024-04-10T05:09:31.264900Z,62,cv_glmnet,aztrees3
2024-04-10T05:09:23.406200Z,2024-04-10T05:09:27.472500Z,63,cv_glmnet,aztrees3
2024-04-10T05:09:26.339900Z,2024-04-10T05:09:30.808900Z,64,cv_glmnet,aztrees3
2024-04-10T05:09:23.211900Z,2024-04-10T05:09:27.040900Z,65,cv_glmnet,aztrees3
2024-04-10T05:09:26.217800Z,2024-04-10T05:09:31.151800Z,66,cv_glmnet,aztrees3
2024-04-10T05:09:23.180700Z,2024-04-10T05:09:27.428300Z,67,cv_glmnet,aztrees3
2024-04-10T05:09:27.175400Z,2024-04-10T05:09:32.495700Z,68,cv_glmnet,aztrees3
2024-04-10T05:09:27.175400Z,2024-04-10T05:09:31.470800Z,69,cv_glmnet,aztrees3
2024-04-10T05:09:28.973700Z,2024-04-10T05:09:34.195300Z,70,cv_glmnet,aztrees3
2024-04-10T05:09:28.984900Z,2024-04-10T05:09:34.412700Z,71,cv_glmnet,aztrees3
2024-04-10T05:09:23.221300Z,2024-04-10T05:09:27.535500Z,72,cv_glmnet,aztrees3
2024-04-10T05:10:24.781500Z,2024-04-10T05:10:30.319300Z,73,cv_glmnet,aztrees3
2024-04-10T05:10:24.004700Z,2024-04-10T05:10:29.542300Z,74,cv_glmnet,aztrees3
2024-04-10T05:10:24.232800Z,2024-04-10T05:10:29.227500Z,75,cv_glmnet,aztrees3
2024-04-10T05:10:46.384100Z,2024-04-10T05:10:55.423600Z,76,cv_glmnet,aztrees3
2024-04-10T05:10:24.053500Z,2024-04-10T05:10:28.930900Z,77,cv_glmnet,aztrees3
2024-04-10T05:10:24.401800Z,2024-04-10T05:10:29.342400Z,78,cv_glmnet,aztrees3
2024-04-10T05:10:46.498800Z,2024-04-10T05:10:54.545400Z,79,cv_glmnet,aztrees3
2024-04-10T05:10:24.198700Z,2024-04-10T05:10:28.921400Z,80,cv_glmnet,aztrees3
2024-04-10T05:10:46.172100Z,2024-04-10T05:10:54.238900Z,81,cv_glmnet,aztrees3
2024-04-10T05:10:53.555800Z,2024-04-10T05:11:02.201900Z,82,cv_glmnet,aztrees3
2024-04-10T05:10:46.005700Z,2024-04-10T05:10:53.673200Z,83,cv_glmnet,aztrees3
2024-04-10T05:10:27.348300Z,2024-04-10T05:10:32.411800Z,84,cv_glmnet,aztrees3
2024-04-10T05:10:23.512300Z,2024-04-10T05:10:29.010500Z,85,cv_glmnet,aztrees3
2024-04-10T05:10:26.140400Z,2024-04-10T05:10:30.629900Z,86,cv_glmnet,aztrees3
2024-04-10T05:10:23.514700Z,2024-04-10T05:10:27.598200Z,87,cv_glmnet,aztrees3
2024-04-10T05:10:26.517900Z,2024-04-10T05:10:31.330800Z,88,cv_glmnet,aztrees3
2024-04-10T05:10:23.321400Z,2024-04-10T05:10:27.664600Z,89,cv_glmnet,aztrees3
2024-04-10T05:10:24.384700Z,2024-04-10T05:10:28.337900Z,90,cv_glmnet,aztrees3
2024-04-10T05:10:23.224700Z,2024-04-10T05:10:23.395500Z,1,featureless,aztrees3
2024-04-10T05:10:29.352Z,2024-04-10T05:10:29.445800Z,2,featureless,aztrees3
2024-04-10T05:10:29.351Z,2024-04-10T05:10:29.446200Z,3,featureless,aztrees3
2024-04-10T05:10:34.634400Z,2024-04-10T05:10:35.348300Z,4,featureless,aztrees3
2024-04-10T05:10:34.625100Z,2024-04-10T05:10:35.381200Z,5,featureless,aztrees3
2024-04-10T05:10:23.119500Z,2024-04-10T05:10:23.326Z,6,featureless,aztrees3
2024-04-10T05:11:24.435200Z,2024-04-10T05:11:24.520900Z,7,featureless,aztrees3
2024-04-10T05:11:24.117900Z,2024-04-10T05:11:24.203200Z,8,featureless,aztrees3
2024-04-10T05:11:24.265800Z,2024-04-10T05:11:24.471900Z,9,featureless,aztrees3
2024-04-10T05:11:52.411700Z,2024-04-10T05:11:53.278Z,10,featureless,aztrees3
2024-04-10T05:11:24.549800Z,2024-04-10T05:11:24.735900Z,11,featureless,aztrees3
2024-04-10T05:11:24.378Z,2024-04-10T05:11:24.480100Z,12,featureless,aztrees3
2024-04-10T05:11:44.447700Z,2024-04-10T05:11:45.249500Z,13,featureless,aztrees3
2024-04-10T05:11:24.349800Z,2024-04-10T05:11:24.437300Z,14,featureless,aztrees3
2024-04-10T05:11:51.145100Z,2024-04-10T05:11:52.012900Z,15,featureless,aztrees3
2024-04-10T05:11:43.716600Z,2024-04-10T05:11:44.362200Z,16,featureless,aztrees3
2024-04-10T05:11:54.072200Z,2024-04-10T05:11:54.870500Z,17,featureless,aztrees3
2024-04-10T05:11:24.684200Z,2024-04-10T05:11:24.785600Z,18,featureless,aztrees3
2024-04-10T05:11:23.415100Z,2024-04-10T05:11:23.626900Z,19,featureless,aztrees3
2024-04-10T05:11:24.540500Z,2024-04-10T05:11:24.622300Z,20,featureless,aztrees3
2024-04-10T05:11:23.684600Z,2024-04-10T05:11:23.884300Z,21,featureless,aztrees3
2024-04-10T05:11:24.740Z,2024-04-10T05:11:24.846300Z,22,featureless,aztrees3
2024-04-10T05:11:23.501700Z,2024-04-10T05:11:23.695600Z,23,featureless,aztrees3
2024-04-10T05:11:24.679100Z,2024-04-10T05:11:24.759Z,24,featureless,aztrees3
2024-04-10T05:11:23.797500Z,2024-04-10T05:11:23.994900Z,25,featureless,aztrees3
2024-04-10T05:11:30.096100Z,2024-04-10T05:11:30.187700Z,26,featureless,aztrees3
2024-04-10T05:11:30.096100Z,2024-04-10T05:11:30.187800Z,27,featureless,aztrees3
2024-04-10T05:11:32.471Z,2024-04-10T05:11:32.675300Z,28,featureless,aztrees3
2024-04-10T05:11:32.493500Z,2024-04-10T05:11:32.688600Z,29,featureless,aztrees3
2024-04-10T05:11:23.427200Z,2024-04-10T05:11:23.557400Z,30,featureless,aztrees3
2024-04-10T05:12:24.781900Z,2024-04-10T05:12:24.869700Z,31,featureless,aztrees3
2024-04-10T05:12:24.530500Z,2024-04-10T05:12:24.615600Z,32,featureless,aztrees3
2024-04-10T05:12:24.542900Z,2024-04-10T05:12:24.745900Z,33,featureless,aztrees3
2024-04-10T05:12:44.521600Z,2024-04-10T05:12:45.079500Z,34,featureless,aztrees3
2024-04-10T05:12:24.847600Z,2024-04-10T05:12:24.949200Z,35,featureless,aztrees3
2024-04-10T05:12:24.889200Z,2024-04-10T05:12:25.058600Z,36,featureless,aztrees3
2024-04-10T05:12:28.630100Z,2024-04-10T05:12:28.719900Z,37,featureless,aztrees3
2024-04-10T05:12:25.872800Z,2024-04-10T05:12:26.036700Z,38,featureless,aztrees3
2024-04-10T05:12:48.696800Z,2024-04-10T05:12:49.414100Z,39,featureless,aztrees3
2024-04-10T05:12:24.555500Z,2024-04-10T05:12:24.642200Z,40,featureless,aztrees3
2024-04-10T05:12:50.238Z,2024-04-10T05:12:50.834400Z,41,featureless,aztrees3
2024-04-10T05:12:47.932800Z,2024-04-10T05:12:48.754600Z,42,featureless,aztrees3
2024-04-10T05:12:25.434800Z,2024-04-10T05:12:25.525400Z,43,featureless,aztrees3
2024-04-10T05:12:24.788900Z,2024-04-10T05:12:24.879600Z,44,featureless,aztrees3
2024-04-10T05:12:51.798600Z,2024-04-10T05:12:52.451700Z,45,featureless,aztrees3
2024-04-10T05:12:25.234100Z,2024-04-10T05:12:25.353200Z,46,featureless,aztrees3
2024-04-10T05:12:23.982200Z,2024-04-10T05:12:24.134300Z,47,featureless,aztrees3
2024-04-10T05:12:25.113600Z,2024-04-10T05:12:25.184700Z,48,featureless,aztrees3
2024-04-10T05:12:24.018800Z,2024-04-10T05:12:24.211900Z,49,featureless,aztrees3
2024-04-10T05:12:24.735900Z,2024-04-10T05:12:24.818700Z,50,featureless,aztrees3
2024-04-10T05:12:23.931200Z,2024-04-10T05:12:24.079200Z,51,featureless,aztrees3
2024-04-10T05:12:24.776Z,2024-04-10T05:12:24.847Z,52,featureless,aztrees3
2024-04-10T05:12:23.885100Z,2024-04-10T05:12:24.055Z,53,featureless,aztrees3
2024-04-10T05:12:33.715100Z,2024-04-10T05:12:33.812100Z,54,featureless,aztrees3
2024-04-10T05:13:24.305900Z,2024-04-10T05:13:24.392200Z,55,featureless,aztrees3
2024-04-10T05:13:24.185900Z,2024-04-10T05:13:24.270100Z,56,featureless,aztrees3
2024-04-10T05:13:24.294800Z,2024-04-10T05:13:24.493200Z,57,featureless,aztrees3
2024-04-10T05:13:46.586300Z,2024-04-10T05:13:47.452300Z,58,featureless,aztrees3
2024-04-10T05:13:24.319100Z,2024-04-10T05:13:24.410400Z,59,featureless,aztrees3
2024-04-10T05:13:41.107Z,2024-04-10T05:13:41.904400Z,60,featureless,aztrees3
2024-04-10T05:13:24.480Z,2024-04-10T05:13:24.567100Z,61,featureless,aztrees3
2024-04-10T05:13:48.908900Z,2024-04-10T05:13:49.429700Z,62,featureless,aztrees3
2024-04-10T05:13:44.303600Z,2024-04-10T05:13:44.933400Z,63,featureless,aztrees3
2024-04-10T05:13:48.248600Z,2024-04-10T05:13:48.928300Z,64,featureless,aztrees3
2024-04-10T05:13:24.607400Z,2024-04-10T05:13:24.690800Z,65,featureless,aztrees3
2024-04-10T05:13:23.436400Z,2024-04-10T05:13:23.591200Z,66,featureless,aztrees3
2024-04-10T05:13:24.816300Z,2024-04-10T05:13:24.919700Z,67,featureless,aztrees3
2024-04-10T05:13:23.517600Z,2024-04-10T05:13:23.690800Z,68,featureless,aztrees3
2024-04-10T05:13:24.940900Z,2024-04-10T05:13:25.032400Z,69,featureless,aztrees3
2024-04-10T05:13:23.432100Z,2024-04-10T05:13:23.599200Z,70,featureless,aztrees3
2024-04-10T05:13:24.547800Z,2024-04-10T05:13:24.626900Z,71,featureless,aztrees3
2024-04-10T05:13:23.439100Z,2024-04-10T05:13:23.625200Z,72,featureless,aztrees3
2024-04-10T05:13:31.527Z,2024-04-10T05:13:32.032600Z,73,featureless,aztrees3
2024-04-10T05:13:31.527Z,2024-04-10T05:13:32.033Z,74,featureless,aztrees3
2024-04-10T05:13:34.451100Z,2024-04-10T05:13:34.812600Z,75,featureless,aztrees3
2024-04-10T05:13:34.450900Z,2024-04-10T05:13:34.825500Z,76,featureless,aztrees3
2024-04-10T05:13:23.565200Z,2024-04-10T05:13:23.777700Z,77,featureless,aztrees3
2024-04-10T05:13:24.763300Z,2024-04-10T05:13:24.850200Z,78,featureless,aztrees3
2024-04-10T05:14:27.189700Z,2024-04-10T05:14:27.489500Z,79,featureless,aztrees3
2024-04-10T05:14:41.359400Z,2024-04-10T05:14:41.686300Z,80,featureless,aztrees3
2024-04-10T05:14:25.570800Z,2024-04-10T05:14:25.659200Z,81,featureless,aztrees3
2024-04-10T05:14:25.511300Z,2024-04-10T05:14:25.597100Z,82,featureless,aztrees3
2024-04-10T05:14:25.555200Z,2024-04-10T05:14:25.775200Z,83,featureless,aztrees3
2024-04-10T05:14:54.727200Z,2024-04-10T05:14:55.586200Z,84,featureless,aztrees3
2024-04-10T05:14:25.950400Z,2024-04-10T05:14:26.100300Z,85,featureless,aztrees3
2024-04-10T05:14:51.278Z,2024-04-10T05:14:52.084800Z,86,featureless,aztrees3
2024-04-10T05:14:25.783800Z,2024-04-10T05:14:25.879600Z,87,featureless,aztrees3
2024-04-10T05:14:51.527200Z,2024-04-10T05:14:52.330100Z,88,featureless,aztrees3
2024-04-10T05:14:48.386900Z,2024-04-10T05:14:49.129800Z,89,featureless,aztrees3
2024-04-10T05:14:51.581600Z,2024-04-10T05:14:52.393900Z,90,featureless,aztrees3
2024-04-10T05:14:28.727100Z,2024-04-10T05:14:44.002Z,1,cv_glmnet,aztrees4
2024-04-10T05:14:24.863500Z,2024-04-10T05:14:47.557500Z,2,cv_glmnet,aztrees4
2024-04-10T05:14:27.473400Z,2024-04-10T05:14:49.031400Z,3,cv_glmnet,aztrees4
2024-04-10T05:14:24.831400Z,2024-04-10T05:14:47.665600Z,4,cv_glmnet,aztrees4
2024-04-10T05:14:28.638Z,2024-04-10T05:14:47.425600Z,5,cv_glmnet,aztrees4
2024-04-10T05:14:24.662900Z,2024-04-10T05:14:43.093500Z,6,cv_glmnet,aztrees4
2024-04-10T05:14:27.911800Z,2024-04-10T05:14:47.147400Z,7,cv_glmnet,aztrees4
2024-04-10T05:14:24.900100Z,2024-04-10T05:14:43.439100Z,8,cv_glmnet,aztrees4
2024-04-10T05:14:28.175300Z,2024-04-10T05:14:40.190900Z,9,cv_glmnet,aztrees4
2024-04-10T05:14:28.175300Z,2024-04-10T05:14:40.195600Z,10,cv_glmnet,aztrees4
2024-04-10T05:14:38.293Z,2024-04-10T05:14:51.291700Z,11,cv_glmnet,aztrees4
2024-04-10T05:14:38.305400Z,2024-04-10T05:14:51.289800Z,12,cv_glmnet,aztrees4
2024-04-10T05:15:23.830300Z,2024-04-10T05:15:59.047300Z,13,cv_glmnet,aztrees4
2024-04-10T05:15:25.634200Z,2024-04-10T05:15:55.886400Z,14,cv_glmnet,aztrees4
2024-04-10T05:15:24.423300Z,2024-04-10T05:15:54.793700Z,15,cv_glmnet,aztrees4
2024-04-10T05:15:24.269200Z,2024-04-10T05:15:47.311400Z,16,cv_glmnet,aztrees4
2024-04-10T05:15:24.372800Z,2024-04-10T05:15:37.673300Z,17,cv_glmnet,aztrees4
2024-04-10T05:15:44.373300Z,2024-04-10T05:16:05.729400Z,18,cv_glmnet,aztrees4
2024-04-10T05:15:24.480800Z,2024-04-10T05:15:39.573300Z,19,cv_glmnet,aztrees4
2024-04-10T05:15:43.749900Z,2024-04-10T05:16:11.006300Z,20,cv_glmnet,aztrees4
2024-04-10T05:15:24.556400Z,2024-04-10T05:15:43.839600Z,21,cv_glmnet,aztrees4
2024-04-10T05:15:46.201Z,2024-04-10T05:16:09.123100Z,22,cv_glmnet,aztrees4
2024-04-10T05:15:44.519700Z,2024-04-10T05:16:16.152300Z,23,cv_glmnet,aztrees4
2024-04-10T05:15:44.692600Z,2024-04-10T05:16:09.481400Z,24,cv_glmnet,aztrees4
2024-04-10T05:15:27.447400Z,2024-04-10T05:15:42.955600Z,25,cv_glmnet,aztrees4
2024-04-10T05:15:23.648500Z,2024-04-10T05:15:38.881700Z,26,cv_glmnet,aztrees4
2024-04-10T05:15:25.869400Z,2024-04-10T05:15:46.363500Z,27,cv_glmnet,aztrees4
2024-04-10T05:15:23.596300Z,2024-04-10T05:15:36.915200Z,28,cv_glmnet,aztrees4
2024-04-10T05:15:27.528Z,2024-04-10T05:15:51.037300Z,29,cv_glmnet,aztrees4
2024-04-10T05:15:23.685900Z,2024-04-10T05:15:43.254200Z,30,cv_glmnet,aztrees4
2024-04-10T05:15:27.712Z,2024-04-10T05:15:45.790800Z,31,cv_glmnet,aztrees4
2024-04-10T05:15:23.590700Z,2024-04-10T05:15:37.188400Z,32,cv_glmnet,aztrees4
2024-04-10T05:15:32.358200Z,2024-04-10T05:15:55.426800Z,33,cv_glmnet,aztrees4
2024-04-10T05:15:32.358200Z,2024-04-10T05:15:47.786500Z,34,cv_glmnet,aztrees4
2024-04-10T05:15:30.523900Z,2024-04-10T05:15:47.693600Z,35,cv_glmnet,aztrees4
2024-04-10T05:15:30.513700Z,2024-04-10T05:15:49.332600Z,36,cv_glmnet,aztrees4
2024-04-10T05:16:25.743300Z,2024-04-10T05:16:45.782Z,37,cv_glmnet,aztrees4
2024-04-10T05:16:24.865Z,2024-04-10T05:16:45.094600Z,38,cv_glmnet,aztrees4
2024-04-10T05:16:24.846700Z,2024-04-10T05:16:46.907500Z,39,cv_glmnet,aztrees4
2024-04-10T05:16:24.844400Z,2024-04-10T05:16:51.614300Z,40,cv_glmnet,aztrees4
2024-04-10T05:16:24.859100Z,2024-04-10T05:16:40.595900Z,41,cv_glmnet,aztrees4
2024-04-10T05:16:53.631300Z,2024-04-10T05:17:12.029100Z,42,cv_glmnet,aztrees4
2024-04-10T05:16:24.846800Z,2024-04-10T05:16:38.579100Z,43,cv_glmnet,aztrees4
2024-04-10T05:16:51.064800Z,2024-04-10T05:17:18.375200Z,44,cv_glmnet,aztrees4
2024-04-10T05:16:24.807600Z,2024-04-10T05:16:37.710400Z,45,cv_glmnet,aztrees4
2024-04-10T05:16:39.148200Z,2024-04-10T05:16:59.783900Z,46,cv_glmnet,aztrees4
2024-04-10T05:16:52.218800Z,2024-04-10T05:17:08.064400Z,47,cv_glmnet,aztrees4
2024-04-10T05:16:41.725800Z,2024-04-10T05:17:09.564700Z,48,cv_glmnet,aztrees4
2024-04-10T05:16:28.313400Z,2024-04-10T05:16:41.454100Z,49,cv_glmnet,aztrees4
2024-04-10T05:16:23.678500Z,2024-04-10T05:16:33.886700Z,50,cv_glmnet,aztrees4
2024-04-10T05:16:27.718400Z,2024-04-10T05:16:37.286700Z,51,cv_glmnet,aztrees4
2024-04-10T05:16:23.682700Z,2024-04-10T05:16:39.077100Z,52,cv_glmnet,aztrees4
2024-04-10T05:16:28.001500Z,2024-04-10T05:16:41.829100Z,53,cv_glmnet,aztrees4
2024-04-10T05:16:23.705100Z,2024-04-10T05:16:37.572Z,54,cv_glmnet,aztrees4
2024-04-10T05:16:27.811800Z,2024-04-10T05:16:48.550700Z,55,cv_glmnet,aztrees4
2024-04-10T05:16:23.724500Z,2024-04-10T05:16:44.036500Z,56,cv_glmnet,aztrees4
2024-04-10T05:16:37.836800Z,2024-04-10T05:16:50.968100Z,57,cv_glmnet,aztrees4
2024-04-10T05:16:37.836800Z,2024-04-10T05:16:54.350Z,58,cv_glmnet,aztrees4
2024-04-10T05:16:35.182Z,2024-04-10T05:16:51.314800Z,59,cv_glmnet,aztrees4
2024-04-10T05:16:35.182100Z,2024-04-10T05:16:57.626500Z,60,cv_glmnet,aztrees4
2024-04-10T05:17:25.142400Z,2024-04-10T05:17:39.961500Z,61,cv_glmnet,aztrees4
2024-04-10T05:17:24.929700Z,2024-04-10T05:17:37.164900Z,62,cv_glmnet,aztrees4
2024-04-10T05:17:24.771500Z,2024-04-10T05:17:37.180300Z,63,cv_glmnet,aztrees4
2024-04-10T05:17:24.870800Z,2024-04-10T05:17:47.782Z,64,cv_glmnet,aztrees4
2024-04-10T05:17:47.897900Z,2024-04-10T05:18:04.850100Z,65,cv_glmnet,aztrees4
2024-04-10T05:17:24.969800Z,2024-04-10T05:17:42.035700Z,66,cv_glmnet,aztrees4
2024-04-10T05:17:42.754900Z,2024-04-10T05:18:08.750200Z,67,cv_glmnet,aztrees4
2024-04-10T05:17:24.801300Z,2024-04-10T05:17:54.498800Z,68,cv_glmnet,aztrees4
2024-04-10T05:17:43.144100Z,2024-04-10T05:18:01.289300Z,69,cv_glmnet,aztrees4
2024-04-10T05:17:43.670900Z,2024-04-10T05:18:09.520100Z,70,cv_glmnet,aztrees4
2024-04-10T05:17:41.634200Z,2024-04-10T05:17:57.351Z,71,cv_glmnet,aztrees4
2024-04-10T05:17:26.313400Z,2024-04-10T05:17:47.028Z,72,cv_glmnet,aztrees4
2024-04-10T05:17:23.948500Z,2024-04-10T05:17:36.539900Z,73,cv_glmnet,aztrees4
2024-04-10T05:17:27.618600Z,2024-04-10T05:17:41.642100Z,74,cv_glmnet,aztrees4
2024-04-10T05:17:24.075500Z,2024-04-10T05:17:35.589300Z,75,cv_glmnet,aztrees4
2024-04-10T05:17:27.104Z,2024-04-10T05:17:47.217Z,76,cv_glmnet,aztrees4
2024-04-10T05:17:24.067Z,2024-04-10T05:17:36.488800Z,77,cv_glmnet,aztrees4
2024-04-10T05:17:26.701Z,2024-04-10T05:17:38.097200Z,78,cv_glmnet,aztrees4
2024-04-10T05:17:23.982900Z,2024-04-10T05:17:31.615300Z,79,cv_glmnet,aztrees4
2024-04-10T05:17:27.177Z,2024-04-10T05:17:46.624700Z,80,cv_glmnet,aztrees4
2024-04-10T05:17:27.176900Z,2024-04-10T05:17:31.414700Z,81,cv_glmnet,aztrees4
2024-04-10T05:17:35.493200Z,2024-04-10T05:17:40.270Z,82,cv_glmnet,aztrees4
2024-04-10T05:17:35.513300Z,2024-04-10T05:17:37.490400Z,83,cv_glmnet,aztrees4
2024-04-10T05:17:23.906400Z,2024-04-10T05:17:25.167700Z,84,cv_glmnet,aztrees4
2024-04-10T05:18:25.017400Z,2024-04-10T05:18:30.627Z,85,cv_glmnet,aztrees4
2024-04-10T05:18:24.796500Z,2024-04-10T05:18:29.046900Z,86,cv_glmnet,aztrees4
2024-04-10T05:18:24.672200Z,2024-04-10T05:18:26.300100Z,87,cv_glmnet,aztrees4
2024-04-10T05:18:24.778600Z,2024-04-10T05:18:26.216700Z,88,cv_glmnet,aztrees4
2024-04-10T05:18:47.076600Z,2024-04-10T05:18:55.382Z,89,cv_glmnet,aztrees4
2024-04-10T05:18:24.916900Z,2024-04-10T05:18:29.707500Z,90,cv_glmnet,aztrees4
2024-04-10T05:18:52.647800Z,2024-04-10T05:18:56.757200Z,91,cv_glmnet,aztrees4
2024-04-10T05:18:24.793900Z,2024-04-10T05:18:26.121500Z,92,cv_glmnet,aztrees4
2024-04-10T05:18:26.825800Z,2024-04-10T05:18:34.797Z,93,cv_glmnet,aztrees4
2024-04-10T05:18:44.993Z,2024-04-10T05:18:52.317200Z,94,cv_glmnet,aztrees4
2024-04-10T05:18:49.481100Z,2024-04-10T05:18:54.769Z,95,cv_glmnet,aztrees4
2024-04-10T05:18:27.275400Z,2024-04-10T05:18:28.841300Z,96,cv_glmnet,aztrees4
