grid_job_i,task.i,learner.i,resampling.i,task_id,learner_id,resampling_id,test.subset,train.subsets,groups,test.fold,seed,n.train.groups,iteration,Train_subsets,start.time,end.time,process,classif.acc
22,2,2,1,waveform,classif.featureless,same_other_sizes_cv,train,all,720,4,1,270,22,all,2026-03-03T13:28:23.529167Z,2026-03-03T13:30:41.134995Z,29,0.32258064516129
230,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,test,same,450,7,1,450,110,same,2026-03-03T13:40:01.557054Z,2026-03-03T13:40:08.982099Z,34,0.775510204081633
231,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,train,same,270,7,1,270,111,same,2026-03-03T13:40:02.001270Z,2026-03-03T13:40:09.229202Z,39,0.862068965517241
232,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,test,same,450,8,1,270,112,same,2026-03-03T13:40:02.648855Z,2026-03-03T13:40:10.208813Z,28,0.795918367346939
233,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,test,same,450,8,1,450,113,same,2026-03-03T13:40:02.729473Z,2026-03-03T13:40:10.131542Z,37,0.857142857142857
234,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,train,same,270,8,1,270,114,same,2026-03-03T13:40:03.053422Z,2026-03-03T13:40:10.519901Z,41,0.862068965517241
235,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,test,same,450,9,1,270,115,same,2026-03-03T13:40:03.395010Z,2026-03-03T13:40:11.460380Z,36,0.755102040816326
236,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,test,same,450,9,1,450,116,same,2026-03-03T13:40:03.585502Z,2026-03-03T13:40:11.117407Z,32,0.755102040816326
237,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,train,same,270,9,1,270,117,same,2026-03-03T13:40:03.757436Z,2026-03-03T13:40:11.120033Z,40,0.793103448275862
238,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,test,same,450,10,1,270,118,same,2026-03-03T13:40:03.775857Z,2026-03-03T13:40:11.219572Z,29,0.836734693877551
239,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,test,same,450,10,1,450,119,same,2026-03-03T13:40:03.861444Z,2026-03-03T13:40:11.375570Z,38,0.795918367346939
23,2,2,1,waveform,classif.featureless,same_other_sizes_cv,train,all,720,4,1,450,23,all,2026-03-03T13:28:23.529191Z,2026-03-03T13:30:41.134716Z,21,0.32258064516129
240,2,1,1,waveform,classif.cv_glmnet,same_other_sizes_cv,train,same,270,10,1,270,120,same,2026-03-03T13:40:04.146015Z,2026-03-03T13:40:11.696321Z,31,0.827586206896552
241,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,1,1,4500,1,all,2026-03-03T13:40:04.154661Z,2026-03-03T13:42:02.548925Z,42,0.09375
242,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,1,1,7200,2,all,2026-03-03T13:40:04.356266Z,2026-03-03T13:42:02.547763Z,30,0.1025
243,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,1,1,11700,3,all,2026-03-03T13:40:08.628552Z,2026-03-03T13:42:02.542991Z,35,0.105
244,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,1,1,4500,4,all,2026-03-03T13:40:08.861217Z,2026-03-03T13:42:02.543722Z,33,0.12
245,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,1,1,7200,5,all,2026-03-03T13:40:08.988240Z,2026-03-03T13:42:02.543309Z,34,0.108
246,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,1,1,11700,6,all,2026-03-03T13:40:09.080234Z,2026-03-03T13:42:02.542838Z,43,0.116
247,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,2,1,4500,7,all,2026-03-03T13:40:09.235196Z,2026-03-03T13:42:02.547147Z,39,0.09375
248,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,2,1,7200,8,all,2026-03-03T13:40:10.137547Z,2026-03-03T13:42:02.546071Z,37,0.095
249,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,2,1,11700,9,all,2026-03-03T13:40:10.214857Z,2026-03-03T13:42:02.546273Z,28,0.10875
24,2,2,1,waveform,classif.featureless,same_other_sizes_cv,train,all,720,4,1,720,24,all,2026-03-03T13:28:23.529201Z,2026-03-03T13:30:41.134981Z,24,0.32258064516129
250,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,2,1,4500,10,all,2026-03-03T13:40:10.525943Z,2026-03-03T13:42:02.562190Z,41,0.114
251,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,2,1,7200,11,all,2026-03-03T13:40:11.123471Z,2026-03-03T13:42:02.549304Z,32,0.104
252,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,2,1,11700,12,all,2026-03-03T13:40:11.125385Z,2026-03-03T13:42:02.546737Z,40,0.088
253,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,3,1,4500,13,all,2026-03-03T13:40:11.225586Z,2026-03-03T13:42:02.542886Z,29,0.0875
254,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,3,1,7200,14,all,2026-03-03T13:40:11.381269Z,2026-03-03T13:42:02.549119Z,38,0.125
255,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,3,1,11700,15,all,2026-03-03T13:40:11.466407Z,2026-03-03T13:42:02.545494Z,36,0.09375
256,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,3,1,4500,16,all,2026-03-03T13:40:11.702208Z,2026-03-03T13:42:02.550507Z,31,0.08
257,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,3,1,7200,17,all,2026-03-03T13:42:02.546632Z,2026-03-03T13:42:17.608848Z,29,0.096
258,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,3,1,11700,18,all,2026-03-03T13:42:02.546646Z,2026-03-03T13:42:16.874769Z,35,0.09
259,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,4,1,4500,19,all,2026-03-03T13:42:02.546974Z,2026-03-03T13:42:16.928301Z,43,0.09125
25,2,2,1,waveform,classif.featureless,same_other_sizes_cv,test,all,720,5,1,270,25,all,2026-03-03T13:28:23.529226Z,2026-03-03T13:30:41.135004Z,34,0.34
260,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,4,1,7200,20,all,2026-03-03T13:42:02.547504Z,2026-03-03T13:42:16.937005Z,33,0.0875
261,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,4,1,11700,21,all,2026-03-03T13:42:02.547959Z,2026-03-03T13:42:17.014938Z,34,0.095
262,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,4,1,4500,22,all,2026-03-03T13:42:02.548597Z,2026-03-03T13:42:17.233254Z,36,0.106
263,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,4,1,7200,23,all,2026-03-03T13:42:02.549273Z,2026-03-03T13:42:16.928817Z,37,0.098
264,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,4,1,11700,24,all,2026-03-03T13:42:02.549539Z,2026-03-03T13:42:17.387422Z,28,0.092
265,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,5,1,4500,25,all,2026-03-03T13:42:02.550025Z,2026-03-03T13:42:17.368844Z,40,0.1
266,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,5,1,7200,26,all,2026-03-03T13:42:02.550236Z,2026-03-03T13:42:17.045288Z,39,0.08625
267,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,5,1,11700,27,all,2026-03-03T13:42:02.550772Z,2026-03-03T13:42:17.481403Z,30,0.11125
268,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,5,1,4500,28,all,2026-03-03T13:42:02.551882Z,2026-03-03T13:42:17.496267Z,42,0.076
269,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,5,1,7200,29,all,2026-03-03T13:42:02.552334Z,2026-03-03T13:42:17.394944Z,38,0.08
26,2,2,1,waveform,classif.featureless,same_other_sizes_cv,test,all,720,5,1,450,26,all,2026-03-03T13:28:23.529263Z,2026-03-03T13:30:41.134593Z,28,0.34
270,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,5,1,11700,30,all,2026-03-03T13:42:02.552610Z,2026-03-03T13:42:17.429845Z,32,0.1
271,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,6,1,4500,31,all,2026-03-03T13:42:02.553475Z,2026-03-03T13:42:17.306645Z,31,0.11
272,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,6,1,7200,32,all,2026-03-03T13:42:02.565263Z,2026-03-03T13:42:17.580458Z,41,0.0975
273,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,6,1,11700,33,all,2026-03-03T13:42:16.878196Z,2026-03-03T13:42:31.283436Z,35,0.08875
274,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,6,1,4500,34,all,2026-03-03T13:42:16.931834Z,2026-03-03T13:42:31.382508Z,43,0.104
275,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,6,1,7200,35,all,2026-03-03T13:42:16.931971Z,2026-03-03T13:42:31.381686Z,37,0.082
276,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,6,1,11700,36,all,2026-03-03T13:42:16.939957Z,2026-03-03T13:42:31.390282Z,33,0.134
277,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,7,1,4500,37,all,2026-03-03T13:42:17.018411Z,2026-03-03T13:42:31.493791Z,34,0.1025
278,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,7,1,7200,38,all,2026-03-03T13:42:17.048564Z,2026-03-03T13:42:31.523336Z,39,0.0775
279,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,7,1,11700,39,all,2026-03-03T13:42:17.236725Z,2026-03-03T13:42:31.887928Z,36,0.10625
27,2,2,1,waveform,classif.featureless,same_other_sizes_cv,test,all,720,5,1,720,27,all,2026-03-03T13:28:23.529323Z,2026-03-03T13:30:41.134561Z,26,0.34
280,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,7,1,4500,40,all,2026-03-03T13:42:17.310097Z,2026-03-03T13:42:31.894479Z,31,0.096
281,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,7,1,7200,41,all,2026-03-03T13:42:17.372370Z,2026-03-03T13:42:31.900854Z,40,0.114
282,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,7,1,11700,42,all,2026-03-03T13:42:17.390692Z,2026-03-03T13:42:31.870691Z,28,0.098
283,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,8,1,4500,43,all,2026-03-03T13:42:17.397988Z,2026-03-03T13:42:32.099828Z,38,0.1
284,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,8,1,7200,44,all,2026-03-03T13:42:17.433173Z,2026-03-03T13:42:32.000728Z,32,0.105
285,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,8,1,11700,45,all,2026-03-03T13:42:17.484790Z,2026-03-03T13:42:32.177490Z,30,0.1125
286,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,8,1,4500,46,all,2026-03-03T13:42:17.499462Z,2026-03-03T13:42:32.214803Z,42,0.108
287,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,8,1,7200,47,all,2026-03-03T13:42:17.583927Z,2026-03-03T13:42:32.069386Z,41,0.114
288,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,8,1,11700,48,all,2026-03-03T13:42:17.612028Z,2026-03-03T13:42:32.170563Z,29,0.098
289,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,9,1,4500,49,all,2026-03-03T13:42:31.286917Z,2026-03-03T13:42:45.866429Z,35,0.10875
28,2,2,1,waveform,classif.featureless,same_other_sizes_cv,train,all,720,5,1,270,28,all,2026-03-03T13:28:23.529357Z,2026-03-03T13:30:41.134705Z,32,0.333333333333333
290,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,9,1,7200,50,all,2026-03-03T13:42:31.385092Z,2026-03-03T13:42:46.061416Z,37,0.09625
291,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,9,1,11700,51,all,2026-03-03T13:42:31.385334Z,2026-03-03T13:42:46.031293Z,43,0.09375
292,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,9,1,4500,52,all,2026-03-03T13:42:31.393252Z,2026-03-03T13:42:46.030722Z,33,0.118
293,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,9,1,7200,53,all,2026-03-03T13:42:31.497420Z,2026-03-03T13:42:46.582384Z,34,0.082
294,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,9,1,11700,54,all,2026-03-03T13:42:31.526762Z,2026-03-03T13:42:46.215762Z,39,0.118
295,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,10,1,4500,55,all,2026-03-03T13:42:31.874184Z,2026-03-03T13:42:46.303211Z,28,0.09375
296,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,10,1,7200,56,all,2026-03-03T13:42:31.891232Z,2026-03-03T13:42:46.603229Z,36,0.11875
297,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,all,11700,10,1,11700,57,all,2026-03-03T13:42:31.897595Z,2026-03-03T13:42:46.580493Z,31,0.10875
298,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,10,1,4500,58,all,2026-03-03T13:42:31.903981Z,2026-03-03T13:42:46.603924Z,40,0.094
299,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,10,1,7200,59,all,2026-03-03T13:42:32.004228Z,2026-03-03T13:42:46.650011Z,32,0.1
29,2,2,1,waveform,classif.featureless,same_other_sizes_cv,train,all,720,5,1,450,29,all,2026-03-03T13:28:23.529368Z,2026-03-03T13:30:41.134518Z,22,0.333333333333333
2,2,2,1,waveform,classif.featureless,same_other_sizes_cv,test,all,720,1,1,450,2,all,2026-03-03T13:28:23.528586Z,2026-03-03T13:30:41.134835Z,44,0.346153846153846
300,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,all,11700,10,1,11700,60,all,2026-03-03T13:42:32.072766Z,2026-03-03T13:42:46.885870Z,41,0.11
301,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,1,1,4500,61,other,2026-03-03T13:42:32.103386Z,2026-03-03T13:42:47.136054Z,38,0.0975
302,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,1,1,4500,62,other,2026-03-03T13:42:32.174064Z,2026-03-03T13:42:46.950041Z,29,0.078
303,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,1,1,7200,63,other,2026-03-03T13:42:32.180862Z,2026-03-03T13:42:47.003238Z,30,0.102
304,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,2,1,4500,64,other,2026-03-03T13:42:32.218190Z,2026-03-03T13:42:47.393514Z,42,0.11125
305,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,2,1,4500,65,other,2026-03-03T13:42:45.869883Z,2026-03-03T13:43:00.181498Z,35,0.11
306,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,2,1,7200,66,other,2026-03-03T13:42:46.033960Z,2026-03-03T13:43:00.437673Z,33,0.094
307,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,3,1,4500,67,other,2026-03-03T13:42:46.034250Z,2026-03-03T13:43:00.407530Z,43,0.09875
308,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,3,1,4500,68,other,2026-03-03T13:42:46.065557Z,2026-03-03T13:43:00.603505Z,37,0.088
309,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,3,1,7200,69,other,2026-03-03T13:42:46.219235Z,2026-03-03T13:43:00.586838Z,39,0.11
30,2,2,1,waveform,classif.featureless,same_other_sizes_cv,train,all,720,5,1,720,30,all,2026-03-03T13:28:23.529401Z,2026-03-03T13:30:41.134728Z,20,0.333333333333333
310,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,4,1,4500,70,other,2026-03-03T13:42:46.306703Z,2026-03-03T13:43:00.895466Z,28,0.09875
311,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,4,1,4500,71,other,2026-03-03T13:42:46.583873Z,2026-03-03T13:43:01.773977Z,31,0.09
312,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,4,1,7200,72,other,2026-03-03T13:42:46.585685Z,2026-03-03T13:43:01.107500Z,34,0.096
313,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,5,1,4500,73,other,2026-03-03T13:42:46.606623Z,2026-03-03T13:43:01.713064Z,36,0.10125
314,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,5,1,4500,74,other,2026-03-03T13:42:46.607004Z,2026-03-03T13:43:01.758249Z,40,0.094
315,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,5,1,7200,75,other,2026-03-03T13:42:46.653338Z,2026-03-03T13:43:01.845720Z,32,0.092
316,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,6,1,4500,76,other,2026-03-03T13:42:46.889302Z,2026-03-03T13:43:01.813212Z,41,0.09625
317,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,6,1,4500,77,other,2026-03-03T13:42:46.953365Z,2026-03-03T13:43:02.267070Z,29,0.096
318,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,6,1,7200,78,other,2026-03-03T13:42:47.006568Z,2026-03-03T13:43:02.288404Z,30,0.096
319,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,7,1,4500,79,other,2026-03-03T13:42:47.139460Z,2026-03-03T13:43:01.801165Z,38,0.085
31,2,2,1,waveform,classif.featureless,same_other_sizes_cv,test,all,720,6,1,270,31,all,2026-03-03T13:28:23.530328Z,2026-03-03T13:30:41.134002Z,3,0.346938775510204
320,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,7,1,4500,80,other,2026-03-03T13:42:47.397340Z,2026-03-03T13:43:02.732925Z,42,0.104
321,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,7,1,7200,81,other,2026-03-03T13:43:00.185074Z,2026-03-03T13:43:15.053930Z,35,0.09
322,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,8,1,4500,82,other,2026-03-03T13:43:00.410871Z,2026-03-03T13:43:15.424103Z,43,0.10625
323,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,8,1,4500,83,other,2026-03-03T13:43:00.440987Z,2026-03-03T13:43:15.311950Z,33,0.112
324,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,8,1,7200,84,other,2026-03-03T13:43:00.590489Z,2026-03-03T13:43:15.606267Z,39,0.11
325,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,9,1,4500,85,other,2026-03-03T13:43:00.606746Z,2026-03-03T13:43:15.614275Z,37,0.10625
326,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,9,1,4500,86,other,2026-03-03T13:43:00.898982Z,2026-03-03T13:43:15.252008Z,28,0.118
327,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,9,1,7200,87,other,2026-03-03T13:43:01.111146Z,2026-03-03T13:43:16.097156Z,34,0.092
328,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,other,4500,10,1,4500,88,other,2026-03-03T13:43:01.716614Z,2026-03-03T13:43:16.357584Z,36,0.105
329,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,10,1,4500,89,other,2026-03-03T13:43:01.761605Z,2026-03-03T13:43:16.298193Z,40,0.114
32,2,2,1,waveform,classif.featureless,same_other_sizes_cv,test,all,720,6,1,450,32,all,2026-03-03T13:28:23.530333Z,2026-03-03T13:30:41.134010Z,6,0.346938775510204
330,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,other,7200,10,1,7200,90,other,2026-03-03T13:43:01.777231Z,2026-03-03T13:43:16.403971Z,31,0.092
331,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,1,1,4500,91,same,2026-03-03T13:43:01.804917Z,2026-03-03T13:43:16.803606Z,38,0.10875
332,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,1,1,7200,92,same,2026-03-03T13:43:01.816403Z,2026-03-03T13:43:16.485394Z,41,0.0975
333,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,1,1,4500,93,same,2026-03-03T13:43:01.849Z,2026-03-03T13:43:16.399038Z,32,0.098
334,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,2,1,4500,94,same,2026-03-03T13:43:02.273376Z,2026-03-03T13:43:16.843054Z,29,0.11
335,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,2,1,7200,95,same,2026-03-03T13:43:02.291689Z,2026-03-03T13:43:16.830174Z,30,0.0975
336,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,2,1,4500,96,same,2026-03-03T13:43:02.736729Z,2026-03-03T13:43:17.608472Z,42,0.102
337,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,3,1,4500,97,same,2026-03-03T13:43:15.057417Z,2026-03-03T13:43:29.502918Z,35,0.09625
338,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,3,1,7200,98,same,2026-03-03T13:43:15.255463Z,2026-03-03T13:43:30.142800Z,28,0.09125
339,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,3,1,4500,99,same,2026-03-03T13:43:15.315414Z,2026-03-03T13:43:29.822902Z,33,0.096
33,2,2,1,waveform,classif.featureless,same_other_sizes_cv,test,all,720,6,1,720,33,all,2026-03-03T13:28:23.530344Z,2026-03-03T13:30:41.135394Z,49,0.346938775510204
340,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,4,1,4500,100,same,2026-03-03T13:43:15.427377Z,2026-03-03T13:43:29.927638Z,43,0.095
341,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,4,1,7200,101,same,2026-03-03T13:43:15.609815Z,2026-03-03T13:43:30.181710Z,39,0.10875
342,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,4,1,4500,102,same,2026-03-03T13:43:15.617424Z,2026-03-03T13:43:30.080863Z,37,0.096
343,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,5,1,4500,103,same,2026-03-03T13:43:16.100638Z,2026-03-03T13:43:30.557977Z,34,0.1
344,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,5,1,7200,104,same,2026-03-03T13:43:16.301623Z,2026-03-03T13:43:31.241320Z,40,0.0825
345,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,5,1,4500,105,same,2026-03-03T13:43:16.361083Z,2026-03-03T13:43:31.325703Z,36,0.08
346,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,6,1,4500,106,same,2026-03-03T13:43:16.402445Z,2026-03-03T13:43:31.415084Z,32,0.1
347,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,6,1,7200,107,same,2026-03-03T13:43:16.407291Z,2026-03-03T13:43:31.401576Z,31,0.10875
348,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,6,1,4500,108,same,2026-03-03T13:43:16.489054Z,2026-03-03T13:43:31.337108Z,41,0.11
349,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,7,1,4500,109,same,2026-03-03T13:43:16.807448Z,2026-03-03T13:43:31.387982Z,38,0.1075
34,2,2,1,waveform,classif.featureless,same_other_sizes_cv,train,all,720,6,1,270,34,all,2026-03-03T13:28:23.530429Z,2026-03-03T13:30:41.134548Z,9,0.333333333333333
350,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,7,1,7200,110,same,2026-03-03T13:43:16.833637Z,2026-03-03T13:43:31.862991Z,30,0.0975
351,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,7,1,4500,111,same,2026-03-03T13:43:16.846416Z,2026-03-03T13:43:31.618836Z,29,0.102
352,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,8,1,4500,112,same,2026-03-03T13:43:17.612355Z,2026-03-03T13:43:32.337008Z,42,0.10125
353,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,8,1,7200,113,same,2026-03-03T13:43:29.506626Z,2026-03-03T13:43:44.469599Z,35,0.07375
354,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,8,1,4500,114,same,2026-03-03T13:43:29.827140Z,2026-03-03T13:43:44.811706Z,33,0.13
355,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,9,1,4500,115,same,2026-03-03T13:43:29.931136Z,2026-03-03T13:43:44.928385Z,43,0.10375
356,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,9,1,7200,116,same,2026-03-03T13:43:30.084507Z,2026-03-03T13:43:44.502547Z,37,0.11
357,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,9,1,4500,117,same,2026-03-03T13:43:30.146290Z,2026-03-03T13:43:44.585923Z,28,0.096
358,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,10,1,4500,118,same,2026-03-03T13:43:30.185185Z,2026-03-03T13:43:44.982049Z,39,0.11
359,1,2,1,STL10,classif.featureless,same_other_sizes_cv,test,same,7200,10,1,7200,119,same,2026-03-03T13:43:30.561794Z,2026-03-03T13:43:44.987396Z,34,0.0975
35,2,2,1,waveform,classif.featureless,same_other_sizes_cv,train,all,720,6,1,450,35,all,2026-03-03T13:28:23.530433Z,2026-03-03T13:30:41.134649Z,47,0.333333333333333
360,1,2,1,STL10,classif.featureless,same_other_sizes_cv,train,same,4500,10,1,4500,120,same,2026-03-03T13:43:31.244770Z,2026-03-03T13:43:45.710967Z,40,0.12
361,1,1,1,STL10,classif.cv_glmnet,same_other_sizes_cv,test,all,11700,1,1,4500,1,all,2026-03-03T13:43:31.329304Z,2026-03-03T16:39:57.934272Z,36,0.35375
362,1,1,1,STL10,classif.cv_glmnet,same_other_sizes_cv,test,all,11700,1,1,7200,2,all,2026-03-03T13:43:31.340362Z,2026-03-03T18:54:05.287100Z,41,0.3725
363,1,1,1,STL10,classif.cv_glmnet,same_other_sizes_cv,test,all,11700,1,1,11700,3,all,2026-03-05T02:47:12.601408Z,2026-03-05T06:07:46.468178Z,1,0.38
364,1,1,1,STL10,classif.cv_glmnet,same_other_sizes_cv,train,all,11700,1,1,4500,4,all,2026-03-03T13:43:31.404818Z,2026-03-03T16:30:08.478831Z,31,0.362
365,1,1,1,STL10,classif.cv_glmnet,same_other_sizes_cv,train,all,11700,1,1,7200,5,all,2026-03-03T13:43:31.418273Z,2026-03-03T18:36:04.326103Z,32,0.37
366,1,1,1,STL10,classif.cv_glmnet,same_other_sizes_cv,train,all,11700,1,1,11700,6,all,2026-03-05T02:47:12.601496Z,2026-03-05T07:50:18.702615Z,21,0.39
