test.group,train.groups,atoms,test.fold,seed,n.train.atoms,iteration,task_id,classif.ce,algorithm,n.train,n.test
test,all,63000,10,3,54000,284,MNIST,0.0793172690763052,cv_glmnet,53999,996
test,all,63000,10,3,63000,285,MNIST,0.0823293172690763,cv_glmnet,63008,996
train,all,63000,10,1,2250,286,MNIST,0.137091394262842,cv_glmnet,2242,5996
train,all,63000,10,1,4500,287,MNIST,0.116744496330887,cv_glmnet,4492,5996
train,all,63000,10,1,9000,288,MNIST,0.101234156104069,cv_glmnet,8994,5996
train,all,63000,10,1,54000,289,MNIST,0.0957304869913276,cv_glmnet,53999,5996
train,all,63000,10,1,63000,290,MNIST,0.0892261507671781,cv_glmnet,63008,5996
train,all,63000,10,2,2250,291,MNIST,0.139092728485657,cv_glmnet,2242,5996
train,all,63000,10,2,4500,292,MNIST,0.115577051367578,cv_glmnet,4492,5996
train,all,63000,10,2,9000,293,MNIST,0.106070713809206,cv_glmnet,8994,5996
train,all,63000,10,2,54000,294,MNIST,0.0943962641761174,cv_glmnet,53999,5996
train,all,63000,10,2,63000,295,MNIST,0.0960640426951301,cv_glmnet,63008,5996
train,all,63000,10,3,2250,296,MNIST,0.131754503002001,cv_glmnet,2242,5996
train,all,63000,10,3,4500,297,MNIST,0.112408272181454,cv_glmnet,4492,5996
train,all,63000,10,3,9000,298,MNIST,0.0982321547698466,cv_glmnet,8994,5996
train,all,63000,10,3,54000,299,MNIST,0.0943962641761174,cv_glmnet,53999,5996
train,all,63000,10,3,63000,300,MNIST,0.0920613742494997,cv_glmnet,63008,5996
test,other,54000,1,1,2250,301,MNIST,0.131474103585657,cv_glmnet,2245,1004
test,other,54000,1,1,4500,302,MNIST,0.113545816733068,cv_glmnet,4494,1004
test,other,54000,1,1,9000,303,MNIST,0.0896414342629482,cv_glmnet,8995,1004
test,other,54000,1,1,54000,304,MNIST,0.0806772908366534,cv_glmnet,53994,1004
test,other,54000,1,2,2250,305,MNIST,0.127490039840637,cv_glmnet,2245,1004
test,other,54000,1,2,4500,306,MNIST,0.119521912350598,cv_glmnet,4494,1004
test,other,54000,1,2,9000,307,MNIST,0.104581673306773,cv_glmnet,8995,1004
test,other,54000,1,2,54000,308,MNIST,0.0886454183266932,cv_glmnet,53994,1004
test,other,54000,1,3,2250,309,MNIST,0.127490039840637,cv_glmnet,2245,1004
test,other,54000,1,3,4500,310,MNIST,0.116533864541833,cv_glmnet,4494,1004
test,other,54000,1,3,9000,311,MNIST,0.103585657370518,cv_glmnet,8995,1004
test,other,54000,1,3,54000,312,MNIST,0.0886454183266932,cv_glmnet,53994,1004
train,other,9000,1,1,2250,313,MNIST,0.141358641358641,cv_glmnet,2246,6006
train,other,9000,1,1,4500,314,MNIST,0.115384615384615,cv_glmnet,4496,6006
train,other,9000,1,1,9000,315,MNIST,0.104728604728605,cv_glmnet,8996,6006
train,other,9000,1,2,2250,316,MNIST,0.134865134865135,cv_glmnet,2246,6006
train,other,9000,1,2,4500,317,MNIST,0.113886113886114,cv_glmnet,4496,6006
train,other,9000,1,2,9000,318,MNIST,0.104062604062604,cv_glmnet,8996,6006
train,other,9000,1,3,2250,319,MNIST,0.130536130536131,cv_glmnet,2246,6006
train,other,9000,1,3,4500,320,MNIST,0.115384615384615,cv_glmnet,4496,6006
train,other,9000,1,3,9000,321,MNIST,0.104062604062604,cv_glmnet,8996,6006
test,other,54000,2,1,2250,322,MNIST,0.130478087649402,cv_glmnet,2245,1004
test,other,54000,2,1,4500,323,MNIST,0.100597609561753,cv_glmnet,4494,1004
test,other,54000,2,1,9000,324,MNIST,0.0826693227091633,cv_glmnet,8995,1004
test,other,54000,2,1,54000,325,MNIST,0.0717131474103586,cv_glmnet,53997,1004
test,other,54000,2,2,2250,326,MNIST,0.123505976095618,cv_glmnet,2245,1004
test,other,54000,2,2,4500,327,MNIST,0.099601593625498,cv_glmnet,4494,1004
test,other,54000,2,2,9000,328,MNIST,0.0876494023904383,cv_glmnet,8995,1004
test,other,54000,2,2,54000,329,MNIST,0.0687250996015936,cv_glmnet,53997,1004
test,other,54000,2,3,2250,330,MNIST,0.113545816733068,cv_glmnet,2245,1004
test,other,54000,2,3,4500,331,MNIST,0.097609561752988,cv_glmnet,4494,1004
test,other,54000,2,3,9000,332,MNIST,0.0826693227091633,cv_glmnet,8995,1004
test,other,54000,2,3,54000,333,MNIST,0.0717131474103586,cv_glmnet,53997,1004
train,other,9000,2,1,2250,334,MNIST,0.133933033483258,cv_glmnet,2246,6003
train,other,9000,2,1,4500,335,MNIST,0.110611360986174,cv_glmnet,4496,6003
train,other,9000,2,1,9000,336,MNIST,0.0977844411127769,cv_glmnet,8996,6003
train,other,9000,2,2,2250,337,MNIST,0.12543728135932,cv_glmnet,2246,6003
train,other,9000,2,2,4500,338,MNIST,0.112776944860903,cv_glmnet,4496,6003
train,other,9000,2,2,9000,339,MNIST,0.10111610861236,cv_glmnet,8996,6003
train,other,9000,2,3,2250,340,MNIST,0.133766450108279,cv_glmnet,2246,6003
train,other,9000,2,3,4500,341,MNIST,0.116441779110445,cv_glmnet,4496,6003
train,other,9000,2,3,9000,342,MNIST,0.10111610861236,cv_glmnet,8996,6003
test,other,54000,3,1,2250,343,MNIST,0.130869130869131,cv_glmnet,2245,1001
test,other,54000,3,1,4500,344,MNIST,0.120879120879121,cv_glmnet,4494,1001
test,other,54000,3,1,9000,345,MNIST,0.0909090909090909,cv_glmnet,8995,1001
test,other,54000,3,1,54000,346,MNIST,0.0779220779220779,cv_glmnet,53999,1001
test,other,54000,3,2,2250,347,MNIST,0.120879120879121,cv_glmnet,2245,1001
test,other,54000,3,2,4500,348,MNIST,0.115884115884116,cv_glmnet,4494,1001
test,other,54000,3,2,9000,349,MNIST,0.0949050949050949,cv_glmnet,8995,1001
test,other,54000,3,2,54000,350,MNIST,0.0779220779220779,cv_glmnet,53999,1001
test,other,54000,3,3,2250,351,MNIST,0.117882117882118,cv_glmnet,2245,1001
test,other,54000,3,3,4500,352,MNIST,0.0999000999000999,cv_glmnet,4494,1001
test,other,54000,3,3,9000,353,MNIST,0.116883116883117,cv_glmnet,8995,1001
test,other,54000,3,3,54000,354,MNIST,0.0769230769230769,cv_glmnet,53999,1001
train,other,9000,3,1,2250,355,MNIST,0.129978336943843,cv_glmnet,2247,6001
train,other,9000,3,1,4500,356,MNIST,0.111814697550408,cv_glmnet,4497,6001
train,other,9000,3,1,9000,357,MNIST,0.103149475087485,cv_glmnet,8999,6001
train,other,9000,3,2,2250,358,MNIST,0.133644392601233,cv_glmnet,2247,6001
train,other,9000,3,2,4500,359,MNIST,0.110648225295784,cv_glmnet,4497,6001
train,other,9000,3,2,9000,360,MNIST,0.103149475087485,cv_glmnet,8999,6001
train,other,9000,3,3,2250,361,MNIST,0.133644392601233,cv_glmnet,2247,6001
train,other,9000,3,3,4500,362,MNIST,0.117313781036494,cv_glmnet,4497,6001
train,other,9000,3,3,9000,363,MNIST,0.103149475087485,cv_glmnet,8999,6001
test,other,54000,4,1,2250,364,MNIST,0.122877122877123,cv_glmnet,2245,1001
test,other,54000,4,1,4500,365,MNIST,0.105894105894106,cv_glmnet,4494,1001
test,other,54000,4,1,9000,366,MNIST,0.0949050949050949,cv_glmnet,8995,1001
test,other,54000,4,1,54000,367,MNIST,0.0839160839160839,cv_glmnet,54000,1001
test,other,54000,4,2,2250,368,MNIST,0.122877122877123,cv_glmnet,2245,1001
test,other,54000,4,2,4500,369,MNIST,0.151848151848152,cv_glmnet,4494,1001
test,other,54000,4,2,9000,370,MNIST,0.124875124875125,cv_glmnet,8995,1001
test,other,54000,4,2,54000,371,MNIST,0.0849150849150849,cv_glmnet,54000,1001
test,other,54000,4,3,2250,372,MNIST,0.112887112887113,cv_glmnet,2245,1001
test,other,54000,4,3,4500,373,MNIST,0.100899100899101,cv_glmnet,4494,1001
test,other,54000,4,3,9000,374,MNIST,0.0909090909090909,cv_glmnet,8995,1001
test,other,54000,4,3,54000,375,MNIST,0.0839160839160839,cv_glmnet,54000,1001
train,other,9000,4,1,2250,376,MNIST,0.129333333333333,cv_glmnet,2247,6000
train,other,9000,4,1,4500,377,MNIST,0.111333333333333,cv_glmnet,4497,6000
train,other,9000,4,1,9000,378,MNIST,0.0978333333333333,cv_glmnet,8999,6000
train,other,9000,4,2,2250,379,MNIST,0.130333333333333,cv_glmnet,2247,6000
train,other,9000,4,2,4500,380,MNIST,0.112333333333333,cv_glmnet,4497,6000
train,other,9000,4,2,9000,381,MNIST,0.0978333333333333,cv_glmnet,8999,6000
train,other,9000,4,3,2250,382,MNIST,0.1345,cv_glmnet,2247,6000
train,other,9000,4,3,4500,383,MNIST,0.114666666666667,cv_glmnet,4497,6000
train,other,9000,4,3,9000,384,MNIST,0.098,cv_glmnet,8999,6000
test,other,54000,5,1,2250,385,MNIST,0.089,cv_glmnet,2245,1000
test,other,54000,5,1,4500,386,MNIST,0.085,cv_glmnet,4494,1000
test,other,54000,5,1,9000,387,MNIST,0.081,cv_glmnet,8995,1000
test,other,54000,5,1,54000,388,MNIST,0.069,cv_glmnet,54000,1000
test,other,54000,5,2,2250,389,MNIST,0.118,cv_glmnet,2245,1000
test,other,54000,5,2,4500,390,MNIST,0.105,cv_glmnet,4494,1000
test,other,54000,5,2,9000,391,MNIST,0.082,cv_glmnet,8995,1000
test,other,54000,5,2,54000,392,MNIST,0.068,cv_glmnet,54000,1000
test,other,54000,5,3,2250,393,MNIST,0.12,cv_glmnet,2245,1000
test,other,54000,5,3,4500,394,MNIST,0.09,cv_glmnet,4494,1000
test,other,54000,5,3,9000,395,MNIST,0.076,cv_glmnet,8995,1000
test,other,54000,5,3,54000,396,MNIST,0.068,cv_glmnet,54000,1000
train,other,9000,5,1,2250,397,MNIST,0.128333333333333,cv_glmnet,2247,6000
train,other,9000,5,1,4500,398,MNIST,0.1165,cv_glmnet,4497,6000
train,other,9000,5,1,9000,399,MNIST,0.101333333333333,cv_glmnet,9000,6000
train,other,9000,5,2,2250,400,MNIST,0.145166666666667,cv_glmnet,2247,6000
train,other,9000,5,2,4500,401,MNIST,0.1165,cv_glmnet,4497,6000
train,other,9000,5,2,9000,402,MNIST,0.101166666666667,cv_glmnet,9000,6000
train,other,9000,5,3,2250,403,MNIST,0.132333333333333,cv_glmnet,2247,6000
train,other,9000,5,3,4500,404,MNIST,0.109166666666667,cv_glmnet,4497,6000
train,other,9000,5,3,9000,405,MNIST,0.101166666666667,cv_glmnet,9000,6000
test,other,54000,6,1,2250,406,MNIST,0.133133133133133,cv_glmnet,2245,999
test,other,54000,6,1,4500,407,MNIST,0.112112112112112,cv_glmnet,4494,999
test,other,54000,6,1,9000,408,MNIST,0.0880880880880881,cv_glmnet,8995,999
test,other,54000,6,1,54000,409,MNIST,0.0750750750750751,cv_glmnet,54001,999
test,other,54000,6,2,2250,410,MNIST,0.127127127127127,cv_glmnet,2245,999
test,other,54000,6,2,4500,411,MNIST,0.11011011011011,cv_glmnet,4494,999
test,other,54000,6,2,9000,412,MNIST,0.102102102102102,cv_glmnet,8995,999
test,other,54000,6,2,54000,413,MNIST,0.0730730730730731,cv_glmnet,54001,999
test,other,54000,6,3,2250,414,MNIST,0.114114114114114,cv_glmnet,2245,999
test,other,54000,6,3,4500,415,MNIST,0.106106106106106,cv_glmnet,4494,999
test,other,54000,6,3,9000,416,MNIST,0.101101101101101,cv_glmnet,8995,999
test,other,54000,6,3,54000,417,MNIST,0.0730730730730731,cv_glmnet,54001,999
train,other,9000,6,1,2250,418,MNIST,0.130855142523754,cv_glmnet,2247,5999
train,other,9000,6,1,4500,419,MNIST,0.146524420736789,cv_glmnet,4498,5999
train,other,9000,6,1,9000,420,MNIST,0.106351058509752,cv_glmnet,9001,5999
train,other,9000,6,2,2250,421,MNIST,0.141856976162694,cv_glmnet,2247,5999
train,other,9000,6,2,4500,422,MNIST,0.116519419903317,cv_glmnet,4498,5999
train,other,9000,6,2,9000,423,MNIST,0.106351058509752,cv_glmnet,9001,5999
train,other,9000,6,3,2250,424,MNIST,0.141356892815469,cv_glmnet,2247,5999
train,other,9000,6,3,4500,425,MNIST,0.121353558926488,cv_glmnet,4498,5999
train,other,9000,6,3,9000,426,MNIST,0.104184030671779,cv_glmnet,9001,5999
test,other,54000,7,1,2250,427,MNIST,0.124124124124124,cv_glmnet,2245,999
test,other,54000,7,1,4500,428,MNIST,0.138138138138138,cv_glmnet,4494,999
test,other,54000,7,1,9000,429,MNIST,0.127127127127127,cv_glmnet,8995,999
test,other,54000,7,1,54000,430,MNIST,0.0740740740740741,cv_glmnet,54001,999
test,other,54000,7,2,2250,431,MNIST,0.126126126126126,cv_glmnet,2245,999
test,other,54000,7,2,4500,432,MNIST,0.1001001001001,cv_glmnet,4494,999
test,other,54000,7,2,9000,433,MNIST,0.0890890890890891,cv_glmnet,8995,999
test,other,54000,7,2,54000,434,MNIST,0.0740740740740741,cv_glmnet,54001,999
test,other,54000,7,3,2250,435,MNIST,0.114114114114114,cv_glmnet,2245,999
test,other,54000,7,3,4500,436,MNIST,0.102102102102102,cv_glmnet,4494,999
test,other,54000,7,3,9000,437,MNIST,0.101101101101101,cv_glmnet,8995,999
test,other,54000,7,3,54000,438,MNIST,0.0720720720720721,cv_glmnet,54001,999
train,other,9000,7,1,2250,439,MNIST,0.126354392398733,cv_glmnet,2247,5999
train,other,9000,7,1,4500,440,MNIST,0.109684947491249,cv_glmnet,4498,5999
train,other,9000,7,1,9000,441,MNIST,0.0968494749124854,cv_glmnet,9001,5999
train,other,9000,7,2,2250,442,MNIST,0.132022003667278,cv_glmnet,2247,5999
train,other,9000,7,2,4500,443,MNIST,0.115852642107018,cv_glmnet,4498,5999
train,other,9000,7,2,9000,444,MNIST,0.0963493915652609,cv_glmnet,9001,5999
train,other,9000,7,3,2250,445,MNIST,0.124354059009835,cv_glmnet,2247,5999
train,other,9000,7,3,4500,446,MNIST,0.110018336389398,cv_glmnet,4498,5999
train,other,9000,7,3,9000,447,MNIST,0.0958493082180363,cv_glmnet,9001,5999
test,other,54000,8,1,2250,448,MNIST,0.126126126126126,cv_glmnet,2245,999
test,other,54000,8,1,4500,449,MNIST,0.116116116116116,cv_glmnet,4494,999
test,other,54000,8,1,9000,450,MNIST,0.109109109109109,cv_glmnet,8995,999
test,other,54000,8,1,54000,451,MNIST,0.0930930930930931,cv_glmnet,54001,999
test,other,54000,8,2,2250,452,MNIST,0.133133133133133,cv_glmnet,2245,999
test,other,54000,8,2,4500,453,MNIST,0.155155155155155,cv_glmnet,4494,999
test,other,54000,8,2,9000,454,MNIST,0.11011011011011,cv_glmnet,8995,999
test,other,54000,8,2,54000,455,MNIST,0.0940940940940941,cv_glmnet,54001,999
test,other,54000,8,3,2250,456,MNIST,0.126126126126126,cv_glmnet,2245,999
test,other,54000,8,3,4500,457,MNIST,0.105105105105105,cv_glmnet,4494,999
test,other,54000,8,3,9000,458,MNIST,0.0920920920920921,cv_glmnet,8995,999
test,other,54000,8,3,54000,459,MNIST,0.0930930930930931,cv_glmnet,54001,999
train,other,9000,8,1,2250,460,MNIST,0.14002333722287,cv_glmnet,2247,5999
train,other,9000,8,1,4500,461,MNIST,0.119686614435739,cv_glmnet,4498,5999
train,other,9000,8,1,9000,462,MNIST,0.105684280713452,cv_glmnet,9001,5999
train,other,9000,8,2,2250,463,MNIST,0.128354725787631,cv_glmnet,2247,5999
train,other,9000,8,2,4500,464,MNIST,0.115185864310718,cv_glmnet,4498,5999
train,other,9000,8,2,9000,465,MNIST,0.105684280713452,cv_glmnet,9001,5999
train,other,9000,8,3,2250,466,MNIST,0.132355392565428,cv_glmnet,2247,5999
train,other,9000,8,3,4500,467,MNIST,0.115685947657943,cv_glmnet,4498,5999
train,other,9000,8,3,9000,468,MNIST,0.105684280713452,cv_glmnet,9001,5999
test,other,54000,9,1,2250,469,MNIST,0.126379137412237,cv_glmnet,2245,997
test,other,54000,9,1,4500,470,MNIST,0.110330992978937,cv_glmnet,4494,997
test,other,54000,9,1,9000,471,MNIST,0.100300902708124,cv_glmnet,8995,997
test,other,54000,9,1,54000,472,MNIST,0.0832497492477432,cv_glmnet,54003,997
test,other,54000,9,2,2250,473,MNIST,0.132397191574724,cv_glmnet,2245,997
test,other,54000,9,2,4500,474,MNIST,0.104312938816449,cv_glmnet,4494,997
test,other,54000,9,2,9000,475,MNIST,0.0972918756268806,cv_glmnet,8995,997
test,other,54000,9,2,54000,476,MNIST,0.0842527582748245,cv_glmnet,54003,997
test,other,54000,9,3,2250,477,MNIST,0.109327983951856,cv_glmnet,2245,997
test,other,54000,9,3,4500,478,MNIST,0.109327983951856,cv_glmnet,4494,997
test,other,54000,9,3,9000,479,MNIST,0.0932798395185557,cv_glmnet,8995,997
test,other,54000,9,3,54000,480,MNIST,0.0852557673019057,cv_glmnet,54003,997
train,other,9000,9,1,2250,481,MNIST,0.140403535100884,cv_glmnet,2247,5997
train,other,9000,9,1,4500,482,MNIST,0.11789227947307,cv_glmnet,4499,5997
train,other,9000,9,1,9000,483,MNIST,0.101717525429381,cv_glmnet,9003,5997
train,other,9000,9,2,2250,484,MNIST,0.134067033516758,cv_glmnet,2247,5997
train,other,9000,9,2,4500,485,MNIST,0.143238285809571,cv_glmnet,4499,5997
train,other,9000,9,2,9000,486,MNIST,0.102718025679506,cv_glmnet,9003,5997
train,other,9000,9,3,2250,487,MNIST,0.134734033683508,cv_glmnet,2247,5997
train,other,9000,9,3,4500,488,MNIST,0.116224779056195,cv_glmnet,4499,5997
train,other,9000,9,3,9000,489,MNIST,0.102718025679506,cv_glmnet,9003,5997
test,other,54000,10,1,2250,490,MNIST,0.1214859437751,cv_glmnet,2245,996
test,other,54000,10,1,4500,491,MNIST,0.104417670682731,cv_glmnet,4494,996
test,other,54000,10,1,9000,492,MNIST,0.112449799196787,cv_glmnet,8995,996
test,other,54000,10,1,54000,493,MNIST,0.0853413654618474,cv_glmnet,54004,996
test,other,54000,10,2,2250,494,MNIST,0.109437751004016,cv_glmnet,2245,996
test,other,54000,10,2,4500,495,MNIST,0.10140562248996,cv_glmnet,4494,996
test,other,54000,10,2,9000,496,MNIST,0.0943775100401606,cv_glmnet,8995,996
test,other,54000,10,2,54000,497,MNIST,0.0823293172690763,cv_glmnet,54004,996
test,other,54000,10,3,2250,498,MNIST,0.116465863453815,cv_glmnet,2245,996
test,other,54000,10,3,4500,499,MNIST,0.108433734939759,cv_glmnet,4494,996
test,other,54000,10,3,9000,500,MNIST,0.0863453815261044,cv_glmnet,8995,996
test,other,54000,10,3,54000,501,MNIST,0.0843373493975904,cv_glmnet,54004,996
train,other,9000,10,1,2250,502,MNIST,0.139259506337558,cv_glmnet,2247,5996
train,other,9000,10,1,4500,503,MNIST,0.123248832555037,cv_glmnet,4499,5996
train,other,9000,10,1,9000,504,MNIST,0.102234823215477,cv_glmnet,9004,5996
train,other,9000,10,2,2250,505,MNIST,0.140426951300867,cv_glmnet,2247,5996
train,other,9000,10,2,4500,506,MNIST,0.117244829886591,cv_glmnet,4499,5996
train,other,9000,10,2,9000,507,MNIST,0.102735156771181,cv_glmnet,9004,5996
train,other,9000,10,3,2250,508,MNIST,0.138592394929953,cv_glmnet,2247,5996
train,other,9000,10,3,4500,509,MNIST,0.116911274182789,cv_glmnet,4499,5996
train,other,9000,10,3,9000,510,MNIST,0.104569713142095,cv_glmnet,9004,5996
test,same,9000,1,1,2250,511,MNIST,0.136454183266932,cv_glmnet,2246,1004
test,same,9000,1,1,4500,512,MNIST,0.117529880478088,cv_glmnet,4496,1004
test,same,9000,1,1,9000,513,MNIST,0.103585657370518,cv_glmnet,8996,1004
test,same,9000,1,2,2250,514,MNIST,0.124501992031873,cv_glmnet,2246,1004
test,same,9000,1,2,4500,515,MNIST,0.121513944223108,cv_glmnet,4496,1004
test,same,9000,1,2,9000,516,MNIST,0.103585657370518,cv_glmnet,8996,1004
test,same,9000,1,3,2250,517,MNIST,0.130478087649402,cv_glmnet,2246,1004
test,same,9000,1,3,4500,518,MNIST,0.102589641434263,cv_glmnet,4496,1004
test,same,9000,1,3,9000,519,MNIST,0.103585657370518,cv_glmnet,8996,1004
train,same,54000,1,1,2250,520,MNIST,0.132700632700633,cv_glmnet,2245,6006
train,same,54000,1,1,4500,521,MNIST,0.106893106893107,cv_glmnet,4494,6006
train,same,54000,1,1,9000,522,MNIST,0.104562104562105,cv_glmnet,8995,6006
train,same,54000,1,1,54000,523,MNIST,0.0784215784215784,cv_glmnet,53994,6006
train,same,54000,1,2,2250,524,MNIST,0.123043623043623,cv_glmnet,2245,6006
train,same,54000,1,2,4500,525,MNIST,0.108558108558109,cv_glmnet,4494,6006
train,same,54000,1,2,9000,526,MNIST,0.0947385947385947,cv_glmnet,8995,6006
train,same,54000,1,2,54000,527,MNIST,0.0780885780885781,cv_glmnet,53994,6006
train,same,54000,1,3,2250,528,MNIST,0.11954711954712,cv_glmnet,2245,6006
train,same,54000,1,3,4500,529,MNIST,0.104562104562105,cv_glmnet,4494,6006
train,same,54000,1,3,9000,530,MNIST,0.0935730935730936,cv_glmnet,8995,6006
train,same,54000,1,3,54000,531,MNIST,0.0810855810855811,cv_glmnet,53994,6006
test,same,9000,2,1,2250,532,MNIST,0.121513944223108,cv_glmnet,2246,1004
test,same,9000,2,1,4500,533,MNIST,0.127490039840637,cv_glmnet,4496,1004
test,same,9000,2,1,9000,534,MNIST,0.0906374501992032,cv_glmnet,8996,1004
test,same,9000,2,2,2250,535,MNIST,0.120517928286853,cv_glmnet,2246,1004
test,same,9000,2,2,4500,536,MNIST,0.099601593625498,cv_glmnet,4496,1004
test,same,9000,2,2,9000,537,MNIST,0.0906374501992032,cv_glmnet,8996,1004
test,same,9000,2,3,2250,538,MNIST,0.115537848605578,cv_glmnet,2246,1004
test,same,9000,2,3,4500,539,MNIST,0.100597609561753,cv_glmnet,4496,1004
test,same,9000,2,3,9000,540,MNIST,0.0906374501992032,cv_glmnet,8996,1004
train,same,54000,2,1,2250,541,MNIST,0.126603364984175,cv_glmnet,2245,6003
train,same,54000,2,1,4500,542,MNIST,0.105780443111777,cv_glmnet,4494,6003
train,same,54000,2,1,9000,543,MNIST,0.0971181076128602,cv_glmnet,8995,6003
train,same,54000,2,1,54000,544,MNIST,0.0756288522405464,cv_glmnet,53997,6003
train,same,54000,2,2,2250,545,MNIST,0.126936531734133,cv_glmnet,2245,6003
train,same,54000,2,2,4500,546,MNIST,0.10328169248709,cv_glmnet,4494,6003
train,same,54000,2,2,9000,547,MNIST,0.141429285357321,cv_glmnet,8995,6003
train,same,54000,2,2,54000,548,MNIST,0.0841246043644844,cv_glmnet,53997,6003
train,same,54000,2,3,2250,549,MNIST,0.123604864234549,cv_glmnet,2245,6003
train,same,54000,2,3,4500,550,MNIST,0.105947026486757,cv_glmnet,4494,6003
train,same,54000,2,3,9000,551,MNIST,0.100949525237381,cv_glmnet,8995,6003
train,same,54000,2,3,54000,552,MNIST,0.0761286023654839,cv_glmnet,53997,6003
test,same,9000,3,1,2250,553,MNIST,0.118881118881119,cv_glmnet,2247,1001
test,same,9000,3,1,4500,554,MNIST,0.114885114885115,cv_glmnet,4497,1001
test,same,9000,3,1,9000,555,MNIST,0.0979020979020979,cv_glmnet,8999,1001
test,same,9000,3,2,2250,556,MNIST,0.131868131868132,cv_glmnet,2247,1001
test,same,9000,3,2,4500,557,MNIST,0.101898101898102,cv_glmnet,4497,1001
test,same,9000,3,2,9000,558,MNIST,0.0979020979020979,cv_glmnet,8999,1001
test,same,9000,3,3,2250,559,MNIST,0.125874125874126,cv_glmnet,2247,1001
test,same,9000,3,3,4500,560,MNIST,0.105894105894106,cv_glmnet,4497,1001
test,same,9000,3,3,9000,561,MNIST,0.0979020979020979,cv_glmnet,8999,1001
train,same,54000,3,1,2250,562,MNIST,0.124145975670722,cv_glmnet,2245,6001
train,same,54000,3,1,4500,563,MNIST,0.107648725212465,cv_glmnet,4494,6001
train,same,54000,3,1,9000,564,MNIST,0.110481586402266,cv_glmnet,8995,6001
train,same,54000,3,1,54000,565,MNIST,0.0838193634394268,cv_glmnet,53999,6001
train,same,54000,3,2,2250,566,MNIST,0.137143809365106,cv_glmnet,2245,6001
train,same,54000,3,2,4500,567,MNIST,0.107815364105982,cv_glmnet,4494,6001
train,same,54000,3,2,9000,568,MNIST,0.0998166972171305,cv_glmnet,8995,6001
train,same,54000,3,2,54000,569,MNIST,0.0846525579070155,cv_glmnet,53999,6001
train,same,54000,3,3,2250,570,MNIST,0.137477087152141,cv_glmnet,2245,6001
train,same,54000,3,3,4500,571,MNIST,0.107482086318947,cv_glmnet,4494,6001
train,same,54000,3,3,9000,572,MNIST,0.0951508081986336,cv_glmnet,8995,6001
train,same,54000,3,3,54000,573,MNIST,0.0851524745875687,cv_glmnet,53999,6001
test,same,9000,4,1,2250,574,MNIST,0.116883116883117,cv_glmnet,2247,1001
test,same,9000,4,1,4500,575,MNIST,0.105894105894106,cv_glmnet,4497,1001
test,same,9000,4,1,9000,576,MNIST,0.0919080919080919,cv_glmnet,8999,1001
test,same,9000,4,2,2250,577,MNIST,0.117882117882118,cv_glmnet,2247,1001
test,same,9000,4,2,4500,578,MNIST,0.105894105894106,cv_glmnet,4497,1001
test,same,9000,4,2,9000,579,MNIST,0.0919080919080919,cv_glmnet,8999,1001
test,same,9000,4,3,2250,580,MNIST,0.114885114885115,cv_glmnet,2247,1001
test,same,9000,4,3,4500,581,MNIST,0.10989010989011,cv_glmnet,4497,1001
test,same,9000,4,3,9000,582,MNIST,0.0919080919080919,cv_glmnet,8999,1001
train,same,54000,4,1,2250,583,MNIST,0.127833333333333,cv_glmnet,2245,6000
train,same,54000,4,1,4500,584,MNIST,0.111333333333333,cv_glmnet,4494,6000
train,same,54000,4,1,9000,585,MNIST,0.0945,cv_glmnet,8995,6000
train,same,54000,4,1,54000,586,MNIST,0.0855,cv_glmnet,54000,6000
train,same,54000,4,2,2250,587,MNIST,0.122166666666667,cv_glmnet,2245,6000
train,same,54000,4,2,4500,588,MNIST,0.109166666666667,cv_glmnet,4494,6000
train,same,54000,4,2,9000,589,MNIST,0.0973333333333333,cv_glmnet,8995,6000
train,same,54000,4,2,54000,590,MNIST,0.0855,cv_glmnet,54000,6000
train,same,54000,4,3,2250,591,MNIST,0.128,cv_glmnet,2245,6000
train,same,54000,4,3,4500,592,MNIST,0.108833333333333,cv_glmnet,4494,6000
train,same,54000,4,3,9000,593,MNIST,0.0988333333333333,cv_glmnet,8995,6000
train,same,54000,4,3,54000,594,MNIST,0.0866666666666667,cv_glmnet,54000,6000
test,same,9000,5,1,2250,595,MNIST,0.111,cv_glmnet,2247,1000
test,same,9000,5,1,4500,596,MNIST,0.078,cv_glmnet,4497,1000
test,same,9000,5,1,9000,597,MNIST,0.075,cv_glmnet,9000,1000
test,same,9000,5,2,2250,598,MNIST,0.105,cv_glmnet,2247,1000
test,same,9000,5,2,4500,599,MNIST,0.08,cv_glmnet,4497,1000
test,same,9000,5,2,9000,600,MNIST,0.074,cv_glmnet,9000,1000
test,same,9000,5,3,2250,601,MNIST,0.09,cv_glmnet,2247,1000
test,same,9000,5,3,4500,602,MNIST,0.086,cv_glmnet,4497,1000
test,same,9000,5,3,9000,603,MNIST,0.075,cv_glmnet,9000,1000
train,same,54000,5,1,2250,604,MNIST,0.136166666666667,cv_glmnet,2245,6000
train,same,54000,5,1,4500,605,MNIST,0.108666666666667,cv_glmnet,4494,6000
train,same,54000,5,1,9000,606,MNIST,0.0975,cv_glmnet,8995,6000
train,same,54000,5,1,54000,607,MNIST,0.0863333333333333,cv_glmnet,54000,6000
train,same,54000,5,2,2250,608,MNIST,0.132833333333333,cv_glmnet,2245,6000
train,same,54000,5,2,4500,609,MNIST,0.114,cv_glmnet,4494,6000
