train.groups,test.fold,test.group,region3,iteration,uhash,nr,task_id,learner_id,resampling_id,classif.auc,classif.ce,algorithm,percent.error,data.name
all,10,306,306,37,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
all,10,326,326,38,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.339920948616601,featureless,33.9920948616601,CanadaFires_all
all,10,329,329,39,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.554054054054054,featureless,55.4054054054054,CanadaFires_all
all,10,395,395,40,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.172413793103448,featureless,17.2413793103448,CanadaFires_all
other,1,306,306,41,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.378378378378378,featureless,37.8378378378378,CanadaFires_all
other,1,326,326,42,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.341176470588235,featureless,34.1176470588235,CanadaFires_all
other,1,329,329,43,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.552631578947369,featureless,55.2631578947369,CanadaFires_all
other,1,395,395,44,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.177966101694915,featureless,17.7966101694915,CanadaFires_all
other,2,306,306,45,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.378378378378378,featureless,37.8378378378378,CanadaFires_all
other,2,326,326,46,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
other,2,329,329,47,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.552631578947369,featureless,55.2631578947369,CanadaFires_all
other,2,395,395,48,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.177966101694915,featureless,17.7966101694915,CanadaFires_all
other,3,306,306,49,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.378378378378378,featureless,37.8378378378378,CanadaFires_all
other,3,326,326,50,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
other,3,329,329,51,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.552631578947369,featureless,55.2631578947369,CanadaFires_all
other,3,395,395,52,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.177966101694915,featureless,17.7966101694915,CanadaFires_all
other,4,306,306,53,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.378378378378378,featureless,37.8378378378378,CanadaFires_all
other,4,326,326,54,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
other,4,329,329,55,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.552631578947369,featureless,55.2631578947369,CanadaFires_all
other,4,395,395,56,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.177966101694915,featureless,17.7966101694915,CanadaFires_all
other,5,306,306,57,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
other,5,326,326,58,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
other,5,329,329,59,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.552631578947369,featureless,55.2631578947369,CanadaFires_all
other,5,395,395,60,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.170940170940171,featureless,17.0940170940171,CanadaFires_all
other,6,306,306,61,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
other,6,326,326,62,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
other,6,329,329,63,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.552631578947369,featureless,55.2631578947369,CanadaFires_all
other,6,395,395,64,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.170940170940171,featureless,17.0940170940171,CanadaFires_all
other,7,306,306,65,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
other,7,326,326,66,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
other,7,329,329,67,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.552631578947369,featureless,55.2631578947369,CanadaFires_all
other,7,395,395,68,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.172413793103448,featureless,17.2413793103448,CanadaFires_all
other,8,306,306,69,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
other,8,326,326,70,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.339920948616601,featureless,33.9920948616601,CanadaFires_all
other,8,329,329,71,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.56,featureless,56,CanadaFires_all
other,8,395,395,72,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.172413793103448,featureless,17.2413793103448,CanadaFires_all
other,9,306,306,73,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
other,9,326,326,74,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.339920948616601,featureless,33.9920948616601,CanadaFires_all
other,9,329,329,75,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.554054054054054,featureless,55.4054054054054,CanadaFires_all
other,9,395,395,76,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.172413793103448,featureless,17.2413793103448,CanadaFires_all
other,10,306,306,77,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
other,10,326,326,78,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.339920948616601,featureless,33.9920948616601,CanadaFires_all
other,10,329,329,79,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.554054054054054,featureless,55.4054054054054,CanadaFires_all
other,10,395,395,80,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.172413793103448,featureless,17.2413793103448,CanadaFires_all
same,1,306,306,81,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.378378378378378,featureless,37.8378378378378,CanadaFires_all
same,1,326,326,82,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.341176470588235,featureless,34.1176470588235,CanadaFires_all
same,1,329,329,83,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.447368421052632,featureless,44.7368421052632,CanadaFires_all
same,1,395,395,84,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.177966101694915,featureless,17.7966101694915,CanadaFires_all
same,2,306,306,85,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.378378378378378,featureless,37.8378378378378,CanadaFires_all
same,2,326,326,86,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
same,2,329,329,87,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.447368421052632,featureless,44.7368421052632,CanadaFires_all
same,2,395,395,88,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.177966101694915,featureless,17.7966101694915,CanadaFires_all
same,3,306,306,89,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.378378378378378,featureless,37.8378378378378,CanadaFires_all
same,3,326,326,90,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
same,3,329,329,91,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.447368421052632,featureless,44.7368421052632,CanadaFires_all
same,3,395,395,92,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.177966101694915,featureless,17.7966101694915,CanadaFires_all
same,4,306,306,93,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.378378378378378,featureless,37.8378378378378,CanadaFires_all
same,4,326,326,94,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
same,4,329,329,95,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.447368421052632,featureless,44.7368421052632,CanadaFires_all
same,4,395,395,96,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.177966101694915,featureless,17.7966101694915,CanadaFires_all
same,5,306,306,97,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
same,5,326,326,98,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
same,5,329,329,99,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.447368421052632,featureless,44.7368421052632,CanadaFires_all
same,5,395,395,100,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.170940170940171,featureless,17.0940170940171,CanadaFires_all
same,6,306,306,101,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
same,6,326,326,102,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
same,6,329,329,103,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.447368421052632,featureless,44.7368421052632,CanadaFires_all
same,6,395,395,104,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.170940170940171,featureless,17.0940170940171,CanadaFires_all
same,7,306,306,105,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
same,7,326,326,106,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.34251968503937,featureless,34.251968503937,CanadaFires_all
same,7,329,329,107,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.447368421052632,featureless,44.7368421052632,CanadaFires_all
same,7,395,395,108,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.172413793103448,featureless,17.2413793103448,CanadaFires_all
same,8,306,306,109,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
same,8,326,326,110,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.339920948616601,featureless,33.9920948616601,CanadaFires_all
same,8,329,329,111,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.44,featureless,44,CanadaFires_all
same,8,395,395,112,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.172413793103448,featureless,17.2413793103448,CanadaFires_all
same,9,306,306,113,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
same,9,326,326,114,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.339920948616601,featureless,33.9920948616601,CanadaFires_all
same,9,329,329,115,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.445945945945946,featureless,44.5945945945946,CanadaFires_all
same,9,395,395,116,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.172413793103448,featureless,17.2413793103448,CanadaFires_all
same,10,306,306,117,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.388888888888889,featureless,38.8888888888889,CanadaFires_all
same,10,326,326,118,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.339920948616601,featureless,33.9920948616601,CanadaFires_all
same,10,329,329,119,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.445945945945946,featureless,44.5945945945946,CanadaFires_all
same,10,395,395,120,8a86155c-faff-48fc-85da-28fde06546d0,6,CanadaFires_all,classif.featureless,same_other_cv,0.5,0.172413793103448,featureless,17.2413793103448,CanadaFires_all
all,1,306,306,1,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.971428571428572,0.172413793103448,cv_glmnet,17.2413793103448,CanadaFires_downSampled
all,1,326,326,2,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.984444444444444,0.0444444444444444,cv_glmnet,4.44444444444444,CanadaFires_downSampled
all,1,329,329,3,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.979166666666667,0.0967741935483871,cv_glmnet,9.67741935483871,CanadaFires_downSampled
all,1,395,395,4,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.946666666666667,0.0888888888888889,cv_glmnet,8.88888888888889,CanadaFires_downSampled
all,2,306,306,5,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.103448275862069,cv_glmnet,10.3448275862069,CanadaFires_downSampled
all,2,326,326,6,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.951111111111111,0.155555555555556,cv_glmnet,15.5555555555556,CanadaFires_downSampled
all,2,329,329,7,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0,cv_glmnet,0,CanadaFires_downSampled
all,2,395,395,8,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.953333333333333,0.133333333333333,cv_glmnet,13.3333333333333,CanadaFires_downSampled
all,3,306,306,9,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0,cv_glmnet,0,CanadaFires_downSampled
all,3,326,326,10,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.953333333333333,0.133333333333333,cv_glmnet,13.3333333333333,CanadaFires_downSampled
all,3,329,329,11,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.991666666666667,0.0967741935483871,cv_glmnet,9.67741935483871,CanadaFires_downSampled
all,3,395,395,12,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.926666666666667,0.111111111111111,cv_glmnet,11.1111111111111,CanadaFires_downSampled
all,4,306,306,13,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.137931034482759,cv_glmnet,13.7931034482759,CanadaFires_downSampled
all,4,326,326,14,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.993333333333333,0.0444444444444444,cv_glmnet,4.44444444444444,CanadaFires_downSampled
all,4,329,329,15,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.979166666666667,0.032258064516129,cv_glmnet,3.2258064516129,CanadaFires_downSampled
all,4,395,395,16,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.871111111111111,0.177777777777778,cv_glmnet,17.7777777777778,CanadaFires_downSampled
all,5,306,306,17,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.995238095238095,0.0344827586206897,cv_glmnet,3.44827586206897,CanadaFires_downSampled
all,5,326,326,18,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.962222222222222,0.155555555555556,cv_glmnet,15.5555555555556,CanadaFires_downSampled
all,5,329,329,19,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.964444444444444,0.1,cv_glmnet,10,CanadaFires_downSampled
all,5,395,395,20,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.92,0.177777777777778,cv_glmnet,17.7777777777778,CanadaFires_downSampled
all,6,306,306,21,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.990476190476191,0.103448275862069,cv_glmnet,10.3448275862069,CanadaFires_downSampled
all,6,326,326,22,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.991111111111111,0.0888888888888889,cv_glmnet,8.88888888888889,CanadaFires_downSampled
all,6,329,329,23,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.0333333333333333,cv_glmnet,3.33333333333333,CanadaFires_downSampled
all,6,395,395,24,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.984444444444444,0.0666666666666667,cv_glmnet,6.66666666666667,CanadaFires_downSampled
all,7,306,306,25,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.995238095238095,0.0689655172413793,cv_glmnet,6.89655172413793,CanadaFires_downSampled
all,7,326,326,26,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.937777777777778,0.155555555555556,cv_glmnet,15.5555555555556,CanadaFires_downSampled
all,7,329,329,27,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.0666666666666667,cv_glmnet,6.66666666666667,CanadaFires_downSampled
all,7,395,395,28,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.948888888888889,0.111111111111111,cv_glmnet,11.1111111111111,CanadaFires_downSampled
all,8,306,306,29,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.966666666666667,0.172413793103448,cv_glmnet,17.2413793103448,CanadaFires_downSampled
all,8,326,326,30,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.0888888888888889,cv_glmnet,8.88888888888889,CanadaFires_downSampled
all,8,329,329,31,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.0333333333333333,cv_glmnet,3.33333333333333,CanadaFires_downSampled
all,8,395,395,32,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.986666666666667,0.0666666666666667,cv_glmnet,6.66666666666667,CanadaFires_downSampled
all,9,306,306,33,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.964102564102564,0.0714285714285714,cv_glmnet,7.14285714285714,CanadaFires_downSampled
all,9,326,326,34,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.984444444444444,0.0888888888888889,cv_glmnet,8.88888888888889,CanadaFires_downSampled
all,9,329,329,35,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.0333333333333333,cv_glmnet,3.33333333333333,CanadaFires_downSampled
all,9,395,395,36,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.986666666666667,0.0666666666666667,cv_glmnet,6.66666666666667,CanadaFires_downSampled
all,10,306,306,37,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.961538461538461,0.111111111111111,cv_glmnet,11.1111111111111,CanadaFires_downSampled
all,10,326,326,38,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.997777777777778,0.0444444444444444,cv_glmnet,4.44444444444444,CanadaFires_downSampled
all,10,329,329,39,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0,cv_glmnet,0,CanadaFires_downSampled
all,10,395,395,40,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.982222222222222,0.0444444444444444,cv_glmnet,4.44444444444444,CanadaFires_downSampled
other,1,306,306,41,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.957142857142857,0.172413793103448,cv_glmnet,17.2413793103448,CanadaFires_downSampled
other,1,326,326,42,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.98,0.0444444444444444,cv_glmnet,4.44444444444444,CanadaFires_downSampled
other,1,329,329,43,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.929166666666667,0.0967741935483871,cv_glmnet,9.67741935483871,CanadaFires_downSampled
other,1,395,395,44,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.906666666666667,0.2,cv_glmnet,20,CanadaFires_downSampled
other,2,306,306,45,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.172413793103448,cv_glmnet,17.2413793103448,CanadaFires_downSampled
other,2,326,326,46,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.908888888888889,0.133333333333333,cv_glmnet,13.3333333333333,CanadaFires_downSampled
other,2,329,329,47,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.032258064516129,cv_glmnet,3.2258064516129,CanadaFires_downSampled
other,2,395,395,48,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.926666666666667,0.266666666666667,cv_glmnet,26.6666666666667,CanadaFires_downSampled
other,3,306,306,49,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,1,0.103448275862069,cv_glmnet,10.3448275862069,CanadaFires_downSampled
other,3,326,326,50,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.842222222222222,0.222222222222222,cv_glmnet,22.2222222222222,CanadaFires_downSampled
other,3,329,329,51,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.975,0.0967741935483871,cv_glmnet,9.67741935483871,CanadaFires_downSampled
other,3,395,395,52,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.911111111111111,0.177777777777778,cv_glmnet,17.7777777777778,CanadaFires_downSampled
other,4,306,306,53,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.990476190476191,0.172413793103448,cv_glmnet,17.2413793103448,CanadaFires_downSampled
other,4,326,326,54,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.92,0.0888888888888889,cv_glmnet,8.88888888888889,CanadaFires_downSampled
other,4,329,329,55,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.966666666666667,0.129032258064516,cv_glmnet,12.9032258064516,CanadaFires_downSampled
other,4,395,395,56,51e20260-2a43-4b00-83d8-e89acdc02f39,7,CanadaFires_downSampled,classif.cv_glmnet,same_other_cv,0.817777777777778,0.377777777777778,cv_glmnet,37.7777777777778,CanadaFires_downSampled
