grid_job_i,task.i,learner.i,resampling.i,task_id,learner_id,resampling_id,test.subset,train.subsets,groups,test.fold,seed,n.train.groups,iteration,Train_subsets,start.time,end.time,process,classif.auc,classif.acc
160,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,other,16381,10,1,16381,90,other,2026-02-24T06:47:40.673935Z,2026-02-24T06:49:10.864509Z,0,0.954462512277638,0.972302158273381
161,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,1,1,16381,91,same,2026-02-24T06:49:10.868842Z,2026-02-24T06:50:57.364611Z,0,0.964717389066201,0.971993410214168
162,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,1,1,16381,92,same,2026-02-24T06:50:57.368849Z,2026-02-24T06:52:22.353853Z,0,0.964331309088401,0.975916606757728
163,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,2,1,16381,94,same,2026-02-24T06:52:22.358082Z,2026-02-24T06:53:46.662287Z,0,0.974961391948934,0.976386600768808
164,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,2,1,16381,95,same,2026-02-24T06:53:46.666516Z,2026-02-24T06:55:16.036767Z,0,0.969819217327522,0.978425026968716
165,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,3,1,16381,97,same,2026-02-24T06:55:16.041254Z,2026-02-24T06:56:49.412014Z,0,0.96944816225677,0.972542559033498
166,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,3,1,16381,98,same,2026-02-24T06:56:49.416281Z,2026-02-24T06:58:24.952291Z,0,0.973883591491564,0.974110032362459
167,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,4,1,16381,100,same,2026-02-24T06:58:24.956565Z,2026-02-24T06:59:53.802288Z,0,0.978142695356738,0.973640856672158
168,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,4,1,16381,101,same,2026-02-24T06:59:53.806411Z,2026-02-24T07:01:00.945801Z,0,0.96784743495707,0.976986695433297
169,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,5,1,16381,103,same,2026-02-24T07:01:00.950140Z,2026-02-24T07:02:31.079052Z,0,0.968305363945228,0.975837451949478
16,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,all,41408,8,1,41408,48,all,2026-02-24T03:39:55.586547Z,2026-02-24T03:44:26.732926Z,0,0.960244461420932,0.972661870503597
170,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,5,1,16381,104,same,2026-02-24T07:02:31.084073Z,2026-02-24T07:04:11.637887Z,0,0.961515726798119,0.975188781014024
171,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,6,1,16381,106,same,2026-02-24T07:04:11.642238Z,2026-02-24T07:05:50.390837Z,0,0.969139297848245,0.975837451949478
172,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,6,1,16381,107,same,2026-02-24T07:05:50.394912Z,2026-02-24T07:07:29.840548Z,0,0.965936057298183,0.972312117943186
173,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,7,1,16381,109,same,2026-02-24T07:07:29.845233Z,2026-02-24T07:09:06.687392Z,0,0.973680621131046,0.975261132490379
174,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,7,1,16381,110,same,2026-02-24T07:09:06.691617Z,2026-02-24T07:10:27.314966Z,0,0.97120421107132,0.976267529665588
175,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,8,1,16381,112,same,2026-02-24T07:10:27.319445Z,2026-02-24T07:11:55.334266Z,0,0.962538033784494,0.97196261682243
176,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,8,1,16381,113,same,2026-02-24T07:11:55.338351Z,2026-02-24T07:13:25.349833Z,0,0.955106406198844,0.972302158273381
177,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,9,1,16381,115,same,2026-02-24T07:13:25.354178Z,2026-02-24T07:14:59.533641Z,0,0.968418843772952,0.974161627267729
178,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,9,1,16381,116,same,2026-02-24T07:14:59.537961Z,2026-02-24T07:16:21.716279Z,0,0.961497326203209,0.974460431654676
179,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,same,16381,10,1,16381,118,same,2026-02-24T07:16:21.720542Z,2026-02-24T07:17:54.166595Z,0,0.965785332074284,0.973611874656405
17,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,all,41408,9,1,41408,51,all,2026-02-24T03:44:26.737456Z,2026-02-24T03:49:03.363827Z,0,0.969824782289371,0.975261132490379
180,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,same,25027,10,1,16381,119,same,2026-02-24T07:17:54.170706Z,2026-02-24T07:19:26.686898Z,0,0.953013205282113,0.973741007194245
181,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,1,1,16381,1,all,2026-02-24T07:19:26.691151Z,2026-02-24T07:19:27.280393Z,0,0.5,0.969796814936848
182,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,1,1,16381,4,all,2026-02-24T07:19:27.282812Z,2026-02-24T07:19:27.877163Z,0,0.5,0.969086987778577
183,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,2,1,16381,7,all,2026-02-24T07:19:27.880572Z,2026-02-24T07:19:28.474451Z,0,0.5,0.969796814936848
184,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,2,1,16381,10,all,2026-02-24T07:19:28.476849Z,2026-02-24T07:19:29.070796Z,0,0.5,0.969075871988493
185,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,3,1,16381,13,all,2026-02-24T07:19:29.073191Z,2026-02-24T07:19:29.790070Z,0,0.5,0.969796814936848
186,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,3,1,16381,16,all,2026-02-24T07:19:29.792760Z,2026-02-24T07:19:30.394080Z,0,0.5,0.969075871988493
187,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,4,1,16381,19,all,2026-02-24T07:19:30.398895Z,2026-02-24T07:19:30.987681Z,0,0.5,0.969796814936848
188,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,4,1,16381,22,all,2026-02-24T07:19:30.990022Z,2026-02-24T07:19:31.689188Z,0,0.5,0.969075871988493
189,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,5,1,16381,25,all,2026-02-24T07:19:31.691429Z,2026-02-24T07:19:32.279191Z,0,0.5,0.969796814936848
18,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,all,41408,9,1,41408,54,all,2026-02-24T03:49:03.370044Z,2026-02-24T03:53:32.882543Z,0,0.966015497107933,0.974820143884892
190,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,5,1,16381,28,all,2026-02-24T07:19:32.281447Z,2026-02-24T07:19:32.872437Z,0,0.5,0.969075871988493
191,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,6,1,16381,31,all,2026-02-24T07:19:32.877030Z,2026-02-24T07:19:33.482015Z,0,0.5,0.969796814936848
192,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,6,1,16381,34,all,2026-02-24T07:19:33.484372Z,2026-02-24T07:19:34.187153Z,0,0.5,0.969075871988493
193,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,7,1,16381,37,all,2026-02-24T07:19:34.189406Z,2026-02-24T07:19:34.774023Z,0,0.5,0.970313358988455
194,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,7,1,16381,40,all,2026-02-24T07:19:34.776270Z,2026-02-24T07:19:35.363835Z,0,0.5,0.969075871988493
195,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,8,1,16381,43,all,2026-02-24T07:19:35.367400Z,2026-02-24T07:19:35.966136Z,0,0.5,0.970313358988455
196,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,8,1,16381,46,all,2026-02-24T07:19:35.968474Z,2026-02-24T07:19:36.683472Z,0,0.5,0.969424460431655
197,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,9,1,16381,49,all,2026-02-24T07:19:36.685696Z,2026-02-24T07:19:37.270509Z,0,0.5,0.970313358988455
198,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,9,1,16381,52,all,2026-02-24T07:19:37.272790Z,2026-02-24T07:19:37.866795Z,0,0.5,0.969424460431655
199,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,all,41408,10,1,16381,55,all,2026-02-24T07:19:37.869046Z,2026-02-24T07:19:38.459856Z,0,0.5,0.970313358988455
19,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,all,41408,10,1,41408,57,all,2026-02-24T03:53:32.887235Z,2026-02-24T03:57:50.493397Z,0,0.968576224950162,0.976360637713029
1,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2019,all,41408,1,1,41408,3,all,2026-02-24T02:34:13.721333Z,2026-02-24T02:37:56.119148Z,0,0.968629671574178,0.974190005491488
200,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,all,41408,10,1,16381,58,all,2026-02-24T07:19:38.462190Z,2026-02-24T07:19:39.161729Z,0,0.5,0.969424460431655
201,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,other,25027,1,1,16381,61,other,2026-02-24T07:19:39.163978Z,2026-02-24T07:19:39.761052Z,0,0.5,0.969796814936848
202,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,other,16381,1,1,16381,63,other,2026-02-24T07:19:39.763908Z,2026-02-24T07:19:40.351582Z,0,0.5,0.969086987778577
203,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,other,25027,2,1,16381,64,other,2026-02-24T07:19:40.353821Z,2026-02-24T07:19:40.950695Z,0,0.5,0.969796814936848
204,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,other,16381,2,1,16381,66,other,2026-02-24T07:19:40.953126Z,2026-02-24T07:19:41.656522Z,0,0.5,0.969075871988493
205,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,other,25027,3,1,16381,67,other,2026-02-24T07:19:41.658868Z,2026-02-24T07:19:42.247481Z,0,0.5,0.969796814936848
206,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,other,16381,3,1,16381,69,other,2026-02-24T07:19:42.249824Z,2026-02-24T07:19:42.842590Z,0,0.5,0.969075871988493
207,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,other,25027,4,1,16381,70,other,2026-02-24T07:19:42.844831Z,2026-02-24T07:19:43.440081Z,0,0.5,0.969796814936848
208,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,other,16381,4,1,16381,72,other,2026-02-24T07:19:43.442398Z,2026-02-24T07:19:44.150782Z,0,0.5,0.969075871988493
209,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,other,25027,5,1,16381,73,other,2026-02-24T07:19:44.153078Z,2026-02-24T07:19:44.742383Z,0,0.5,0.969796814936848
20,1,1,1,NSCH_autism,classif.cv_glmnet,same_other_sizes_cv,2020,all,41408,10,1,41408,60,all,2026-02-24T03:57:50.498168Z,2026-02-24T04:02:05.487850Z,0,0.957974462512276,0.97589928057554
210,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,other,16381,5,1,16381,75,other,2026-02-24T07:19:44.744957Z,2026-02-24T07:19:45.339980Z,0,0.5,0.969075871988493
211,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,other,25027,6,1,16381,76,other,2026-02-24T07:19:45.342211Z,2026-02-24T07:19:45.929473Z,0,0.5,0.969796814936848
212,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,other,16381,6,1,16381,78,other,2026-02-24T07:19:45.931853Z,2026-02-24T07:19:46.637323Z,0,0.5,0.969075871988493
213,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,other,25027,7,1,16381,79,other,2026-02-24T07:19:46.640156Z,2026-02-24T07:19:47.223043Z,0,0.5,0.970313358988455
214,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2020,other,16381,7,1,16381,81,other,2026-02-24T07:19:47.225293Z,2026-02-24T07:19:47.820361Z,0,0.5,0.969075871988493
215,1,2,1,NSCH_autism,classif.featureless,same_other_sizes_cv,2019,other,25027,8,1,16381,82,other,2026-02-24T07:19:47.822638Z,2026-02-24T07:19:48.414387Z,0,0.5,0.970313358988455
