test.subset,train.subsets,groups,test.fold,seed,n.train.groups,iteration,Train_subsets,uhash,nr,task_id,learner_id,resampling_id,classif.auc,classif.acc,algorithm
2020,all,41408,3,1,41408,18,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,all,41408,4,1,16381,19,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,all,41408,4,1,25027,20,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,all,41408,4,1,41408,21,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,all,41408,4,1,16381,22,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,all,41408,4,1,25027,23,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,all,41408,4,1,41408,24,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,all,41408,5,1,16381,25,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,all,41408,5,1,25027,26,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,all,41408,5,1,41408,27,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,all,41408,5,1,16381,28,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,all,41408,5,1,25027,29,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,all,41408,5,1,41408,30,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,all,41408,6,1,16381,31,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,all,41408,6,1,25027,32,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,all,41408,6,1,41408,33,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,all,41408,6,1,16381,34,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,all,41408,6,1,25027,35,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,all,41408,6,1,41408,36,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,all,41408,7,1,16381,37,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,all,41408,7,1,25027,38,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,all,41408,7,1,41408,39,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,all,41408,7,1,16381,40,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,all,41408,7,1,25027,41,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,all,41408,7,1,41408,42,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,all,41408,8,1,16381,43,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,all,41408,8,1,25027,44,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,all,41408,8,1,41408,45,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,all,41408,8,1,16381,46,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2020,all,41408,8,1,25027,47,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2020,all,41408,8,1,41408,48,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2019,all,41408,9,1,16381,49,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,all,41408,9,1,25027,50,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,all,41408,9,1,41408,51,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,all,41408,9,1,16381,52,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2020,all,41408,9,1,25027,53,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2020,all,41408,9,1,41408,54,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2019,all,41408,10,1,16381,55,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,all,41408,10,1,25027,56,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,all,41408,10,1,41408,57,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,all,41408,10,1,16381,58,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2020,all,41408,10,1,25027,59,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2020,all,41408,10,1,41408,60,all,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2019,other,25027,1,1,16381,61,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,other,25027,1,1,25027,62,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,other,16381,1,1,16381,63,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969086987778577,featureless
2019,other,25027,2,1,16381,64,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,other,25027,2,1,25027,65,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,other,16381,2,1,16381,66,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,other,25027,3,1,16381,67,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,other,25027,3,1,25027,68,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,other,16381,3,1,16381,69,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,other,25027,4,1,16381,70,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,other,25027,4,1,25027,71,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,other,16381,4,1,16381,72,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,other,25027,5,1,16381,73,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,other,25027,5,1,25027,74,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,other,16381,5,1,16381,75,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,other,25027,6,1,16381,76,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2019,other,25027,6,1,25027,77,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,other,16381,6,1,16381,78,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,other,25027,7,1,16381,79,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,other,25027,7,1,25027,80,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,other,16381,7,1,16381,81,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,other,25027,8,1,16381,82,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,other,25027,8,1,25027,83,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,other,16381,8,1,16381,84,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2019,other,25027,9,1,16381,85,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,other,25027,9,1,25027,86,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,other,16381,9,1,16381,87,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2019,other,25027,10,1,16381,88,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2019,other,25027,10,1,25027,89,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,other,16381,10,1,16381,90,other,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2019,same,16381,1,1,16381,91,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,same,25027,1,1,16381,92,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969086987778577,featureless
2020,same,25027,1,1,25027,93,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969086987778577,featureless
2019,same,16381,2,1,16381,94,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,same,25027,2,1,16381,95,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,same,25027,2,1,25027,96,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,same,16381,3,1,16381,97,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,same,25027,3,1,16381,98,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,same,25027,3,1,25027,99,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,same,16381,4,1,16381,100,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,same,25027,4,1,16381,101,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,same,25027,4,1,25027,102,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,same,16381,5,1,16381,103,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,same,25027,5,1,16381,104,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,same,25027,5,1,25027,105,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,same,16381,6,1,16381,106,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969796814936848,featureless
2020,same,25027,6,1,16381,107,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,same,25027,6,1,25027,108,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,same,16381,7,1,16381,109,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,same,25027,7,1,16381,110,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2020,same,25027,7,1,25027,111,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969075871988493,featureless
2019,same,16381,8,1,16381,112,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,same,25027,8,1,16381,113,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2020,same,25027,8,1,25027,114,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2019,same,16381,9,1,16381,115,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,same,25027,9,1,16381,116,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2020,same,25027,9,1,25027,117,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2019,same,16381,10,1,16381,118,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.970313358988455,featureless
2020,same,25027,10,1,16381,119,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
2020,same,25027,10,1,25027,120,same,00055f35-837e-4063-837b-767be8fc5a7f,2,NSCH_autism,classif.featureless,same_other_sizes_cv,0.5,0.969424460431655,featureless
