started,done,repl,algorithm,task_id
2024-02-08T17:52:46.431500Z,2024-02-08T17:53:17.067700Z,38,cv_glmnet,14cancer
2024-02-08T17:52:46.525100Z,2024-02-08T17:52:51.768200Z,39,cv_glmnet,14cancer
2024-02-08T17:52:46.525500Z,2024-02-08T17:53:17.006200Z,40,cv_glmnet,14cancer
2024-02-08T17:52:46.562200Z,2024-02-08T17:52:50.927600Z,41,cv_glmnet,14cancer
2024-02-08T17:52:46.562300Z,2024-02-08T17:53:08.471200Z,42,cv_glmnet,14cancer
2024-02-08T17:52:46.560500Z,2024-02-08T17:52:50.389500Z,43,cv_glmnet,14cancer
2024-02-08T17:52:46.568800Z,2024-02-08T17:53:21.778Z,44,cv_glmnet,14cancer
2024-02-08T17:52:46.568700Z,2024-02-08T17:53:21.920400Z,45,cv_glmnet,14cancer
2024-02-08T17:52:46.568500Z,2024-02-08T17:53:21.685600Z,46,cv_glmnet,14cancer
2024-02-08T17:52:46.562400Z,2024-02-08T17:53:17.359Z,47,cv_glmnet,14cancer
2024-02-08T17:52:46.562400Z,2024-02-08T17:53:17.548700Z,48,cv_glmnet,14cancer
2024-02-08T17:52:46.570900Z,2024-02-08T17:53:08.133800Z,1,rpart,14cancer
2024-02-08T17:52:46.570800Z,2024-02-08T17:53:08.590600Z,2,rpart,14cancer
2024-02-08T17:52:46.571100Z,2024-02-08T17:53:07.784800Z,3,rpart,14cancer
2024-02-08T17:52:46.563100Z,2024-02-08T17:53:08.148Z,4,rpart,14cancer
2024-02-08T17:52:46.563100Z,2024-02-08T17:53:08.254800Z,5,rpart,14cancer
2024-02-08T17:52:46.563100Z,2024-02-08T17:53:08.349Z,6,rpart,14cancer
2024-02-08T17:52:46.562600Z,2024-02-08T17:53:07.492100Z,7,rpart,14cancer
2024-02-08T17:52:46.562600Z,2024-02-08T17:53:07.786800Z,8,rpart,14cancer
2024-02-08T17:52:46.745700Z,2024-02-08T17:53:07.687600Z,9,rpart,14cancer
2024-02-08T17:52:46.745800Z,2024-02-08T17:53:08.106200Z,10,rpart,14cancer
2024-02-08T17:52:46.745700Z,2024-02-08T17:53:07.940500Z,11,rpart,14cancer
2024-02-08T17:52:46.802Z,2024-02-08T17:53:09.058600Z,12,rpart,14cancer
2024-02-08T17:52:46.802Z,2024-02-08T17:53:08.791100Z,13,rpart,14cancer
2024-02-08T17:52:46.802Z,2024-02-08T17:53:08.777100Z,14,rpart,14cancer
2024-02-08T17:52:46.802Z,2024-02-08T17:53:08.681800Z,15,rpart,14cancer
2024-02-08T17:52:46.815500Z,2024-02-08T17:53:08.838200Z,16,rpart,14cancer
2024-02-08T17:52:46.802700Z,2024-02-08T17:53:08.399800Z,17,rpart,14cancer
2024-02-08T17:52:46.810100Z,2024-02-08T17:53:07.358Z,18,rpart,14cancer
2024-02-08T17:52:46.815500Z,2024-02-08T17:53:08.621Z,19,rpart,14cancer
2024-02-08T17:52:46.812700Z,2024-02-08T17:53:06.726200Z,20,rpart,14cancer
2024-02-08T17:52:46.812700Z,2024-02-08T17:53:08.734100Z,21,rpart,14cancer
2024-02-08T17:52:46.812700Z,2024-02-08T17:53:07.194400Z,22,rpart,14cancer
2024-02-08T17:52:46.812700Z,2024-02-08T17:53:08.120300Z,23,rpart,14cancer
2024-02-08T17:52:46.745800Z,2024-02-08T17:53:06.017100Z,24,rpart,14cancer
2024-02-08T17:52:46.745800Z,2024-02-08T17:53:07.585100Z,25,rpart,14cancer
2024-02-08T17:52:46.745900Z,2024-02-08T17:53:06.267400Z,26,rpart,14cancer
2024-02-08T17:52:46.745900Z,2024-02-08T17:53:07.512800Z,27,rpart,14cancer
2024-02-08T17:52:46.745900Z,2024-02-08T17:53:06.589500Z,28,rpart,14cancer
2024-02-08T17:52:46.745900Z,2024-02-08T17:53:06.607100Z,29,rpart,14cancer
2024-02-08T17:52:46.744900Z,2024-02-08T17:53:05.656700Z,30,rpart,14cancer
2024-02-08T17:52:46.744900Z,2024-02-08T17:53:05.578700Z,31,rpart,14cancer
2024-02-08T17:52:46.987Z,2024-02-08T17:53:06.403100Z,32,rpart,14cancer
2024-02-08T17:52:46.987Z,2024-02-08T17:53:06.365300Z,33,rpart,14cancer
2024-02-08T17:52:46.987Z,2024-02-08T17:53:07.435300Z,34,rpart,14cancer
2024-02-08T17:52:46.987900Z,2024-02-08T17:53:05.750300Z,35,rpart,14cancer
2024-02-08T17:52:46.986500Z,2024-02-08T17:53:07.099700Z,36,rpart,14cancer
2024-02-08T17:52:46.970200Z,2024-02-08T17:53:05.764700Z,37,rpart,14cancer
2024-02-08T17:52:46.969900Z,2024-02-08T17:53:06.599800Z,38,rpart,14cancer
2024-02-08T17:52:46.989400Z,2024-02-08T17:53:06.573600Z,39,rpart,14cancer
2024-02-08T17:52:46.989400Z,2024-02-08T17:53:07.393800Z,40,rpart,14cancer
2024-02-08T17:52:46.989400Z,2024-02-08T17:53:06.829600Z,41,rpart,14cancer
2024-02-08T17:52:46.989400Z,2024-02-08T17:53:07.737700Z,42,rpart,14cancer
2024-02-08T17:52:46.988800Z,2024-02-08T17:53:06.772Z,43,rpart,14cancer
2024-02-08T17:52:46.981900Z,2024-02-08T17:53:07.884100Z,44,rpart,14cancer
2024-02-08T17:52:46.988700Z,2024-02-08T17:53:08.226800Z,45,rpart,14cancer
2024-02-08T17:52:46.981900Z,2024-02-08T17:53:08.098900Z,46,rpart,14cancer
2024-02-08T17:52:46.989Z,2024-02-08T17:53:07.435300Z,47,rpart,14cancer
2024-02-08T17:52:46.989Z,2024-02-08T17:53:07.454800Z,48,rpart,14cancer
2024-02-08T17:52:46.984700Z,2024-02-08T17:52:47.524200Z,1,featureless,14cancer
2024-02-08T17:52:46.984700Z,2024-02-08T17:52:47.524700Z,2,featureless,14cancer
2024-02-08T17:52:46.980800Z,2024-02-08T17:52:47.536800Z,3,featureless,14cancer
2024-02-08T17:52:46.989Z,2024-02-08T17:52:47.552900Z,4,featureless,14cancer
2024-02-08T17:52:46.989100Z,2024-02-08T17:52:47.553Z,5,featureless,14cancer
2024-02-08T17:52:46.985Z,2024-02-08T17:52:47.536900Z,6,featureless,14cancer
2024-02-08T17:52:46.989300Z,2024-02-08T17:52:47.551500Z,7,featureless,14cancer
2024-02-08T17:52:46.989100Z,2024-02-08T17:52:47.551100Z,8,featureless,14cancer
2024-02-08T17:52:46.985400Z,2024-02-08T17:52:47.536200Z,9,featureless,14cancer
2024-02-08T17:52:46.985400Z,2024-02-08T17:52:47.536200Z,10,featureless,14cancer
2024-02-08T17:52:46.969800Z,2024-02-08T17:52:47.413300Z,11,featureless,14cancer
2024-02-08T17:52:46.510Z,2024-02-08T17:52:47.069300Z,12,featureless,14cancer
2024-02-08T17:52:46.510Z,2024-02-08T17:52:47.069400Z,13,featureless,14cancer
2024-02-08T17:52:46.510Z,2024-02-08T17:52:47.069400Z,14,featureless,14cancer
2024-02-08T17:52:46.501900Z,2024-02-08T17:52:47.060700Z,15,featureless,14cancer
2024-02-08T17:52:46.501900Z,2024-02-08T17:52:47.061200Z,16,featureless,14cancer
2024-02-08T17:52:46.501900Z,2024-02-08T17:52:47.063300Z,17,featureless,14cancer
2024-02-08T17:52:46.415400Z,2024-02-08T17:52:46.975900Z,18,featureless,14cancer
2024-02-08T17:52:46.415400Z,2024-02-08T17:52:46.975200Z,19,featureless,14cancer
2024-02-08T17:52:46.415400Z,2024-02-08T17:52:46.976600Z,20,featureless,14cancer
2024-02-08T17:52:47.519Z,2024-02-08T17:52:48.033Z,21,featureless,14cancer
2024-02-08T17:52:47.519Z,2024-02-08T17:52:48.032900Z,22,featureless,14cancer
2024-02-08T17:52:47.519Z,2024-02-08T17:52:48.032900Z,23,featureless,14cancer
2024-02-08T17:52:47.340600Z,2024-02-08T17:52:47.930200Z,24,featureless,14cancer
2024-02-08T17:52:53.419200Z,2024-02-08T17:52:53.932500Z,25,featureless,14cancer
2024-02-08T17:52:53.419200Z,2024-02-08T17:52:53.932600Z,26,featureless,14cancer
2024-02-08T17:52:53.419200Z,2024-02-08T17:52:53.933600Z,27,featureless,14cancer
2024-02-08T17:52:53.364900Z,2024-02-08T17:52:53.869500Z,28,featureless,14cancer
2024-02-08T17:52:53.364900Z,2024-02-08T17:52:53.869500Z,29,featureless,14cancer
2024-02-08T17:52:53.364900Z,2024-02-08T17:52:53.869700Z,30,featureless,14cancer
2024-02-08T17:52:53.364600Z,2024-02-08T17:52:53.929100Z,31,featureless,14cancer
2024-02-08T17:52:53.388Z,2024-02-08T17:52:53.953300Z,32,featureless,14cancer
2024-02-08T17:52:53.524Z,2024-02-08T17:52:54.095500Z,33,featureless,14cancer
2024-02-08T17:52:53.527600Z,2024-02-08T17:52:54.095600Z,34,featureless,14cancer
2024-02-08T17:52:53.490900Z,2024-02-08T17:52:54.064400Z,35,featureless,14cancer
2024-02-08T17:52:53.258500Z,2024-02-08T17:52:53.857100Z,36,featureless,14cancer
2024-02-08T17:52:53.362Z,2024-02-08T17:52:53.942600Z,37,featureless,14cancer
2024-02-08T17:52:53.262100Z,2024-02-08T17:52:53.848700Z,38,featureless,14cancer
2024-02-08T17:52:53.544900Z,2024-02-08T17:52:54.110900Z,39,featureless,14cancer
2024-02-08T17:52:53.460500Z,2024-02-08T17:52:54.023100Z,40,featureless,14cancer
2024-02-08T17:52:53.396Z,2024-02-08T17:52:53.987700Z,41,featureless,14cancer
2024-02-08T17:52:53.305600Z,2024-02-08T17:52:53.793700Z,42,featureless,14cancer
2024-02-08T17:52:53.305600Z,2024-02-08T17:52:53.793700Z,43,featureless,14cancer
2024-02-08T17:52:53.407100Z,2024-02-08T17:52:53.940300Z,44,featureless,14cancer
2024-02-08T17:52:53.407100Z,2024-02-08T17:52:53.940300Z,45,featureless,14cancer
2024-02-08T17:52:53.482700Z,2024-02-08T17:52:54.016400Z,46,featureless,14cancer
2024-02-08T17:52:53.482200Z,2024-02-08T17:52:54.016Z,47,featureless,14cancer
2024-02-08T17:52:53.478800Z,2024-02-08T17:52:54.019900Z,48,featureless,14cancer
2024-02-08T17:52:53.467400Z,2024-02-09T02:41:41.158100Z,1,cv_glmnet,CIFAR10
2024-02-08T17:52:53.477900Z,2024-02-09T02:45:38.632600Z,2,cv_glmnet,CIFAR10
2024-02-08T17:52:53.478Z,2024-02-09T02:47:51.734300Z,3,cv_glmnet,CIFAR10
2024-02-08T17:52:53.278900Z,2024-02-08T20:59:03.677300Z,4,cv_glmnet,CIFAR10
2024-02-08T17:52:53.327200Z,2024-02-08T22:26:23.291Z,5,cv_glmnet,CIFAR10
2024-02-08T17:52:53.326400Z,2024-02-08T22:19:18.237600Z,6,cv_glmnet,CIFAR10
2024-02-08T17:52:53.326900Z,2024-02-08T22:16:49.241100Z,7,cv_glmnet,CIFAR10
2024-02-08T17:52:53.359Z,2024-02-08T22:27:19.920900Z,8,cv_glmnet,CIFAR10
2024-02-08T17:52:53.359Z,2024-02-08T22:25:51.514400Z,9,cv_glmnet,CIFAR10
2024-02-08T17:52:53.359Z,2024-02-08T22:23:57.132400Z,10,cv_glmnet,CIFAR10
2024-02-08T17:52:53.337800Z,2024-02-08T22:18:47.064600Z,11,cv_glmnet,CIFAR10
2024-02-08T17:52:53.337700Z,2024-02-08T22:16:08.041Z,12,cv_glmnet,CIFAR10
2024-02-08T17:52:53.337800Z,2024-02-08T22:21:22.601800Z,13,cv_glmnet,CIFAR10
2024-02-08T17:52:58.093700Z,2024-02-08T22:28:24.323500Z,14,cv_glmnet,CIFAR10
2024-02-08T17:52:58.093700Z,2024-02-08T22:20:54.752600Z,15,cv_glmnet,CIFAR10
2024-02-08T17:52:58.093700Z,2024-02-08T22:19:16.758500Z,16,cv_glmnet,CIFAR10
2024-02-08T17:52:57.822900Z,2024-02-08T22:27:27.403100Z,17,cv_glmnet,CIFAR10
2024-02-08T17:52:57.822900Z,2024-02-08T22:24:20.460800Z,18,cv_glmnet,CIFAR10
2024-02-08T17:52:57.822900Z,2024-02-08T22:29:21.175800Z,19,cv_glmnet,CIFAR10
2024-02-08T17:52:57.855800Z,2024-02-08T22:10:36.178800Z,20,cv_glmnet,CIFAR10
2024-02-08T17:52:57.855800Z,2024-02-08T21:39:26.470400Z,21,cv_glmnet,CIFAR10
2024-02-08T17:52:57.855700Z,2024-02-08T20:28:56.057500Z,22,cv_glmnet,CIFAR10
2024-02-08T17:52:58.014300Z,2024-02-08T21:45:02.837200Z,23,cv_glmnet,CIFAR10
2024-02-08T17:52:57.965800Z,2024-02-08T20:29:34.091Z,24,cv_glmnet,CIFAR10
2024-02-08T17:52:58.025800Z,2024-02-08T21:48:36.119700Z,25,cv_glmnet,CIFAR10
2024-02-08T17:52:58.035200Z,2024-02-08T20:31:11.357500Z,26,cv_glmnet,CIFAR10
2024-02-08T17:52:58.058800Z,2024-02-08T21:48:51.618700Z,27,cv_glmnet,CIFAR10
2024-02-08T17:52:57.865800Z,2024-02-08T20:31:35.610400Z,28,cv_glmnet,CIFAR10
2024-02-08T17:52:57.873500Z,2024-02-08T21:44:05.761Z,29,cv_glmnet,CIFAR10
2024-02-08T17:52:57.873500Z,2024-02-08T20:28:58.150900Z,30,cv_glmnet,CIFAR10
2024-02-08T17:52:57.764Z,2024-02-08T21:43:55.323100Z,31,cv_glmnet,CIFAR10
2024-02-08T17:52:57.764Z,2024-02-08T20:32:51.226700Z,32,cv_glmnet,CIFAR10
2024-02-08T17:52:58.051400Z,2024-02-08T21:51:13.570500Z,33,cv_glmnet,CIFAR10
2024-02-08T17:52:58.017400Z,2024-02-08T20:39:13.339200Z,34,cv_glmnet,CIFAR10
2024-02-08T17:52:57.904800Z,2024-02-08T21:50:08.962300Z,35,cv_glmnet,CIFAR10
2024-02-08T17:52:58.028200Z,2024-02-08T20:38:55.875700Z,36,cv_glmnet,CIFAR10
2024-02-08T17:52:57.836500Z,2024-02-08T20:48:35.476500Z,37,cv_glmnet,CIFAR10
2024-02-08T17:52:58.052900Z,2024-02-08T20:11:20.719600Z,38,cv_glmnet,CIFAR10
2024-02-08T17:52:57.856Z,2024-02-09T02:33:56.831200Z,39,cv_glmnet,CIFAR10
2024-02-08T17:52:57.856Z,2024-02-08T23:15:04.096500Z,40,cv_glmnet,CIFAR10
2024-02-08T17:52:57.952100Z,2024-02-08T23:34:14.393900Z,41,cv_glmnet,CIFAR10
2024-02-08T17:52:57.921600Z,2024-02-09T01:54:02.148Z,42,cv_glmnet,CIFAR10
2024-02-08T17:52:57.933900Z,2024-02-08T23:37:25.662500Z,43,cv_glmnet,CIFAR10
2024-02-08T17:52:57.952100Z,2024-02-09T01:56:37.171200Z,44,cv_glmnet,CIFAR10
2024-02-08T17:52:57.872100Z,2024-02-08T23:20:17.871400Z,45,cv_glmnet,CIFAR10
2024-02-08T17:53:08.096900Z,2024-02-08T23:41:43.303900Z,46,cv_glmnet,CIFAR10
2024-02-08T17:53:06.962700Z,2024-02-08T20:26:22.499500Z,47,cv_glmnet,CIFAR10
2024-02-08T17:53:06.962700Z,2024-02-08T21:26:17.633900Z,48,cv_glmnet,CIFAR10
2024-02-08T17:53:06.962700Z,2024-02-08T20:26:59.307200Z,49,cv_glmnet,CIFAR10
2024-02-08T17:53:07.107500Z,2024-02-08T21:39:01.879900Z,50,cv_glmnet,CIFAR10
2024-02-08T17:53:07.107500Z,2024-02-08T20:30:22.509500Z,51,cv_glmnet,CIFAR10
2024-02-08T17:53:07.107500Z,2024-02-08T21:44:11.485100Z,52,cv_glmnet,CIFAR10
2024-02-08T17:53:07.050900Z,2024-02-08T20:29:54.854200Z,53,cv_glmnet,CIFAR10
2024-02-08T17:53:07.050900Z,2024-02-08T21:30:52.145500Z,54,cv_glmnet,CIFAR10
2024-02-08T17:53:07.050900Z,2024-02-08T20:30:14.111500Z,55,cv_glmnet,CIFAR10
2024-02-08T17:53:07.035200Z,2024-02-08T21:40:21.762600Z,56,cv_glmnet,CIFAR10
2024-02-08T17:53:07.035200Z,2024-02-08T20:32:51.100500Z,57,cv_glmnet,CIFAR10
2024-02-08T17:53:07.035100Z,2024-02-08T21:40:43.666300Z,58,cv_glmnet,CIFAR10
2024-02-08T17:53:06.985800Z,2024-02-08T20:33:42.798Z,59,cv_glmnet,CIFAR10
2024-02-08T17:53:06.986300Z,2024-02-08T21:46:55.926400Z,60,cv_glmnet,CIFAR10
2024-02-08T17:53:06.963900Z,2024-02-08T17:54:30.390900Z,1,rpart,CIFAR10
2024-02-08T17:53:06.963900Z,2024-02-08T17:54:30.988200Z,2,rpart,CIFAR10
2024-02-08T17:53:06.902Z,2024-02-08T17:54:30.818400Z,3,rpart,CIFAR10
2024-02-08T17:53:06.902Z,2024-02-08T17:54:30.920400Z,4,rpart,CIFAR10
2024-02-08T17:53:06.992200Z,2024-02-08T17:54:29.562Z,5,rpart,CIFAR10
2024-02-08T17:53:06.985600Z,2024-02-08T17:54:30.199300Z,6,rpart,CIFAR10
2024-02-08T17:53:06.878900Z,2024-02-08T17:54:31.074300Z,7,rpart,CIFAR10
2024-02-08T17:53:06.878900Z,2024-02-08T17:54:31.183Z,8,rpart,CIFAR10
2024-02-08T17:53:06.929700Z,2024-02-08T17:54:29.523Z,9,rpart,CIFAR10
2024-02-08T17:53:06.929600Z,2024-02-08T17:54:29.903200Z,10,rpart,CIFAR10
2024-02-08T17:53:06.960200Z,2024-02-08T17:54:30.140500Z,11,rpart,CIFAR10
2024-02-08T17:53:06.952700Z,2024-02-08T17:54:30.351400Z,12,rpart,CIFAR10
2024-02-08T17:53:06.986400Z,2024-02-08T17:54:30.977700Z,13,rpart,CIFAR10
2024-02-08T17:53:06.990900Z,2024-02-08T17:54:31.338600Z,14,rpart,CIFAR10
2024-02-08T17:53:07.189100Z,2024-02-08T17:54:31.663600Z,15,rpart,CIFAR10
2024-02-08T17:53:07.188100Z,2024-02-08T17:54:31.750700Z,16,rpart,CIFAR10
2024-02-08T17:53:13.050600Z,2024-02-08T17:54:52.396300Z,17,rpart,CIFAR10
2024-02-08T17:53:11.312500Z,2024-02-08T17:54:27.582400Z,18,rpart,CIFAR10
2024-02-08T17:53:22.228600Z,2024-02-08T17:55:02.564300Z,19,rpart,CIFAR10
2024-02-08T17:53:22.127Z,2024-02-08T17:55:01.759300Z,20,rpart,CIFAR10
2024-02-08T17:53:21.399600Z,2024-02-08T17:54:27.252700Z,21,rpart,CIFAR10
2024-02-08T17:53:21.413500Z,2024-02-08T17:53:47.439300Z,22,rpart,CIFAR10
2024-02-08T17:53:21.413500Z,2024-02-08T17:54:27.654300Z,23,rpart,CIFAR10
2024-02-08T17:53:21.280600Z,2024-02-08T17:53:49.939200Z,24,rpart,CIFAR10
2024-02-08T17:53:21.325200Z,2024-02-08T17:54:33.331500Z,25,rpart,CIFAR10
2024-02-08T17:53:21.175900Z,2024-02-08T17:53:50.027700Z,26,rpart,CIFAR10
2024-02-08T17:53:21.270300Z,2024-02-08T17:54:33.991300Z,27,rpart,CIFAR10
2024-02-08T17:53:21.171200Z,2024-02-08T17:53:49.775100Z,28,rpart,CIFAR10
2024-02-08T17:53:21.260900Z,2024-02-08T17:54:34.860500Z,29,rpart,CIFAR10
2024-02-08T17:53:21.321900Z,2024-02-08T17:53:50.747800Z,30,rpart,CIFAR10
2024-02-08T17:53:21.144400Z,2024-02-08T17:54:34.623700Z,31,rpart,CIFAR10
2024-02-08T17:53:21.312100Z,2024-02-08T17:53:50.053500Z,32,rpart,CIFAR10
2024-02-08T17:53:21.159700Z,2024-02-08T17:54:31.329100Z,33,rpart,CIFAR10
2024-02-08T17:53:21.159700Z,2024-02-08T17:53:46.126300Z,34,rpart,CIFAR10
2024-02-08T17:53:21.161900Z,2024-02-08T17:54:36.382400Z,35,rpart,CIFAR10
2024-02-08T17:53:21.161900Z,2024-02-08T17:53:46.287300Z,36,rpart,CIFAR10
2024-02-08T17:53:21.161900Z,2024-02-08T17:54:29.766800Z,37,rpart,CIFAR10
2024-02-08T17:53:21.160400Z,2024-02-08T17:53:46.232200Z,38,rpart,CIFAR10
2024-02-08T17:53:21.160400Z,2024-02-08T17:54:31.951900Z,39,rpart,CIFAR10
2024-02-08T17:53:21.160400Z,2024-02-08T17:53:46.347600Z,40,rpart,CIFAR10
2024-02-08T17:53:21.156100Z,2024-02-08T17:53:45.439Z,41,rpart,CIFAR10
2024-02-08T17:53:21.159600Z,2024-02-08T17:54:24.665700Z,42,rpart,CIFAR10
2024-02-08T17:53:21.605600Z,2024-02-08T17:53:46.752300Z,43,rpart,CIFAR10
2024-02-08T17:53:21.605300Z,2024-02-08T17:54:40.236400Z,44,rpart,CIFAR10
2024-02-08T17:53:21.605300Z,2024-02-08T17:53:47.115900Z,45,rpart,CIFAR10
2024-02-08T17:53:21.616800Z,2024-02-08T17:54:43.386800Z,46,rpart,CIFAR10
2024-02-08T17:53:21.617100Z,2024-02-08T17:53:46.956500Z,47,rpart,CIFAR10
2024-02-08T17:53:21.616900Z,2024-02-08T17:54:44.565500Z,48,rpart,CIFAR10
2024-02-08T17:53:21.617400Z,2024-02-08T17:53:47.277600Z,49,rpart,CIFAR10
2024-02-08T17:53:21.676400Z,2024-02-08T17:54:45.067900Z,50,rpart,CIFAR10
2024-02-08T17:53:21.676500Z,2024-02-08T17:53:47.442400Z,51,rpart,CIFAR10
2024-02-08T17:53:21.676600Z,2024-02-08T17:54:45.865500Z,52,rpart,CIFAR10
2024-02-08T17:53:21.678700Z,2024-02-08T17:53:47.641700Z,53,rpart,CIFAR10
2024-02-08T17:53:21.620900Z,2024-02-08T17:54:46.370300Z,54,rpart,CIFAR10
2024-02-08T17:53:21.621Z,2024-02-08T17:53:47.336800Z,55,rpart,CIFAR10
2024-02-08T17:53:21.621Z,2024-02-08T17:54:49.820500Z,56,rpart,CIFAR10
2024-02-08T17:53:21.619100Z,2024-02-08T17:53:47.399500Z,57,rpart,CIFAR10
2024-02-08T17:53:21.602100Z,2024-02-08T17:54:33.554900Z,58,rpart,CIFAR10
2024-02-08T17:53:21.602100Z,2024-02-08T17:53:46.521800Z,59,rpart,CIFAR10
2024-02-08T17:53:21.602100Z,2024-02-08T17:54:35.164500Z,60,rpart,CIFAR10
2024-02-08T17:53:21.604800Z,2024-02-08T17:53:33.720100Z,1,featureless,CIFAR10
2024-02-08T17:53:21.604900Z,2024-02-08T17:53:33.720500Z,2,featureless,CIFAR10
2024-02-08T17:53:21.604200Z,2024-02-08T17:53:33.720100Z,3,featureless,CIFAR10
2024-02-08T17:53:21.592Z,2024-02-08T17:53:33.337500Z,4,featureless,CIFAR10
2024-02-08T17:53:21.592Z,2024-02-08T17:53:33.337100Z,5,featureless,CIFAR10
2024-02-08T17:53:21.325800Z,2024-02-08T17:53:33.045500Z,6,featureless,CIFAR10
2024-02-08T17:53:21.325900Z,2024-02-08T17:53:33.031800Z,7,featureless,CIFAR10
2024-02-08T17:53:21.325900Z,2024-02-08T17:53:33.032200Z,8,featureless,CIFAR10
2024-02-08T17:53:21.321900Z,2024-02-08T17:53:32.860300Z,9,featureless,CIFAR10
2024-02-08T17:53:21.321800Z,2024-02-08T17:53:32.860700Z,10,featureless,CIFAR10
2024-02-08T17:53:21.309200Z,2024-02-08T17:53:32.752900Z,11,featureless,CIFAR10
2024-02-08T17:53:21.307500Z,2024-02-08T17:53:32.683800Z,12,featureless,CIFAR10
2024-02-08T17:53:21.325700Z,2024-02-08T17:53:33.144600Z,13,featureless,CIFAR10
2024-02-08T17:53:21.325700Z,2024-02-08T17:53:33.119800Z,14,featureless,CIFAR10
2024-02-08T17:53:21.325700Z,2024-02-08T17:53:33.119400Z,15,featureless,CIFAR10
2024-02-08T17:53:21.325700Z,2024-02-08T17:53:33.119800Z,16,featureless,CIFAR10
2024-02-08T17:53:21.734400Z,2024-02-08T17:53:35.433400Z,17,featureless,CIFAR10
2024-02-08T17:53:21.734400Z,2024-02-08T17:53:35.435400Z,18,featureless,CIFAR10
2024-02-08T17:53:21.734400Z,2024-02-08T17:53:35.433400Z,19,featureless,CIFAR10
