train.groups,test.fold,test.group,predefined.set,iteration,uhash,nr,task_id,learner_id,resampling_id,classif.ce,algorithm,percent.error,data.name
other,4,train,train,28,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.081,cv_glmnet,8.1,EMNIST
other,5,test,test,29,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.063,cv_glmnet,6.3,EMNIST
other,5,train,train,30,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0731666666666667,cv_glmnet,7.31666666666667,EMNIST
other,6,test,test,31,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.073,cv_glmnet,7.3,EMNIST
other,6,train,train,32,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0723333333333333,cv_glmnet,7.23333333333333,EMNIST
other,7,test,test,33,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.059,cv_glmnet,5.9,EMNIST
other,7,train,train,34,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0708333333333333,cv_glmnet,7.08333333333333,EMNIST
other,8,test,test,35,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.057,cv_glmnet,5.7,EMNIST
other,8,train,train,36,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0795,cv_glmnet,7.95,EMNIST
other,9,test,test,37,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.055,cv_glmnet,5.5,EMNIST
other,9,train,train,38,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0758333333333333,cv_glmnet,7.58333333333333,EMNIST
other,10,test,test,39,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.045,cv_glmnet,4.5,EMNIST
other,10,train,train,40,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0785,cv_glmnet,7.85,EMNIST
same,1,test,test,41,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.094,cv_glmnet,9.4,EMNIST
same,1,train,train,42,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0653333333333333,cv_glmnet,6.53333333333333,EMNIST
same,2,test,test,43,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.082,cv_glmnet,8.2,EMNIST
same,2,train,train,44,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0565,cv_glmnet,5.65,EMNIST
same,3,test,test,45,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.074,cv_glmnet,7.4,EMNIST
same,3,train,train,46,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0683333333333333,cv_glmnet,6.83333333333333,EMNIST
same,4,test,test,47,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.085,cv_glmnet,8.5,EMNIST
same,4,train,train,48,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0638333333333333,cv_glmnet,6.38333333333333,EMNIST
same,5,test,test,49,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.091,cv_glmnet,9.1,EMNIST
same,5,train,train,50,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0595,cv_glmnet,5.95,EMNIST
same,6,test,test,51,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.085,cv_glmnet,8.5,EMNIST
same,6,train,train,52,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0611666666666667,cv_glmnet,6.11666666666667,EMNIST
same,7,test,test,53,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.071,cv_glmnet,7.1,EMNIST
same,7,train,train,54,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0635,cv_glmnet,6.35,EMNIST
same,8,test,test,55,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.077,cv_glmnet,7.7,EMNIST
same,8,train,train,56,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0675,cv_glmnet,6.75,EMNIST
same,9,test,test,57,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.079,cv_glmnet,7.9,EMNIST
same,9,train,train,58,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0648333333333333,cv_glmnet,6.48333333333333,EMNIST
same,10,test,test,59,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.062,cv_glmnet,6.2,EMNIST
same,10,train,train,60,05ff40f1-16e5-4539-a728-e56a19777e3c,7,EMNIST,classif.cv_glmnet,same_other_cv,0.0623333333333333,cv_glmnet,6.23333333333333,EMNIST
all,1,test,test,1,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.354,rpart,35.4,EMNIST
all,1,train,train,2,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.3445,rpart,34.45,EMNIST
all,2,test,test,3,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.32,rpart,32,EMNIST
all,2,train,train,4,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.313333333333333,rpart,31.3333333333333,EMNIST
all,3,test,test,5,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.318,rpart,31.8,EMNIST
all,3,train,train,6,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.315833333333333,rpart,31.5833333333333,EMNIST
all,4,test,test,7,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.325,rpart,32.5,EMNIST
all,4,train,train,8,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.324166666666667,rpart,32.4166666666667,EMNIST
all,5,test,test,9,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.326,rpart,32.6,EMNIST
all,5,train,train,10,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.3275,rpart,32.75,EMNIST
all,6,test,test,11,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.312,rpart,31.2,EMNIST
all,6,train,train,12,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.322666666666667,rpart,32.2666666666667,EMNIST
all,7,test,test,13,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.352,rpart,35.2,EMNIST
all,7,train,train,14,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.343166666666667,rpart,34.3166666666667,EMNIST
all,8,test,test,15,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.35,rpart,35,EMNIST
all,8,train,train,16,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.347666666666667,rpart,34.7666666666667,EMNIST
all,9,test,test,17,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.357,rpart,35.7,EMNIST
all,9,train,train,18,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.344166666666667,rpart,34.4166666666667,EMNIST
all,10,test,test,19,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.341,rpart,34.1,EMNIST
all,10,train,train,20,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.338833333333333,rpart,33.8833333333333,EMNIST
other,1,test,test,21,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.353,rpart,35.3,EMNIST
other,1,train,train,22,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.316333333333333,rpart,31.6333333333333,EMNIST
other,2,test,test,23,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.332,rpart,33.2,EMNIST
other,2,train,train,24,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.315833333333333,rpart,31.5833333333333,EMNIST
other,3,test,test,25,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.337,rpart,33.7,EMNIST
other,3,train,train,26,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.315166666666667,rpart,31.5166666666667,EMNIST
other,4,test,test,27,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.347,rpart,34.7,EMNIST
other,4,train,train,28,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.328333333333333,rpart,32.8333333333333,EMNIST
other,5,test,test,29,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.366,rpart,36.6,EMNIST
other,5,train,train,30,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.332833333333333,rpart,33.2833333333333,EMNIST
other,6,test,test,31,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.344,rpart,34.4,EMNIST
other,6,train,train,32,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.3375,rpart,33.75,EMNIST
other,7,test,test,33,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.352,rpart,35.2,EMNIST
other,7,train,train,34,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.310833333333333,rpart,31.0833333333333,EMNIST
other,8,test,test,35,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.351,rpart,35.1,EMNIST
other,8,train,train,36,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.329166666666667,rpart,32.9166666666667,EMNIST
other,9,test,test,37,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.358,rpart,35.8,EMNIST
other,9,train,train,38,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.330333333333333,rpart,33.0333333333333,EMNIST
other,10,test,test,39,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.341,rpart,34.1,EMNIST
other,10,train,train,40,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.320666666666667,rpart,32.0666666666667,EMNIST
same,1,test,test,41,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.306,rpart,30.6,EMNIST
same,1,train,train,42,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.344166666666667,rpart,34.4166666666667,EMNIST
same,2,test,test,43,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.321,rpart,32.1,EMNIST
same,2,train,train,44,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.337333333333333,rpart,33.7333333333333,EMNIST
same,3,test,test,45,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.315,rpart,31.5,EMNIST
same,3,train,train,46,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.3395,rpart,33.95,EMNIST
same,4,test,test,47,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.331,rpart,33.1,EMNIST
same,4,train,train,48,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.347166666666667,rpart,34.7166666666667,EMNIST
same,5,test,test,49,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.33,rpart,33,EMNIST
same,5,train,train,50,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.352333333333333,rpart,35.2333333333333,EMNIST
same,6,test,test,51,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.321,rpart,32.1,EMNIST
same,6,train,train,52,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.344166666666667,rpart,34.4166666666667,EMNIST
same,7,test,test,53,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.333,rpart,33.3,EMNIST
same,7,train,train,54,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.343166666666667,rpart,34.3166666666667,EMNIST
same,8,test,test,55,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.304,rpart,30.4,EMNIST
same,8,train,train,56,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.347,rpart,34.7,EMNIST
same,9,test,test,57,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.332,rpart,33.2,EMNIST
same,9,train,train,58,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.343166666666667,rpart,34.3166666666667,EMNIST
same,10,test,test,59,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.299,rpart,29.9,EMNIST
same,10,train,train,60,4a4e8922-c78f-431b-8e25-ca01be39f01b,8,EMNIST,classif.rpart,same_other_cv,0.339,rpart,33.9,EMNIST
all,1,test,test,1,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.912,featureless,91.2,EMNIST
all,1,train,train,2,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.899666666666667,featureless,89.9666666666667,EMNIST
all,2,test,test,3,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.887,featureless,88.7,EMNIST
all,2,train,train,4,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.905166666666667,featureless,90.5166666666667,EMNIST
all,3,test,test,5,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.882,featureless,88.2,EMNIST
all,3,train,train,6,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.900666666666667,featureless,90.0666666666667,EMNIST
all,4,test,test,7,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.912,featureless,91.2,EMNIST
all,4,train,train,8,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.896166666666667,featureless,89.6166666666667,EMNIST
all,5,test,test,9,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.908,featureless,90.8,EMNIST
all,5,train,train,10,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.894333333333333,featureless,89.4333333333333,EMNIST
all,6,test,test,11,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.916,featureless,91.6,EMNIST
all,6,train,train,12,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.901166666666667,featureless,90.1166666666667,EMNIST
all,7,test,test,13,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.892,featureless,89.2,EMNIST
all,7,train,train,14,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.8955,featureless,89.55,EMNIST
all,8,test,test,15,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.899,featureless,89.9,EMNIST
all,8,train,train,16,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.890166666666667,featureless,89.0166666666667,EMNIST
all,9,test,test,17,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.906,featureless,90.6,EMNIST
all,9,train,train,18,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.902666666666667,featureless,90.2666666666667,EMNIST
all,10,test,test,19,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.898,featureless,89.8,EMNIST
all,10,train,train,20,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.8935,featureless,89.35,EMNIST
other,1,test,test,21,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.918,featureless,91.8,EMNIST
other,1,train,train,22,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.895166666666667,featureless,89.5166666666667,EMNIST
other,2,test,test,23,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.904,featureless,90.4,EMNIST
other,2,train,train,24,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.897666666666667,featureless,89.7666666666667,EMNIST
other,3,test,test,25,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.904,featureless,90.4,EMNIST
other,3,train,train,26,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.9035,featureless,90.35,EMNIST
other,4,test,test,27,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.902,featureless,90.2,EMNIST
other,4,train,train,28,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.896833333333333,featureless,89.6833333333333,EMNIST
other,5,test,test,29,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.905,featureless,90.5,EMNIST
other,5,train,train,30,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.9065,featureless,90.65,EMNIST
other,6,test,test,31,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.896,featureless,89.6,EMNIST
other,6,train,train,32,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.9035,featureless,90.35,EMNIST
other,7,test,test,33,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.908,featureless,90.8,EMNIST
other,7,train,train,34,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.903666666666667,featureless,90.3666666666667,EMNIST
other,8,test,test,35,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.899,featureless,89.9,EMNIST
other,8,train,train,36,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.905,featureless,90.5,EMNIST
other,9,test,test,37,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.906,featureless,90.6,EMNIST
other,9,train,train,38,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.900333333333333,featureless,90.0333333333333,EMNIST
other,10,test,test,39,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.885,featureless,88.5,EMNIST
other,10,train,train,40,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.907833333333333,featureless,90.7833333333333,EMNIST
same,1,test,test,41,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.909,featureless,90.9,EMNIST
same,1,train,train,42,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.899166666666667,featureless,89.9166666666667,EMNIST
same,2,test,test,43,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.907,featureless,90.7,EMNIST
same,2,train,train,44,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.892166666666667,featureless,89.2166666666667,EMNIST
same,3,test,test,45,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.906,featureless,90.6,EMNIST
same,3,train,train,46,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.902833333333333,featureless,90.2833333333333,EMNIST
same,4,test,test,47,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.889,featureless,88.9,EMNIST
same,4,train,train,48,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.892333333333333,featureless,89.2333333333333,EMNIST
same,5,test,test,49,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.913,featureless,91.3,EMNIST
same,5,train,train,50,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.8995,featureless,89.95,EMNIST
same,6,test,test,51,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.898,featureless,89.8,EMNIST
same,6,train,train,52,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.900666666666667,featureless,90.0666666666667,EMNIST
same,7,test,test,53,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.915,featureless,91.5,EMNIST
same,7,train,train,54,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.895,featureless,89.5,EMNIST
same,8,test,test,55,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.904,featureless,90.4,EMNIST
same,8,train,train,56,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.895166666666667,featureless,89.5166666666667,EMNIST
same,9,test,test,57,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.899,featureless,89.9,EMNIST
same,9,train,train,58,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.897666666666667,featureless,89.7666666666667,EMNIST
same,10,test,test,59,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.908,featureless,90.8,EMNIST
same,10,train,train,60,13d26761-5c5f-45a8-986c-4cee0389396c,9,EMNIST,classif.featureless,same_other_cv,0.895333333333333,featureless,89.5333333333333,EMNIST
all,1,test,test,1,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.158,cv_glmnet,15.8,FashionMNIST
all,1,train,train,2,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.140666666666667,cv_glmnet,14.0666666666667,FashionMNIST
all,2,test,test,3,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.146,cv_glmnet,14.6,FashionMNIST
all,2,train,train,4,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.137666666666667,cv_glmnet,13.7666666666667,FashionMNIST
all,3,test,test,5,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.166,cv_glmnet,16.6,FashionMNIST
all,3,train,train,6,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.1465,cv_glmnet,14.65,FashionMNIST
all,4,test,test,7,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.168,cv_glmnet,16.8,FashionMNIST
all,4,train,train,8,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.150166666666667,cv_glmnet,15.0166666666667,FashionMNIST
all,5,test,test,9,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.166,cv_glmnet,16.6,FashionMNIST
all,5,train,train,10,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.138166666666667,cv_glmnet,13.8166666666667,FashionMNIST
all,6,test,test,11,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.16,cv_glmnet,16,FashionMNIST
all,6,train,train,12,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.146666666666667,cv_glmnet,14.6666666666667,FashionMNIST
all,7,test,test,13,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.142,cv_glmnet,14.2,FashionMNIST
all,7,train,train,14,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.146666666666667,cv_glmnet,14.6666666666667,FashionMNIST
all,8,test,test,15,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.17,cv_glmnet,17,FashionMNIST
all,8,train,train,16,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.137666666666667,cv_glmnet,13.7666666666667,FashionMNIST
all,9,test,test,17,909e32b0-d404-4a9b-97f9-5813096d3239,10,FashionMNIST,classif.cv_glmnet,same_other_cv,0.15,cv_glmnet,15,FashionMNIST
