train.groups,test.fold,test.group,predefined.set,iteration,uhash,nr,task_id,learner_id,resampling_id,classif.ce,algorithm,percent.error,data.name
same,3,train,train,38,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0.444444444444444,rpart,44.4444444444444,14cancer
same,4,test,test,39,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0.875,rpart,87.5,14cancer
same,4,train,train,40,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0.388888888888889,rpart,38.8888888888889,14cancer
same,5,test,test,41,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0.333333333333333,rpart,33.3333333333333,14cancer
same,5,train,train,42,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0.470588235294118,rpart,47.0588235294118,14cancer
same,6,test,test,43,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0.333333333333333,rpart,33.3333333333333,14cancer
same,6,train,train,44,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0.647058823529412,rpart,64.7058823529412,14cancer
same,7,train,train,45,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0.533333333333333,rpart,53.3333333333333,14cancer
same,8,train,train,46,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0.6,rpart,60,14cancer
same,9,train,train,47,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0,rpart,0,14cancer
same,10,train,train,48,499845cf-5a15-43cc-a303-01f165b74ebe,2,14cancer,classif.rpart,same_other_cv,0,rpart,0,14cancer
all,1,test,test,1,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.928571428571429,featureless,92.8571428571429,14cancer
all,1,train,train,2,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.833333333333333,featureless,83.3333333333333,14cancer
all,2,test,test,3,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.928571428571429,featureless,92.8571428571429,14cancer
all,2,train,train,4,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.833333333333333,featureless,83.3333333333333,14cancer
all,3,test,test,5,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.916666666666667,featureless,91.6666666666667,14cancer
all,3,train,train,6,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.833333333333333,featureless,83.3333333333333,14cancer
all,4,test,test,7,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.875,featureless,87.5,14cancer
all,4,train,train,8,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.833333333333333,featureless,83.3333333333333,14cancer
all,5,test,test,9,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.666666666666667,featureless,66.6666666666667,14cancer
all,5,train,train,10,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.882352941176471,featureless,88.2352941176471,14cancer
all,6,test,test,11,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.666666666666667,featureless,66.6666666666667,14cancer
all,6,train,train,12,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.882352941176471,featureless,88.2352941176471,14cancer
all,7,train,train,13,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.866666666666667,featureless,86.6666666666667,14cancer
all,8,train,train,14,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.866666666666667,featureless,86.6666666666667,14cancer
all,9,train,train,15,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.5,featureless,50,14cancer
all,10,train,train,16,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.5,featureless,50,14cancer
other,1,test,test,17,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.928571428571429,featureless,92.8571428571429,14cancer
other,1,train,train,18,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.944444444444444,featureless,94.4444444444444,14cancer
other,2,test,test,19,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.928571428571429,featureless,92.8571428571429,14cancer
other,2,train,train,20,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.888888888888889,featureless,88.8888888888889,14cancer
other,3,test,test,21,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.916666666666667,featureless,91.6666666666667,14cancer
other,3,train,train,22,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.888888888888889,featureless,88.8888888888889,14cancer
other,4,test,test,23,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.875,featureless,87.5,14cancer
other,4,train,train,24,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.944444444444444,featureless,94.4444444444444,14cancer
other,5,test,test,25,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.666666666666667,featureless,66.6666666666667,14cancer
other,5,train,train,26,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.941176470588235,featureless,94.1176470588235,14cancer
other,6,test,test,27,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.666666666666667,featureless,66.6666666666667,14cancer
other,6,train,train,28,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.882352941176471,featureless,88.2352941176471,14cancer
other,7,train,train,29,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.933333333333333,featureless,93.3333333333333,14cancer
other,8,train,train,30,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.866666666666667,featureless,86.6666666666667,14cancer
other,9,train,train,31,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.75,featureless,75,14cancer
other,10,train,train,32,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,1,featureless,100,14cancer
same,1,test,test,33,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.857142857142857,featureless,85.7142857142857,14cancer
same,1,train,train,34,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.833333333333333,featureless,83.3333333333333,14cancer
same,2,test,test,35,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.928571428571429,featureless,92.8571428571429,14cancer
same,2,train,train,36,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.833333333333333,featureless,83.3333333333333,14cancer
same,3,test,test,37,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,1,featureless,100,14cancer
same,3,train,train,38,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.833333333333333,featureless,83.3333333333333,14cancer
same,4,test,test,39,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.875,featureless,87.5,14cancer
same,4,train,train,40,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.833333333333333,featureless,83.3333333333333,14cancer
same,5,test,test,41,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.666666666666667,featureless,66.6666666666667,14cancer
same,5,train,train,42,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.882352941176471,featureless,88.2352941176471,14cancer
same,6,test,test,43,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.666666666666667,featureless,66.6666666666667,14cancer
same,6,train,train,44,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.882352941176471,featureless,88.2352941176471,14cancer
same,7,train,train,45,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.866666666666667,featureless,86.6666666666667,14cancer
same,8,train,train,46,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.866666666666667,featureless,86.6666666666667,14cancer
same,9,train,train,47,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.5,featureless,50,14cancer
same,10,train,train,48,f9c399b5-b453-4ec0-8eea-e80d7ae19b75,3,14cancer,classif.featureless,same_other_cv,0.5,featureless,50,14cancer
all,1,test,test,1,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.559,cv_glmnet,55.9,CIFAR10
all,1,train,train,2,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.587,cv_glmnet,58.7,CIFAR10
all,2,test,test,3,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.585,cv_glmnet,58.5,CIFAR10
all,2,train,train,4,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.5854,cv_glmnet,58.54,CIFAR10
all,3,test,test,5,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.587,cv_glmnet,58.7,CIFAR10
all,3,train,train,6,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.5858,cv_glmnet,58.58,CIFAR10
all,4,test,test,7,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.593,cv_glmnet,59.3,CIFAR10
all,4,train,train,8,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.5826,cv_glmnet,58.26,CIFAR10
all,5,test,test,9,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.582,cv_glmnet,58.2,CIFAR10
all,5,train,train,10,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.5998,cv_glmnet,59.98,CIFAR10
all,6,test,test,11,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.594,cv_glmnet,59.4,CIFAR10
all,6,train,train,12,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.584,cv_glmnet,58.4,CIFAR10
all,7,test,test,13,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.607,cv_glmnet,60.7,CIFAR10
all,7,train,train,14,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.5914,cv_glmnet,59.14,CIFAR10
all,8,test,test,15,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.578,cv_glmnet,57.8,CIFAR10
all,8,train,train,16,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.5908,cv_glmnet,59.08,CIFAR10
all,9,test,test,17,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.581,cv_glmnet,58.1,CIFAR10
all,9,train,train,18,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.5846,cv_glmnet,58.46,CIFAR10
all,10,test,test,19,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.586,cv_glmnet,58.6,CIFAR10
all,10,train,train,20,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.588,cv_glmnet,58.8,CIFAR10
other,1,test,test,21,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.554,cv_glmnet,55.4,CIFAR10
other,1,train,train,22,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.6208,cv_glmnet,62.08,CIFAR10
other,2,test,test,23,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.583,cv_glmnet,58.3,CIFAR10
other,2,train,train,24,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.6152,cv_glmnet,61.52,CIFAR10
other,3,test,test,25,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.591,cv_glmnet,59.1,CIFAR10
other,3,train,train,26,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.622,cv_glmnet,62.2,CIFAR10
other,4,test,test,27,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.597,cv_glmnet,59.7,CIFAR10
other,4,train,train,28,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.611,cv_glmnet,61.1,CIFAR10
other,5,test,test,29,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.595,cv_glmnet,59.5,CIFAR10
other,5,train,train,30,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.6344,cv_glmnet,63.44,CIFAR10
other,6,test,test,31,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.605,cv_glmnet,60.5,CIFAR10
other,6,train,train,32,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.6154,cv_glmnet,61.54,CIFAR10
other,7,test,test,33,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.612,cv_glmnet,61.2,CIFAR10
other,7,train,train,34,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.6074,cv_glmnet,60.74,CIFAR10
other,8,test,test,35,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.574,cv_glmnet,57.4,CIFAR10
other,8,train,train,36,e0a1329c-3ac2-42e4-afb8-8c0891b12fd5,4,CIFAR10,classif.cv_glmnet,same_other_cv,0.6218,cv_glmnet,62.18,CIFAR10
