job.id,submitted,started,done,error,mem.used,batch.id,log.file,job.hash,job.name,repl,time.queued,time.running,problem,algorithm,tags
83,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:06.465800Z,2026-02-24T03:37:04.144500Z,,,7290254_83,joba4f8680970e75d50f4704f845baf620d.log_83,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,83,724.929700136185,117.678699970245,ec3770ae7f439181,run_learner,
84,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:16.423200Z,2026-02-24T03:36:55.260800Z,,,7290254_84,joba4f8680970e75d50f4704f845baf620d.log_84,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,84,734.887099981308,98.8375999927521,ec3770ae7f439181,run_learner,
85,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:12.166500Z,2026-02-24T03:36:38.872600Z,,,7290254_85,joba4f8680970e75d50f4704f845baf620d.log_85,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,85,730.630400180817,86.70609998703,ec3770ae7f439181,run_learner,
86,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:08.448600Z,2026-02-24T03:36:57.438400Z,,,7290254_86,joba4f8680970e75d50f4704f845baf620d.log_86,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,86,726.912500143051,108.989799976349,ec3770ae7f439181,run_learner,
87,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:14.226700Z,2026-02-24T03:36:29.712200Z,,,7290254_87,joba4f8680970e75d50f4704f845baf620d.log_87,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,87,732.690600156784,75.4854998588562,ec3770ae7f439181,run_learner,
88,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.274100Z,2026-02-24T03:36:15.976700Z,,,7290254_88,joba4f8680970e75d50f4704f845baf620d.log_88,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,88,722.738000154495,71.7026000022888,ec3770ae7f439181,run_learner,
89,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:10.393600Z,2026-02-24T03:36:48.243100Z,,,7290254_89,joba4f8680970e75d50f4704f845baf620d.log_89,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,89,728.857500076294,97.8494999408722,ec3770ae7f439181,run_learner,
90,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.315400Z,2026-02-24T03:37:04.533400Z,,,7290254_90,joba4f8680970e75d50f4704f845baf620d.log_90,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,90,722.779299974442,120.218000173569,ec3770ae7f439181,run_learner,
91,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:08.370700Z,2026-02-24T03:37:02.990500Z,,,7290254_91,joba4f8680970e75d50f4704f845baf620d.log_91,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,91,726.834599971771,114.61980009079,ec3770ae7f439181,run_learner,
92,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.314400Z,2026-02-24T03:36:36.172200Z,,,7290254_92,joba4f8680970e75d50f4704f845baf620d.log_92,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,92,722.778300046921,91.8578000068665,ec3770ae7f439181,run_learner,
93,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:06.296200Z,2026-02-24T03:36:12.001500Z,,,7290254_93,joba4f8680970e75d50f4704f845baf620d.log_93,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,93,724.760100126267,65.7052998542786,ec3770ae7f439181,run_learner,
94,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.517200Z,2026-02-24T03:36:06.501800Z,,,7290254_94,joba4f8680970e75d50f4704f845baf620d.log_94,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,94,720.981100082398,63.9846000671387,ec3770ae7f439181,run_learner,
95,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.326400Z,2026-02-24T03:37:17.644600Z,,,7290254_95,joba4f8680970e75d50f4704f845baf620d.log_95,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,95,722.790300130844,133.318199872971,ec3770ae7f439181,run_learner,
96,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.323500Z,2026-02-24T03:37:31.379400Z,,,7290254_96,joba4f8680970e75d50f4704f845baf620d.log_96,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,96,722.787400007248,147.055900096893,ec3770ae7f439181,run_learner,
97,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:08.622600Z,2026-02-24T03:37:30.558Z,,,7290254_97,joba4f8680970e75d50f4704f845baf620d.log_97,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,97,727.086500167847,141.935400009155,ec3770ae7f439181,run_learner,
98,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.334400Z,2026-02-24T03:37:19.410500Z,,,7290254_98,joba4f8680970e75d50f4704f845baf620d.log_98,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,98,722.798300027847,135.076100111008,ec3770ae7f439181,run_learner,
99,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:10.649500Z,2026-02-24T03:37:39.664700Z,,,7290254_99,joba4f8680970e75d50f4704f845baf620d.log_99,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,99,729.113399982452,149.015200138092,ec3770ae7f439181,run_learner,
100,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.509300Z,2026-02-24T03:37:24.657100Z,,,7290254_100,joba4f8680970e75d50f4704f845baf620d.log_100,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,100,720.973200082779,142.14779996872,ec3770ae7f439181,run_learner,
101,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.316Z,2026-02-24T03:36:35.373900Z,,,7290254_101,joba4f8680970e75d50f4704f845baf620d.log_101,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,101,722.779900074005,91.0578999519348,ec3770ae7f439181,run_learner,
102,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:14.454500Z,2026-02-24T03:36:44.753100Z,,,7290254_102,joba4f8680970e75d50f4704f845baf620d.log_102,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,102,732.91840004921,90.2985999584198,ec3770ae7f439181,run_learner,
103,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:06.337500Z,2026-02-24T03:36:38.213900Z,,,7290254_103,joba4f8680970e75d50f4704f845baf620d.log_103,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,103,724.801400184631,91.8763999938965,ec3770ae7f439181,run_learner,
104,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.317Z,2026-02-24T03:36:41.190Z,,,7290254_104,joba4f8680970e75d50f4704f845baf620d.log_104,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,104,722.780900001526,96.8730001449585,ec3770ae7f439181,run_learner,
105,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:08.377900Z,2026-02-24T03:36:46.942300Z,,,7290254_105,joba4f8680970e75d50f4704f845baf620d.log_105,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,105,726.841799974442,98.5644001960755,ec3770ae7f439181,run_learner,
106,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:12.456800Z,2026-02-24T03:36:39.786600Z,,,7290254_106,joba4f8680970e75d50f4704f845baf620d.log_106,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,106,730.920700073242,87.3298001289368,ec3770ae7f439181,run_learner,
107,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.510500Z,2026-02-24T03:36:23.426400Z,,,7290254_107,joba4f8680970e75d50f4704f845baf620d.log_107,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,107,720.974400043488,80.9158999919892,ec3770ae7f439181,run_learner,
108,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.510300Z,2026-02-24T03:36:37.115500Z,,,7290254_108,joba4f8680970e75d50f4704f845baf620d.log_108,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,108,720.9742000103,94.6052000522613,ec3770ae7f439181,run_learner,
109,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.130700Z,2026-02-24T03:36:28.918300Z,,,7290254_109,joba4f8680970e75d50f4704f845baf620d.log_109,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,109,720.594600200653,86.7875998020172,ec3770ae7f439181,run_learner,
110,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.030Z,2026-02-24T03:36:10.378800Z,,,7290254_110,joba4f8680970e75d50f4704f845baf620d.log_110,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,110,720.493900060654,68.348799943924,ec3770ae7f439181,run_learner,
111,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:01.944800Z,2026-02-24T03:36:17.900500Z,,,7290254_111,joba4f8680970e75d50f4704f845baf620d.log_111,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,111,720.408699989319,75.9557001590729,ec3770ae7f439181,run_learner,
112,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.925100Z,2026-02-24T03:36:09.272100Z,,,7290254_112,joba4f8680970e75d50f4704f845baf620d.log_112,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,112,721.389000177384,66.3469998836517,ec3770ae7f439181,run_learner,
113,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.807800Z,2026-02-24T03:36:07.820600Z,,,7290254_113,joba4f8680970e75d50f4704f845baf620d.log_113,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,113,722.271700143814,64.0127999782562,ec3770ae7f439181,run_learner,
114,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:05.866400Z,2026-02-24T03:36:36.931600Z,,,7290254_114,joba4f8680970e75d50f4704f845baf620d.log_114,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,114,724.330300092697,91.0652000904083,ec3770ae7f439181,run_learner,
115,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:01.953300Z,2026-02-24T03:36:10.661300Z,,,7290254_115,joba4f8680970e75d50f4704f845baf620d.log_115,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,115,720.417200088501,68.7079999446869,ec3770ae7f439181,run_learner,
116,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:05.954Z,2026-02-24T03:36:10.639900Z,,,7290254_116,joba4f8680970e75d50f4704f845baf620d.log_116,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,116,724.417900085449,64.6858999729157,ec3770ae7f439181,run_learner,
117,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.956900Z,2026-02-24T03:36:22.853700Z,,,7290254_117,joba4f8680970e75d50f4704f845baf620d.log_117,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,117,722.420799970627,78.8968000411987,ec3770ae7f439181,run_learner,
118,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:05.977200Z,2026-02-24T03:36:25.923400Z,,,7290254_118,joba4f8680970e75d50f4704f845baf620d.log_118,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,118,724.441100120544,79.9461998939514,ec3770ae7f439181,run_learner,
119,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.003500Z,2026-02-24T03:36:12.321600Z,,,7290254_119,joba4f8680970e75d50f4704f845baf620d.log_119,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,119,720.467400074005,70.3180999755859,ec3770ae7f439181,run_learner,
120,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.796700Z,2026-02-24T03:36:21.585700Z,,,7290254_120,joba4f8680970e75d50f4704f845baf620d.log_120,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,120,722.260600090027,77.7890000343323,ec3770ae7f439181,run_learner,
121,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.766Z,2026-02-24T03:35:04.458300Z,,,7290254_121,joba4f8680970e75d50f4704f845baf620d.log_121,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,1,722.229900121689,0.692300081253052,ec3770ae7f439181,run_learner,
122,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:01.952900Z,2026-02-24T03:35:02.835600Z,,,7290254_122,joba4f8680970e75d50f4704f845baf620d.log_122,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,2,720.416800022125,0.882699966430664,ec3770ae7f439181,run_learner,
123,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.826Z,2026-02-24T03:35:04.586700Z,,,7290254_123,joba4f8680970e75d50f4704f845baf620d.log_123,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,3,722.289900064468,0.760699987411499,ec3770ae7f439181,run_learner,
124,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:01.987900Z,2026-02-24T03:35:02.886Z,,,7290254_124,joba4f8680970e75d50f4704f845baf620d.log_124,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,4,720.451800107956,0.898099899291992,ec3770ae7f439181,run_learner,
125,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.945500Z,2026-02-24T03:35:04.836600Z,,,7290254_125,joba4f8680970e75d50f4704f845baf620d.log_125,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,5,722.409399986267,0.891100168228149,ec3770ae7f439181,run_learner,
126,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.886500Z,2026-02-24T03:35:04.700100Z,,,7290254_126,joba4f8680970e75d50f4704f845baf620d.log_126,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,6,722.350399971008,0.813600063323975,ec3770ae7f439181,run_learner,
127,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.037900Z,2026-02-24T03:35:02.925200Z,,,7290254_127,joba4f8680970e75d50f4704f845baf620d.log_127,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,7,720.501800060272,0.88730001449585,ec3770ae7f439181,run_learner,
128,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:01.953400Z,2026-02-24T03:35:02.909700Z,,,7290254_128,joba4f8680970e75d50f4704f845baf620d.log_128,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,8,720.417299985886,0.956300020217896,ec3770ae7f439181,run_learner,
129,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.545Z,2026-02-24T03:35:03.504600Z,,,7290254_129,joba4f8680970e75d50f4704f845baf620d.log_129,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,9,721.008900165558,0.95959997177124,ec3770ae7f439181,run_learner,
130,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:06.306800Z,2026-02-24T03:35:07.087500Z,,,7290254_130,joba4f8680970e75d50f4704f845baf620d.log_130,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,10,724.770699977875,0.780700206756592,ec3770ae7f439181,run_learner,
131,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.307500Z,2026-02-24T03:35:05.109200Z,,,7290254_131,joba4f8680970e75d50f4704f845baf620d.log_131,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,11,722.771399974823,0.801700115203857,ec3770ae7f439181,run_learner,
132,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.545100Z,2026-02-24T03:35:03.512Z,,,7290254_132,joba4f8680970e75d50f4704f845baf620d.log_132,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,12,721.009000062943,0.966900110244751,ec3770ae7f439181,run_learner,
133,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.542300Z,2026-02-24T03:35:03.487900Z,,,7290254_133,joba4f8680970e75d50f4704f845baf620d.log_133,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,13,721.00620007515,0.945600032806396,ec3770ae7f439181,run_learner,
134,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:08.285900Z,2026-02-24T03:35:08.979800Z,,,7290254_134,joba4f8680970e75d50f4704f845baf620d.log_134,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,14,726.749800205231,0.693899869918823,ec3770ae7f439181,run_learner,
135,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.309100Z,2026-02-24T03:35:05.068500Z,,,7290254_135,joba4f8680970e75d50f4704f845baf620d.log_135,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,15,722.773000001907,0.759400129318237,ec3770ae7f439181,run_learner,
136,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:06.303Z,2026-02-24T03:35:07.055100Z,,,7290254_136,joba4f8680970e75d50f4704f845baf620d.log_136,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,16,724.766900062561,0.752099990844727,ec3770ae7f439181,run_learner,
137,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:06.297300Z,2026-02-24T03:35:07.027600Z,,,7290254_137,joba4f8680970e75d50f4704f845baf620d.log_137,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,17,724.761200189591,0.730299949645996,ec3770ae7f439181,run_learner,
138,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:10.297600Z,2026-02-24T03:35:10.994500Z,,,7290254_138,joba4f8680970e75d50f4704f845baf620d.log_138,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,18,728.761500120163,0.696899890899658,ec3770ae7f439181,run_learner,
139,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.542400Z,2026-02-24T03:35:03.487800Z,,,7290254_139,joba4f8680970e75d50f4704f845baf620d.log_139,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,19,721.006299972534,0.94539999961853,ec3770ae7f439181,run_learner,
140,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.303500Z,2026-02-24T03:35:05.071Z,,,7290254_140,joba4f8680970e75d50f4704f845baf620d.log_140,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,20,722.767400026321,0.767500162124634,ec3770ae7f439181,run_learner,
141,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.545200Z,2026-02-24T03:35:03.521700Z,,,7290254_141,joba4f8680970e75d50f4704f845baf620d.log_141,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,21,721.009100198746,0.976499795913696,ec3770ae7f439181,run_learner,
142,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.545200Z,2026-02-24T03:35:03.523Z,,,7290254_142,joba4f8680970e75d50f4704f845baf620d.log_142,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,22,721.009100198746,0.977799892425537,ec3770ae7f439181,run_learner,
143,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.544400Z,2026-02-24T03:35:03.516300Z,,,7290254_143,joba4f8680970e75d50f4704f845baf620d.log_143,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,23,721.008300065994,0.97189998626709,ec3770ae7f439181,run_learner,
144,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.642700Z,2026-02-24T03:35:03.521500Z,,,7290254_144,joba4f8680970e75d50f4704f845baf620d.log_144,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,24,721.106600046158,0.8788001537323,ec3770ae7f439181,run_learner,
145,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.623Z,2026-02-24T03:35:05.374Z,,,7290254_145,joba4f8680970e75d50f4704f845baf620d.log_145,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,25,723.086899995804,0.751000165939331,ec3770ae7f439181,run_learner,
146,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.574600Z,2026-02-24T03:35:05.322100Z,,,7290254_146,joba4f8680970e75d50f4704f845baf620d.log_146,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,26,723.038500070572,0.747499942779541,ec3770ae7f439181,run_learner,
147,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.544400Z,2026-02-24T03:35:03.516800Z,,,7290254_147,joba4f8680970e75d50f4704f845baf620d.log_147,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,27,721.008300065994,0.972399950027466,ec3770ae7f439181,run_learner,
148,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.032400Z,2026-02-24T03:35:03.859200Z,,,7290254_148,joba4f8680970e75d50f4704f845baf620d.log_148,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,28,721.496299982071,0.826800107955933,ec3770ae7f439181,run_learner,
149,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.673700Z,2026-02-24T03:35:03.543800Z,,,7290254_149,joba4f8680970e75d50f4704f845baf620d.log_149,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,29,721.137600183487,0.870100021362305,ec3770ae7f439181,run_learner,
150,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.764Z,2026-02-24T03:35:03.601500Z,,,7290254_150,joba4f8680970e75d50f4704f845baf620d.log_150,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,30,721.227900028229,0.837500095367432,ec3770ae7f439181,run_learner,
151,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.902700Z,2026-02-24T03:35:03.740300Z,,,7290254_151,joba4f8680970e75d50f4704f845baf620d.log_151,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,31,721.366600036621,0.837599992752075,ec3770ae7f439181,run_learner,
152,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.573500Z,2026-02-24T03:35:05.343600Z,,,7290254_152,joba4f8680970e75d50f4704f845baf620d.log_152,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,32,723.037400007248,0.770100116729736,ec3770ae7f439181,run_learner,
153,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.984200Z,2026-02-24T03:35:05.753Z,,,7290254_153,joba4f8680970e75d50f4704f845baf620d.log_153,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,33,723.448100090027,0.768800020217896,ec3770ae7f439181,run_learner,
154,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.751400Z,2026-02-24T03:35:03.594Z,,,7290254_154,joba4f8680970e75d50f4704f845baf620d.log_154,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,34,721.21530008316,0.842600107192993,ec3770ae7f439181,run_learner,
155,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.680600Z,2026-02-24T03:35:03.549700Z,,,7290254_155,joba4f8680970e75d50f4704f845baf620d.log_155,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,35,721.144500017166,0.869100093841553,ec3770ae7f439181,run_learner,
156,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.971400Z,2026-02-24T03:35:05.731900Z,,,7290254_156,joba4f8680970e75d50f4704f845baf620d.log_156,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,36,723.435300111771,0.760499954223633,ec3770ae7f439181,run_learner,
157,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.680600Z,2026-02-24T03:35:03.539300Z,,,7290254_157,joba4f8680970e75d50f4704f845baf620d.log_157,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,37,721.144500017166,0.858700037002564,ec3770ae7f439181,run_learner,
158,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.573400Z,2026-02-24T03:35:03.506900Z,,,7290254_158,joba4f8680970e75d50f4704f845baf620d.log_158,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,38,721.037300109863,0.933500051498413,ec3770ae7f439181,run_learner,
159,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.050800Z,2026-02-24T03:35:03.877300Z,,,7290254_159,joba4f8680970e75d50f4704f845baf620d.log_159,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,39,721.514700174332,0.826499938964844,ec3770ae7f439181,run_learner,
160,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.559400Z,2026-02-24T03:35:03.506Z,,,7290254_160,joba4f8680970e75d50f4704f845baf620d.log_160,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,40,721.023300170899,0.946599960327148,ec3770ae7f439181,run_learner,
161,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.984800Z,2026-02-24T03:35:03.758300Z,,,7290254_161,joba4f8680970e75d50f4704f845baf620d.log_161,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,41,721.448700189591,0.773499965667725,ec3770ae7f439181,run_learner,
162,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:04.706900Z,2026-02-24T03:35:05.481Z,,,7290254_162,joba4f8680970e75d50f4704f845baf620d.log_162,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,42,723.170799970627,0.774100065231323,ec3770ae7f439181,run_learner,
163,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:12.784Z,2026-02-24T03:35:13.461700Z,,,7290254_163,joba4f8680970e75d50f4704f845baf620d.log_163,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,43,731.247900009155,0.677700042724609,ec3770ae7f439181,run_learner,
164,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.950400Z,2026-02-24T03:35:03.752Z,,,7290254_164,joba4f8680970e75d50f4704f845baf620d.log_164,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,44,721.414300203323,0.801599979400635,ec3770ae7f439181,run_learner,
165,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.908600Z,2026-02-24T03:35:03.705900Z,,,7290254_165,joba4f8680970e75d50f4704f845baf620d.log_165,joba4f8680970e75d50f4704f845baf620d,00055f35-837e-4063-837b-767be8fc5a7f,45,721.372500181198,0.797299861907959,ec3770ae7f439181,run_learner,
