job.id,seconds,task_id,learner_id,iteration
195,177,zipUSPS,classif.nearest_neighbors,5
196,193,zipUSPS,classif.nearest_neighbors,6
197,128,zipUSPS,classif.nearest_neighbors,7
198,181,zipUSPS,classif.nearest_neighbors,8
199,189,zipUSPS,classif.nearest_neighbors,9
200,187,zipUSPS,classif.nearest_neighbors,10
1,0,aztrees3,classif.rpart,1
2,0,aztrees3,classif.rpart,2
3,0,aztrees3,classif.rpart,3
4,0,aztrees3,classif.rpart,4
5,0,aztrees3,classif.rpart,5
6,0,aztrees3,classif.rpart,6
7,0,aztrees3,classif.rpart,7
8,0,aztrees3,classif.rpart,8
9,0,aztrees3,classif.rpart,9
10,0,aztrees3,classif.rpart,10
11,0,aztrees4,classif.rpart,1
12,0,aztrees4,classif.rpart,2
13,0,aztrees4,classif.rpart,3
14,0,aztrees4,classif.rpart,4
15,0,aztrees4,classif.rpart,5
16,0,aztrees4,classif.rpart,6
17,0,aztrees4,classif.rpart,7
18,0,aztrees4,classif.rpart,8
19,0,aztrees4,classif.rpart,9
20,0,aztrees4,classif.rpart,10
21,0,CanadaFires_all,classif.rpart,1
22,0,CanadaFires_all,classif.rpart,2
23,0,CanadaFires_all,classif.rpart,3
24,0,CanadaFires_all,classif.rpart,4
25,0,CanadaFires_all,classif.rpart,5
26,0,CanadaFires_all,classif.rpart,6
27,0,CanadaFires_all,classif.rpart,7
28,0,CanadaFires_all,classif.rpart,8
29,0,CanadaFires_all,classif.rpart,9
30,0,CanadaFires_all,classif.rpart,10
31,0,CanadaFires_downSampled,classif.rpart,1
32,0,CanadaFires_downSampled,classif.rpart,2
33,0,CanadaFires_downSampled,classif.rpart,3
34,0,CanadaFires_downSampled,classif.rpart,4
35,0,CanadaFires_downSampled,classif.rpart,5
36,0,CanadaFires_downSampled,classif.rpart,6
37,0,CanadaFires_downSampled,classif.rpart,7
38,0,CanadaFires_downSampled,classif.rpart,8
39,0,CanadaFires_downSampled,classif.rpart,9
40,0,CanadaFires_downSampled,classif.rpart,10
41,85,CIFAR10,classif.rpart,1
42,82,CIFAR10,classif.rpart,2
43,76,CIFAR10,classif.rpart,3
44,77,CIFAR10,classif.rpart,4
45,80,CIFAR10,classif.rpart,5
46,96,CIFAR10,classif.rpart,6
47,78,CIFAR10,classif.rpart,7
48,76,CIFAR10,classif.rpart,8
49,75,CIFAR10,classif.rpart,9
50,79,CIFAR10,classif.rpart,10
51,17,EMNIST,classif.rpart,1
52,21,EMNIST,classif.rpart,2
53,22,EMNIST,classif.rpart,3
54,16,EMNIST,classif.rpart,4
55,17,EMNIST,classif.rpart,5
56,16,EMNIST,classif.rpart,6
57,16,EMNIST,classif.rpart,7
58,20,EMNIST,classif.rpart,8
59,16,EMNIST,classif.rpart,9
60,16,EMNIST,classif.rpart,10
61,23,FashionMNIST,classif.rpart,1
62,23,FashionMNIST,classif.rpart,2
63,18,FashionMNIST,classif.rpart,3
64,18,FashionMNIST,classif.rpart,4
65,18,FashionMNIST,classif.rpart,5
66,18,FashionMNIST,classif.rpart,6
67,18,FashionMNIST,classif.rpart,7
68,18,FashionMNIST,classif.rpart,8
69,18,FashionMNIST,classif.rpart,9
70,25,FashionMNIST,classif.rpart,10
71,245,FishSonar_river,classif.rpart,1
72,242,FishSonar_river,classif.rpart,2
73,252,FishSonar_river,classif.rpart,3
74,243,FishSonar_river,classif.rpart,4
75,240,FishSonar_river,classif.rpart,5
76,244,FishSonar_river,classif.rpart,6
77,252,FishSonar_river,classif.rpart,7
78,141,FishSonar_river,classif.rpart,8
79,203,FishSonar_river,classif.rpart,9
80,138,FishSonar_river,classif.rpart,10
81,27,KMNIST,classif.rpart,1
82,26,KMNIST,classif.rpart,2
83,18,KMNIST,classif.rpart,3
84,22,KMNIST,classif.rpart,4
85,17,KMNIST,classif.rpart,5
86,18,KMNIST,classif.rpart,6
87,18,KMNIST,classif.rpart,7
88,19,KMNIST,classif.rpart,8
89,19,KMNIST,classif.rpart,9
90,19,KMNIST,classif.rpart,10
91,14,MNIST,classif.rpart,1
92,15,MNIST,classif.rpart,2
93,16,MNIST,classif.rpart,3
94,17,MNIST,classif.rpart,4
95,16,MNIST,classif.rpart,5
96,16,MNIST,classif.rpart,6
97,16,MNIST,classif.rpart,7
98,14,MNIST,classif.rpart,8
99,14,MNIST,classif.rpart,9
100,16,MNIST,classif.rpart,10
101,35,MNIST_EMNIST,classif.rpart,1
102,43,MNIST_EMNIST,classif.rpart,2
103,42,MNIST_EMNIST,classif.rpart,3
104,43,MNIST_EMNIST,classif.rpart,4
105,43,MNIST_EMNIST,classif.rpart,5
106,43,MNIST_EMNIST,classif.rpart,6
107,42,MNIST_EMNIST,classif.rpart,7
108,41,MNIST_EMNIST,classif.rpart,8
109,30,MNIST_EMNIST,classif.rpart,9
110,30,MNIST_EMNIST,classif.rpart,10
111,32,MNIST_EMNIST_rot,classif.rpart,1
112,32,MNIST_EMNIST_rot,classif.rpart,2
113,32,MNIST_EMNIST_rot,classif.rpart,3
114,32,MNIST_EMNIST_rot,classif.rpart,4
115,27,MNIST_EMNIST_rot,classif.rpart,5
116,29,MNIST_EMNIST_rot,classif.rpart,6
117,29,MNIST_EMNIST_rot,classif.rpart,7
118,38,MNIST_EMNIST_rot,classif.rpart,8
119,38,MNIST_EMNIST_rot,classif.rpart,9
120,32,MNIST_EMNIST_rot,classif.rpart,10
121,33,MNIST_FashionMNIST,classif.rpart,1
122,32,MNIST_FashionMNIST,classif.rpart,2
123,30,MNIST_FashionMNIST,classif.rpart,3
124,38,MNIST_FashionMNIST,classif.rpart,4
125,38,MNIST_FashionMNIST,classif.rpart,5
126,39,MNIST_FashionMNIST,classif.rpart,6
127,39,MNIST_FashionMNIST,classif.rpart,7
128,37,MNIST_FashionMNIST,classif.rpart,8
129,37,MNIST_FashionMNIST,classif.rpart,9
130,38,MNIST_FashionMNIST,classif.rpart,10
131,4,NSCH_autism,classif.rpart,1
132,4,NSCH_autism,classif.rpart,2
133,4,NSCH_autism,classif.rpart,3
134,4,NSCH_autism,classif.rpart,4
135,4,NSCH_autism,classif.rpart,5
136,4,NSCH_autism,classif.rpart,6
137,4,NSCH_autism,classif.rpart,7
138,4,NSCH_autism,classif.rpart,8
139,4,NSCH_autism,classif.rpart,9
140,3,NSCH_autism,classif.rpart,10
141,27,QMNIST,classif.rpart,1
142,28,QMNIST,classif.rpart,2
143,28,QMNIST,classif.rpart,3
144,29,QMNIST,classif.rpart,4
145,29,QMNIST,classif.rpart,5
146,26,QMNIST,classif.rpart,6
147,27,QMNIST,classif.rpart,7
148,28,QMNIST,classif.rpart,8
149,28,QMNIST,classif.rpart,9
150,28,QMNIST,classif.rpart,10
151,0,spam,classif.rpart,1
152,0,spam,classif.rpart,2
153,0,spam,classif.rpart,3
154,0,spam,classif.rpart,4
155,0,spam,classif.rpart,5
156,0,spam,classif.rpart,6
157,0,spam,classif.rpart,7
158,0,spam,classif.rpart,8
159,0,spam,classif.rpart,9
160,0,spam,classif.rpart,10
161,38,STL10,classif.rpart,1
162,38,STL10,classif.rpart,2
163,42,STL10,classif.rpart,3
164,42,STL10,classif.rpart,4
165,44,STL10,classif.rpart,5
166,44,STL10,classif.rpart,6
167,44,STL10,classif.rpart,7
168,46,STL10,classif.rpart,8
169,46,STL10,classif.rpart,9
170,46,STL10,classif.rpart,10
171,0,vowel,classif.rpart,1
172,0,vowel,classif.rpart,2
173,0,vowel,classif.rpart,3
174,0,vowel,classif.rpart,4
175,0,vowel,classif.rpart,5
176,0,vowel,classif.rpart,6
177,0,vowel,classif.rpart,7
178,0,vowel,classif.rpart,8
179,0,vowel,classif.rpart,9
180,0,vowel,classif.rpart,10
181,0,waveform,classif.rpart,1
182,0,waveform,classif.rpart,2
183,0,waveform,classif.rpart,3
184,0,waveform,classif.rpart,4
185,0,waveform,classif.rpart,5
186,0,waveform,classif.rpart,6
187,0,waveform,classif.rpart,7
188,0,waveform,classif.rpart,8
189,0,waveform,classif.rpart,9
190,0,waveform,classif.rpart,10
191,1,zipUSPS,classif.rpart,1
192,1,zipUSPS,classif.rpart,2
193,1,zipUSPS,classif.rpart,3
194,1,zipUSPS,classif.rpart,4
195,1,zipUSPS,classif.rpart,5
196,1,zipUSPS,classif.rpart,6
197,1,zipUSPS,classif.rpart,7
198,1,zipUSPS,classif.rpart,8
199,1,zipUSPS,classif.rpart,9
200,1,zipUSPS,classif.rpart,10
1,94,aztrees3,classif.xgboost,1
2,89,aztrees3,classif.xgboost,2
3,111,aztrees3,classif.xgboost,3
4,104,aztrees3,classif.xgboost,4
5,111,aztrees3,classif.xgboost,5
6,109,aztrees3,classif.xgboost,6
7,111,aztrees3,classif.xgboost,7
8,109,aztrees3,classif.xgboost,8
9,113,aztrees3,classif.xgboost,9
10,114,aztrees3,classif.xgboost,10
11,106,aztrees4,classif.xgboost,1
12,108,aztrees4,classif.xgboost,2
13,110,aztrees4,classif.xgboost,3
14,108,aztrees4,classif.xgboost,4
15,110,aztrees4,classif.xgboost,5
16,93,aztrees4,classif.xgboost,6
17,95,aztrees4,classif.xgboost,7
18,90,aztrees4,classif.xgboost,8
19,90,aztrees4,classif.xgboost,9
20,96,aztrees4,classif.xgboost,10
21,173,CanadaFires_all,classif.xgboost,1
22,170,CanadaFires_all,classif.xgboost,2
23,173,CanadaFires_all,classif.xgboost,3
24,172,CanadaFires_all,classif.xgboost,4
25,171,CanadaFires_all,classif.xgboost,5
26,171,CanadaFires_all,classif.xgboost,6
27,171,CanadaFires_all,classif.xgboost,7
28,169,CanadaFires_all,classif.xgboost,8
29,171,CanadaFires_all,classif.xgboost,9
30,170,CanadaFires_all,classif.xgboost,10
31,69,CanadaFires_downSampled,classif.xgboost,1
32,71,CanadaFires_downSampled,classif.xgboost,2
33,69,CanadaFires_downSampled,classif.xgboost,3
34,68,CanadaFires_downSampled,classif.xgboost,4
35,69,CanadaFires_downSampled,classif.xgboost,5
36,73,CanadaFires_downSampled,classif.xgboost,6
37,69,CanadaFires_downSampled,classif.xgboost,7
38,69,CanadaFires_downSampled,classif.xgboost,8
39,69,CanadaFires_downSampled,classif.xgboost,9
40,71,CanadaFires_downSampled,classif.xgboost,10
41,,CIFAR10,classif.xgboost,1
42,,CIFAR10,classif.xgboost,2
43,,CIFAR10,classif.xgboost,3
44,,CIFAR10,classif.xgboost,4
45,,CIFAR10,classif.xgboost,5
46,,CIFAR10,classif.xgboost,6
47,,CIFAR10,classif.xgboost,7
48,,CIFAR10,classif.xgboost,8
49,,CIFAR10,classif.xgboost,9
50,,CIFAR10,classif.xgboost,10
51,165616,EMNIST,classif.xgboost,1
52,166585,EMNIST,classif.xgboost,2
53,167079,EMNIST,classif.xgboost,3
54,165854,EMNIST,classif.xgboost,4
55,166126,EMNIST,classif.xgboost,5
56,166396,EMNIST,classif.xgboost,6
57,165272,EMNIST,classif.xgboost,7
58,163090,EMNIST,classif.xgboost,8
59,163088,EMNIST,classif.xgboost,9
60,162393,EMNIST,classif.xgboost,10
61,182427,FashionMNIST,classif.xgboost,1
62,185464,FashionMNIST,classif.xgboost,2
63,181719,FashionMNIST,classif.xgboost,3
64,182884,FashionMNIST,classif.xgboost,4
65,181332,FashionMNIST,classif.xgboost,5
66,181485,FashionMNIST,classif.xgboost,6
67,183454,FashionMNIST,classif.xgboost,7
68,183195,FashionMNIST,classif.xgboost,8
69,182275,FashionMNIST,classif.xgboost,9
70,181902,FashionMNIST,classif.xgboost,10
71,184667,FishSonar_river,classif.xgboost,1
72,276419,FishSonar_river,classif.xgboost,2
73,275860,FishSonar_river,classif.xgboost,3
74,276966,FishSonar_river,classif.xgboost,4
75,194547,FishSonar_river,classif.xgboost,5
76,266217,FishSonar_river,classif.xgboost,6
77,266131,FishSonar_river,classif.xgboost,7
78,265996,FishSonar_river,classif.xgboost,8
79,185295,FishSonar_river,classif.xgboost,9
80,194590,FishSonar_river,classif.xgboost,10
81,181356,KMNIST,classif.xgboost,1
82,180536,KMNIST,classif.xgboost,2
83,178761,KMNIST,classif.xgboost,3
84,181485,KMNIST,classif.xgboost,4
85,181397,KMNIST,classif.xgboost,5
86,180750,KMNIST,classif.xgboost,6
87,181122,KMNIST,classif.xgboost,7
88,181710,KMNIST,classif.xgboost,8
89,182700,KMNIST,classif.xgboost,9
90,179917,KMNIST,classif.xgboost,10
91,155093,MNIST,classif.xgboost,1
92,155016,MNIST,classif.xgboost,2
93,155122,MNIST,classif.xgboost,3
94,221693,MNIST,classif.xgboost,4
95,221059,MNIST,classif.xgboost,5
96,222938,MNIST,classif.xgboost,6
97,232454,MNIST,classif.xgboost,7
98,155887,MNIST,classif.xgboost,8
99,154261,MNIST,classif.xgboost,9
100,152287,MNIST,classif.xgboost,10
101,323463,MNIST_EMNIST,classif.xgboost,1
102,322704,MNIST_EMNIST,classif.xgboost,2
103,330141,MNIST_EMNIST,classif.xgboost,3
104,330505,MNIST_EMNIST,classif.xgboost,4
105,331258,MNIST_EMNIST,classif.xgboost,5
106,330547,MNIST_EMNIST,classif.xgboost,6
107,329591,MNIST_EMNIST,classif.xgboost,7
108,330506,MNIST_EMNIST,classif.xgboost,8
109,329610,MNIST_EMNIST,classif.xgboost,9
110,329989,MNIST_EMNIST,classif.xgboost,10
111,331689,MNIST_EMNIST_rot,classif.xgboost,1
112,329099,MNIST_EMNIST_rot,classif.xgboost,2
113,,MNIST_EMNIST_rot,classif.xgboost,3
114,,MNIST_EMNIST_rot,classif.xgboost,4
115,,MNIST_EMNIST_rot,classif.xgboost,5
116,,MNIST_EMNIST_rot,classif.xgboost,6
117,,MNIST_EMNIST_rot,classif.xgboost,7
118,,MNIST_EMNIST_rot,classif.xgboost,8
119,,MNIST_EMNIST_rot,classif.xgboost,9
120,,MNIST_EMNIST_rot,classif.xgboost,10
121,,MNIST_FashionMNIST,classif.xgboost,1
122,,MNIST_FashionMNIST,classif.xgboost,2
123,,MNIST_FashionMNIST,classif.xgboost,3
124,,MNIST_FashionMNIST,classif.xgboost,4
125,,MNIST_FashionMNIST,classif.xgboost,5
126,,MNIST_FashionMNIST,classif.xgboost,6
127,,MNIST_FashionMNIST,classif.xgboost,7
128,,MNIST_FashionMNIST,classif.xgboost,8
129,,MNIST_FashionMNIST,classif.xgboost,9
130,,MNIST_FashionMNIST,classif.xgboost,10
131,5764,NSCH_autism,classif.xgboost,1
132,5749,NSCH_autism,classif.xgboost,2
133,5754,NSCH_autism,classif.xgboost,3
134,5711,NSCH_autism,classif.xgboost,4
135,5727,NSCH_autism,classif.xgboost,5
136,5745,NSCH_autism,classif.xgboost,6
137,5760,NSCH_autism,classif.xgboost,7
138,5732,NSCH_autism,classif.xgboost,8
139,5826,NSCH_autism,classif.xgboost,9
140,5745,NSCH_autism,classif.xgboost,10
141,329007,QMNIST,classif.xgboost,1
142,334117,QMNIST,classif.xgboost,2
143,330425,QMNIST,classif.xgboost,3
144,331161,QMNIST,classif.xgboost,4
145,332198,QMNIST,classif.xgboost,5
146,332203,QMNIST,classif.xgboost,6
147,333947,QMNIST,classif.xgboost,7
148,336022,QMNIST,classif.xgboost,8
149,338832,QMNIST,classif.xgboost,9
150,336797,QMNIST,classif.xgboost,10
151,154,spam,classif.xgboost,1
152,155,spam,classif.xgboost,2
153,153,spam,classif.xgboost,3
154,154,spam,classif.xgboost,4
155,154,spam,classif.xgboost,5
156,171,spam,classif.xgboost,6
157,137,spam,classif.xgboost,7
158,134,spam,classif.xgboost,8
159,153,spam,classif.xgboost,9
160,152,spam,classif.xgboost,10
161,,STL10,classif.xgboost,1
162,,STL10,classif.xgboost,2
163,,STL10,classif.xgboost,3
164,,STL10,classif.xgboost,4
165,,STL10,classif.xgboost,5
166,,STL10,classif.xgboost,6
167,,STL10,classif.xgboost,7
168,,STL10,classif.xgboost,8
169,,STL10,classif.xgboost,9
170,,STL10,classif.xgboost,10
171,135,vowel,classif.xgboost,1
172,138,vowel,classif.xgboost,2
173,137,vowel,classif.xgboost,3
174,137,vowel,classif.xgboost,4
175,136,vowel,classif.xgboost,5
176,136,vowel,classif.xgboost,6
177,137,vowel,classif.xgboost,7
178,137,vowel,classif.xgboost,8
179,138,vowel,classif.xgboost,9
180,139,vowel,classif.xgboost,10
181,83,waveform,classif.xgboost,1
182,84,waveform,classif.xgboost,2
183,83,waveform,classif.xgboost,3
184,83,waveform,classif.xgboost,4
185,84,waveform,classif.xgboost,5
186,84,waveform,classif.xgboost,6
187,84,waveform,classif.xgboost,7
188,73,waveform,classif.xgboost,8
189,74,waveform,classif.xgboost,9
190,75,waveform,classif.xgboost,10
191,13243,zipUSPS,classif.xgboost,1
192,13264,zipUSPS,classif.xgboost,2
193,13243,zipUSPS,classif.xgboost,3
194,13453,zipUSPS,classif.xgboost,4
195,13256,zipUSPS,classif.xgboost,5
196,13240,zipUSPS,classif.xgboost,6
197,13269,zipUSPS,classif.xgboost,7
198,13245,zipUSPS,classif.xgboost,8
199,13410,zipUSPS,classif.xgboost,9
200,13341,zipUSPS,classif.xgboost,10
