job.id,seconds,task_id,learner_id,iteration
151,13,spam,classif.cv_glmnet,1
152,18,spam,classif.cv_glmnet,2
153,12,spam,classif.cv_glmnet,3
154,11,spam,classif.cv_glmnet,4
155,13,spam,classif.cv_glmnet,5
156,12,spam,classif.cv_glmnet,6
157,12,spam,classif.cv_glmnet,7
158,11,spam,classif.cv_glmnet,8
159,12,spam,classif.cv_glmnet,9
160,12,spam,classif.cv_glmnet,10
161,,STL10,classif.cv_glmnet,1
162,,STL10,classif.cv_glmnet,2
163,,STL10,classif.cv_glmnet,3
164,,STL10,classif.cv_glmnet,4
165,,STL10,classif.cv_glmnet,5
166,,STL10,classif.cv_glmnet,6
167,,STL10,classif.cv_glmnet,7
168,,STL10,classif.cv_glmnet,8
169,,STL10,classif.cv_glmnet,9
170,,STL10,classif.cv_glmnet,10
171,5,vowel,classif.cv_glmnet,1
172,5,vowel,classif.cv_glmnet,2
173,5,vowel,classif.cv_glmnet,3
174,5,vowel,classif.cv_glmnet,4
175,8,vowel,classif.cv_glmnet,5
176,8,vowel,classif.cv_glmnet,6
177,5,vowel,classif.cv_glmnet,7
178,5,vowel,classif.cv_glmnet,8
179,6,vowel,classif.cv_glmnet,9
180,5,vowel,classif.cv_glmnet,10
181,1,waveform,classif.cv_glmnet,1
182,2,waveform,classif.cv_glmnet,2
183,1,waveform,classif.cv_glmnet,3
184,3,waveform,classif.cv_glmnet,4
185,1,waveform,classif.cv_glmnet,5
186,2,waveform,classif.cv_glmnet,6
187,1,waveform,classif.cv_glmnet,7
188,1,waveform,classif.cv_glmnet,8
189,1,waveform,classif.cv_glmnet,9
190,1,waveform,classif.cv_glmnet,10
191,473,zipUSPS,classif.cv_glmnet,1
192,873,zipUSPS,classif.cv_glmnet,2
193,867,zipUSPS,classif.cv_glmnet,3
194,879,zipUSPS,classif.cv_glmnet,4
195,386,zipUSPS,classif.cv_glmnet,5
196,425,zipUSPS,classif.cv_glmnet,6
197,561,zipUSPS,classif.cv_glmnet,7
198,433,zipUSPS,classif.cv_glmnet,8
199,378,zipUSPS,classif.cv_glmnet,9
200,378,zipUSPS,classif.cv_glmnet,10
1,0,aztrees3,classif.featureless,1
2,0,aztrees3,classif.featureless,2
3,0,aztrees3,classif.featureless,3
4,0,aztrees3,classif.featureless,4
5,0,aztrees3,classif.featureless,5
6,0,aztrees3,classif.featureless,6
7,0,aztrees3,classif.featureless,7
8,0,aztrees3,classif.featureless,8
9,0,aztrees3,classif.featureless,9
10,0,aztrees3,classif.featureless,10
11,0,aztrees4,classif.featureless,1
12,0,aztrees4,classif.featureless,2
13,0,aztrees4,classif.featureless,3
14,0,aztrees4,classif.featureless,4
15,0,aztrees4,classif.featureless,5
16,0,aztrees4,classif.featureless,6
17,0,aztrees4,classif.featureless,7
18,0,aztrees4,classif.featureless,8
19,0,aztrees4,classif.featureless,9
20,0,aztrees4,classif.featureless,10
21,0,CanadaFires_all,classif.featureless,1
22,0,CanadaFires_all,classif.featureless,2
23,0,CanadaFires_all,classif.featureless,3
24,0,CanadaFires_all,classif.featureless,4
25,0,CanadaFires_all,classif.featureless,5
26,0,CanadaFires_all,classif.featureless,6
27,0,CanadaFires_all,classif.featureless,7
28,0,CanadaFires_all,classif.featureless,8
29,0,CanadaFires_all,classif.featureless,9
30,0,CanadaFires_all,classif.featureless,10
31,0,CanadaFires_downSampled,classif.featureless,1
32,0,CanadaFires_downSampled,classif.featureless,2
33,0,CanadaFires_downSampled,classif.featureless,3
34,0,CanadaFires_downSampled,classif.featureless,4
35,0,CanadaFires_downSampled,classif.featureless,5
36,0,CanadaFires_downSampled,classif.featureless,6
37,0,CanadaFires_downSampled,classif.featureless,7
38,0,CanadaFires_downSampled,classif.featureless,8
39,0,CanadaFires_downSampled,classif.featureless,9
40,0,CanadaFires_downSampled,classif.featureless,10
41,,CIFAR10,classif.featureless,1
42,,CIFAR10,classif.featureless,2
43,,CIFAR10,classif.featureless,3
44,,CIFAR10,classif.featureless,4
45,,CIFAR10,classif.featureless,5
46,,CIFAR10,classif.featureless,6
47,,CIFAR10,classif.featureless,7
48,,CIFAR10,classif.featureless,8
49,,CIFAR10,classif.featureless,9
50,,CIFAR10,classif.featureless,10
51,8,EMNIST,classif.featureless,1
52,7,EMNIST,classif.featureless,2
53,9,EMNIST,classif.featureless,3
54,7,EMNIST,classif.featureless,4
55,5,EMNIST,classif.featureless,5
56,5,EMNIST,classif.featureless,6
57,5,EMNIST,classif.featureless,7
58,5,EMNIST,classif.featureless,8
59,9,EMNIST,classif.featureless,9
60,8,EMNIST,classif.featureless,10
61,12,FashionMNIST,classif.featureless,1
62,4,FashionMNIST,classif.featureless,2
63,4,FashionMNIST,classif.featureless,3
64,4,FashionMNIST,classif.featureless,4
65,4,FashionMNIST,classif.featureless,5
66,5,FashionMNIST,classif.featureless,6
67,5,FashionMNIST,classif.featureless,7
68,10,FashionMNIST,classif.featureless,8
69,16,FashionMNIST,classif.featureless,9
70,10,FashionMNIST,classif.featureless,10
71,,FishSonar_river,classif.featureless,1
72,,FishSonar_river,classif.featureless,2
73,,FishSonar_river,classif.featureless,3
74,,FishSonar_river,classif.featureless,4
75,,FishSonar_river,classif.featureless,5
76,,FishSonar_river,classif.featureless,6
77,,FishSonar_river,classif.featureless,7
78,,FishSonar_river,classif.featureless,8
79,,FishSonar_river,classif.featureless,9
80,,FishSonar_river,classif.featureless,10
81,6,KMNIST,classif.featureless,1
82,6,KMNIST,classif.featureless,2
83,5,KMNIST,classif.featureless,3
84,5,KMNIST,classif.featureless,4
85,8,KMNIST,classif.featureless,5
86,11,KMNIST,classif.featureless,6
87,8,KMNIST,classif.featureless,7
88,5,KMNIST,classif.featureless,8
89,5,KMNIST,classif.featureless,9
90,5,KMNIST,classif.featureless,10
91,6,MNIST,classif.featureless,1
92,7,MNIST,classif.featureless,2
93,7,MNIST,classif.featureless,3
94,4,MNIST,classif.featureless,4
95,4,MNIST,classif.featureless,5
96,4,MNIST,classif.featureless,6
97,4,MNIST,classif.featureless,7
98,4,MNIST,classif.featureless,8
99,5,MNIST,classif.featureless,9
100,5,MNIST,classif.featureless,10
101,7,MNIST_EMNIST,classif.featureless,1
102,7,MNIST_EMNIST,classif.featureless,2
103,7,MNIST_EMNIST,classif.featureless,3
104,7,MNIST_EMNIST,classif.featureless,4
105,9,MNIST_EMNIST,classif.featureless,5
106,9,MNIST_EMNIST,classif.featureless,6
107,9,MNIST_EMNIST,classif.featureless,7
108,9,MNIST_EMNIST,classif.featureless,8
109,9,MNIST_EMNIST,classif.featureless,9
110,9,MNIST_EMNIST,classif.featureless,10
111,9,MNIST_EMNIST_rot,classif.featureless,1
112,9,MNIST_EMNIST_rot,classif.featureless,2
113,9,MNIST_EMNIST_rot,classif.featureless,3
114,11,MNIST_EMNIST_rot,classif.featureless,4
115,10,MNIST_EMNIST_rot,classif.featureless,5
116,10,MNIST_EMNIST_rot,classif.featureless,6
117,7,MNIST_EMNIST_rot,classif.featureless,7
118,6,MNIST_EMNIST_rot,classif.featureless,8
119,7,MNIST_EMNIST_rot,classif.featureless,9
120,7,MNIST_EMNIST_rot,classif.featureless,10
121,7,MNIST_FashionMNIST,classif.featureless,1
122,7,MNIST_FashionMNIST,classif.featureless,2
123,7,MNIST_FashionMNIST,classif.featureless,3
124,7,MNIST_FashionMNIST,classif.featureless,4
125,7,MNIST_FashionMNIST,classif.featureless,5
126,7,MNIST_FashionMNIST,classif.featureless,6
127,9,MNIST_FashionMNIST,classif.featureless,7
128,9,MNIST_FashionMNIST,classif.featureless,8
129,9,MNIST_FashionMNIST,classif.featureless,9
130,9,MNIST_FashionMNIST,classif.featureless,10
131,1,NSCH_autism,classif.featureless,1
132,2,NSCH_autism,classif.featureless,2
133,1,NSCH_autism,classif.featureless,3
134,1,NSCH_autism,classif.featureless,4
135,0,NSCH_autism,classif.featureless,5
136,0,NSCH_autism,classif.featureless,6
137,0,NSCH_autism,classif.featureless,7
138,0,NSCH_autism,classif.featureless,8
139,0,NSCH_autism,classif.featureless,9
140,0,NSCH_autism,classif.featureless,10
141,9,QMNIST,classif.featureless,1
142,9,QMNIST,classif.featureless,2
143,9,QMNIST,classif.featureless,3
144,9,QMNIST,classif.featureless,4
145,9,QMNIST,classif.featureless,5
146,10,QMNIST,classif.featureless,6
147,12,QMNIST,classif.featureless,7
148,12,QMNIST,classif.featureless,8
149,11,QMNIST,classif.featureless,9
150,11,QMNIST,classif.featureless,10
151,0,spam,classif.featureless,1
152,0,spam,classif.featureless,2
153,1,spam,classif.featureless,3
154,0,spam,classif.featureless,4
155,0,spam,classif.featureless,5
156,0,spam,classif.featureless,6
157,0,spam,classif.featureless,7
158,0,spam,classif.featureless,8
159,0,spam,classif.featureless,9
160,0,spam,classif.featureless,10
161,,STL10,classif.featureless,1
162,,STL10,classif.featureless,2
163,,STL10,classif.featureless,3
164,,STL10,classif.featureless,4
165,,STL10,classif.featureless,5
166,,STL10,classif.featureless,6
167,,STL10,classif.featureless,7
168,,STL10,classif.featureless,8
169,,STL10,classif.featureless,9
170,,STL10,classif.featureless,10
171,0,vowel,classif.featureless,1
172,0,vowel,classif.featureless,2
173,0,vowel,classif.featureless,3
174,0,vowel,classif.featureless,4
175,0,vowel,classif.featureless,5
176,0,vowel,classif.featureless,6
177,0,vowel,classif.featureless,7
178,0,vowel,classif.featureless,8
179,0,vowel,classif.featureless,9
180,0,vowel,classif.featureless,10
181,0,waveform,classif.featureless,1
182,0,waveform,classif.featureless,2
183,0,waveform,classif.featureless,3
184,0,waveform,classif.featureless,4
185,0,waveform,classif.featureless,5
186,0,waveform,classif.featureless,6
187,0,waveform,classif.featureless,7
188,0,waveform,classif.featureless,8
189,0,waveform,classif.featureless,9
190,0,waveform,classif.featureless,10
191,0,zipUSPS,classif.featureless,1
192,0,zipUSPS,classif.featureless,2
193,0,zipUSPS,classif.featureless,3
194,0,zipUSPS,classif.featureless,4
195,0,zipUSPS,classif.featureless,5
196,1,zipUSPS,classif.featureless,6
197,1,zipUSPS,classif.featureless,7
198,0,zipUSPS,classif.featureless,8
199,0,zipUSPS,classif.featureless,9
200,0,zipUSPS,classif.featureless,10
1,11,aztrees3,classif.nearest_neighbors,1
2,11,aztrees3,classif.nearest_neighbors,2
3,14,aztrees3,classif.nearest_neighbors,3
4,13,aztrees3,classif.nearest_neighbors,4
5,13,aztrees3,classif.nearest_neighbors,5
6,13,aztrees3,classif.nearest_neighbors,6
7,13,aztrees3,classif.nearest_neighbors,7
8,14,aztrees3,classif.nearest_neighbors,8
9,13,aztrees3,classif.nearest_neighbors,9
10,14,aztrees3,classif.nearest_neighbors,10
11,14,aztrees4,classif.nearest_neighbors,1
12,13,aztrees4,classif.nearest_neighbors,2
13,15,aztrees4,classif.nearest_neighbors,3
14,15,aztrees4,classif.nearest_neighbors,4
15,11,aztrees4,classif.nearest_neighbors,5
16,11,aztrees4,classif.nearest_neighbors,6
17,11,aztrees4,classif.nearest_neighbors,7
18,11,aztrees4,classif.nearest_neighbors,8
19,14,aztrees4,classif.nearest_neighbors,9
20,21,aztrees4,classif.nearest_neighbors,10
21,15,CanadaFires_all,classif.nearest_neighbors,1
22,15,CanadaFires_all,classif.nearest_neighbors,2
23,15,CanadaFires_all,classif.nearest_neighbors,3
24,15,CanadaFires_all,classif.nearest_neighbors,4
25,15,CanadaFires_all,classif.nearest_neighbors,5
26,14,CanadaFires_all,classif.nearest_neighbors,6
27,13,CanadaFires_all,classif.nearest_neighbors,7
28,24,CanadaFires_all,classif.nearest_neighbors,8
29,24,CanadaFires_all,classif.nearest_neighbors,9
30,16,CanadaFires_all,classif.nearest_neighbors,10
31,6,CanadaFires_downSampled,classif.nearest_neighbors,1
32,6,CanadaFires_downSampled,classif.nearest_neighbors,2
33,6,CanadaFires_downSampled,classif.nearest_neighbors,3
34,7,CanadaFires_downSampled,classif.nearest_neighbors,4
35,6,CanadaFires_downSampled,classif.nearest_neighbors,5
36,6,CanadaFires_downSampled,classif.nearest_neighbors,6
37,6,CanadaFires_downSampled,classif.nearest_neighbors,7
38,14,CanadaFires_downSampled,classif.nearest_neighbors,8
39,14,CanadaFires_downSampled,classif.nearest_neighbors,9
40,6,CanadaFires_downSampled,classif.nearest_neighbors,10
41,194824,CIFAR10,classif.nearest_neighbors,1
42,226371,CIFAR10,classif.nearest_neighbors,2
43,179040,CIFAR10,classif.nearest_neighbors,3
44,203567,CIFAR10,classif.nearest_neighbors,4
45,197729,CIFAR10,classif.nearest_neighbors,5
46,147514,CIFAR10,classif.nearest_neighbors,6
47,259497,CIFAR10,classif.nearest_neighbors,7
48,210594,CIFAR10,classif.nearest_neighbors,8
49,277006,CIFAR10,classif.nearest_neighbors,9
50,278772,CIFAR10,classif.nearest_neighbors,10
51,45064,EMNIST,classif.nearest_neighbors,1
52,44862,EMNIST,classif.nearest_neighbors,2
53,38635,EMNIST,classif.nearest_neighbors,3
54,38574,EMNIST,classif.nearest_neighbors,4
55,39425,EMNIST,classif.nearest_neighbors,5
56,37755,EMNIST,classif.nearest_neighbors,6
57,38497,EMNIST,classif.nearest_neighbors,7
58,37910,EMNIST,classif.nearest_neighbors,8
59,40027,EMNIST,classif.nearest_neighbors,9
60,38645,EMNIST,classif.nearest_neighbors,10
61,39378,FashionMNIST,classif.nearest_neighbors,1
62,38013,FashionMNIST,classif.nearest_neighbors,2
63,42713,FashionMNIST,classif.nearest_neighbors,3
64,37760,FashionMNIST,classif.nearest_neighbors,4
65,30669,FashionMNIST,classif.nearest_neighbors,5
66,31968,FashionMNIST,classif.nearest_neighbors,6
67,40066,FashionMNIST,classif.nearest_neighbors,7
68,38386,FashionMNIST,classif.nearest_neighbors,8
69,40142,FashionMNIST,classif.nearest_neighbors,9
70,31382,FashionMNIST,classif.nearest_neighbors,10
71,,FishSonar_river,classif.nearest_neighbors,1
72,,FishSonar_river,classif.nearest_neighbors,2
73,,FishSonar_river,classif.nearest_neighbors,3
74,,FishSonar_river,classif.nearest_neighbors,4
75,,FishSonar_river,classif.nearest_neighbors,5
76,,FishSonar_river,classif.nearest_neighbors,6
77,,FishSonar_river,classif.nearest_neighbors,7
78,,FishSonar_river,classif.nearest_neighbors,8
79,,FishSonar_river,classif.nearest_neighbors,9
80,,FishSonar_river,classif.nearest_neighbors,10
81,58360,KMNIST,classif.nearest_neighbors,1
82,56508,KMNIST,classif.nearest_neighbors,2
83,52489,KMNIST,classif.nearest_neighbors,3
84,63954,KMNIST,classif.nearest_neighbors,4
85,46275,KMNIST,classif.nearest_neighbors,5
86,64367,KMNIST,classif.nearest_neighbors,6
87,54615,KMNIST,classif.nearest_neighbors,7
88,52378,KMNIST,classif.nearest_neighbors,8
89,52603,KMNIST,classif.nearest_neighbors,9
90,54764,KMNIST,classif.nearest_neighbors,10
91,56251,MNIST,classif.nearest_neighbors,1
92,52438,MNIST,classif.nearest_neighbors,2
93,57517,MNIST,classif.nearest_neighbors,3
94,52766,MNIST,classif.nearest_neighbors,4
95,55986,MNIST,classif.nearest_neighbors,5
96,58293,MNIST,classif.nearest_neighbors,6
97,58127,MNIST,classif.nearest_neighbors,7
98,58879,MNIST,classif.nearest_neighbors,8
99,60339,MNIST,classif.nearest_neighbors,9
100,55602,MNIST,classif.nearest_neighbors,10
101,217831,MNIST_EMNIST,classif.nearest_neighbors,1
102,230591,MNIST_EMNIST,classif.nearest_neighbors,2
103,241423,MNIST_EMNIST,classif.nearest_neighbors,3
104,232713,MNIST_EMNIST,classif.nearest_neighbors,4
105,230145,MNIST_EMNIST,classif.nearest_neighbors,5
106,228740,MNIST_EMNIST,classif.nearest_neighbors,6
107,209743,MNIST_EMNIST,classif.nearest_neighbors,7
108,225765,MNIST_EMNIST,classif.nearest_neighbors,8
109,238100,MNIST_EMNIST,classif.nearest_neighbors,9
110,248257,MNIST_EMNIST,classif.nearest_neighbors,10
111,220994,MNIST_EMNIST_rot,classif.nearest_neighbors,1
112,234776,MNIST_EMNIST_rot,classif.nearest_neighbors,2
113,228086,MNIST_EMNIST_rot,classif.nearest_neighbors,3
114,219291,MNIST_EMNIST_rot,classif.nearest_neighbors,4
115,229337,MNIST_EMNIST_rot,classif.nearest_neighbors,5
116,236457,MNIST_EMNIST_rot,classif.nearest_neighbors,6
117,217903,MNIST_EMNIST_rot,classif.nearest_neighbors,7
118,224673,MNIST_EMNIST_rot,classif.nearest_neighbors,8
119,240167,MNIST_EMNIST_rot,classif.nearest_neighbors,9
120,237609,MNIST_EMNIST_rot,classif.nearest_neighbors,10
121,205280,MNIST_FashionMNIST,classif.nearest_neighbors,1
122,214916,MNIST_FashionMNIST,classif.nearest_neighbors,2
123,218645,MNIST_FashionMNIST,classif.nearest_neighbors,3
124,162152,MNIST_FashionMNIST,classif.nearest_neighbors,4
125,177576,MNIST_FashionMNIST,classif.nearest_neighbors,5
126,171043,MNIST_FashionMNIST,classif.nearest_neighbors,6
127,168639,MNIST_FashionMNIST,classif.nearest_neighbors,7
128,176299,MNIST_FashionMNIST,classif.nearest_neighbors,8
129,186417,MNIST_FashionMNIST,classif.nearest_neighbors,9
130,221992,MNIST_FashionMNIST,classif.nearest_neighbors,10
131,16840,NSCH_autism,classif.nearest_neighbors,1
132,12747,NSCH_autism,classif.nearest_neighbors,2
133,16254,NSCH_autism,classif.nearest_neighbors,3
134,16267,NSCH_autism,classif.nearest_neighbors,4
135,16476,NSCH_autism,classif.nearest_neighbors,5
136,16528,NSCH_autism,classif.nearest_neighbors,6
137,16757,NSCH_autism,classif.nearest_neighbors,7
138,17422,NSCH_autism,classif.nearest_neighbors,8
139,17093,NSCH_autism,classif.nearest_neighbors,9
140,16774,NSCH_autism,classif.nearest_neighbors,10
141,135376,QMNIST,classif.nearest_neighbors,1
142,159104,QMNIST,classif.nearest_neighbors,2
143,158387,QMNIST,classif.nearest_neighbors,3
144,143303,QMNIST,classif.nearest_neighbors,4
145,124269,QMNIST,classif.nearest_neighbors,5
146,119727,QMNIST,classif.nearest_neighbors,6
147,141963,QMNIST,classif.nearest_neighbors,7
148,165773,QMNIST,classif.nearest_neighbors,8
149,126386,QMNIST,classif.nearest_neighbors,9
150,154167,QMNIST,classif.nearest_neighbors,10
151,21,spam,classif.nearest_neighbors,1
152,20,spam,classif.nearest_neighbors,2
153,20,spam,classif.nearest_neighbors,3
154,20,spam,classif.nearest_neighbors,4
155,20,spam,classif.nearest_neighbors,5
156,20,spam,classif.nearest_neighbors,6
157,15,spam,classif.nearest_neighbors,7
158,20,spam,classif.nearest_neighbors,8
159,15,spam,classif.nearest_neighbors,9
160,20,spam,classif.nearest_neighbors,10
161,,STL10,classif.nearest_neighbors,1
162,,STL10,classif.nearest_neighbors,2
163,,STL10,classif.nearest_neighbors,3
164,,STL10,classif.nearest_neighbors,4
165,,STL10,classif.nearest_neighbors,5
166,,STL10,classif.nearest_neighbors,6
167,,STL10,classif.nearest_neighbors,7
168,,STL10,classif.nearest_neighbors,8
169,,STL10,classif.nearest_neighbors,9
170,,STL10,classif.nearest_neighbors,10
171,5,vowel,classif.nearest_neighbors,1
172,5,vowel,classif.nearest_neighbors,2
173,5,vowel,classif.nearest_neighbors,3
174,5,vowel,classif.nearest_neighbors,4
175,4,vowel,classif.nearest_neighbors,5
176,5,vowel,classif.nearest_neighbors,6
177,4,vowel,classif.nearest_neighbors,7
178,5,vowel,classif.nearest_neighbors,8
179,5,vowel,classif.nearest_neighbors,9
180,4,vowel,classif.nearest_neighbors,10
181,5,waveform,classif.nearest_neighbors,1
182,5,waveform,classif.nearest_neighbors,2
183,4,waveform,classif.nearest_neighbors,3
184,5,waveform,classif.nearest_neighbors,4
185,5,waveform,classif.nearest_neighbors,5
186,4,waveform,classif.nearest_neighbors,6
187,5,waveform,classif.nearest_neighbors,7
188,5,waveform,classif.nearest_neighbors,8
189,4,waveform,classif.nearest_neighbors,9
190,5,waveform,classif.nearest_neighbors,10
191,189,zipUSPS,classif.nearest_neighbors,1
192,124,zipUSPS,classif.nearest_neighbors,2
193,124,zipUSPS,classif.nearest_neighbors,3
194,124,zipUSPS,classif.nearest_neighbors,4
